token	status	structure	silhouette	main_visual_slots	layering	color_relation	main_colors	formality	wearability	expression	seasons	scenes	persona_scores	persona_evidence	conflicts	evidence
o0841	needs_review	pants	flower_patch_shirt_lace_metallic_sidepanel_wide_pants	top,bottom	1	blue_gray_pink	blue,gray,pink,ivory	statement	statement_not_daily	experimental	spring,autumn	social,creative	{"oops":0.76,"edge":0.66,"void":0.55}	花拼衬衫肩腰袖各有变化，长裤两侧再叠花纱和金属泡片，主题密度需要收敛	multiple_focal_competition	原图蓝灰花拼衬衫、灰丹宁粉白蕾丝与亮粉侧片宽裤、黑粉链包及素灰褐鞋；虽无高彩鞋，仍有主衣双焦点，不直接放行。
o0842	ai_candidate	pants	pink_black_fitted_corset_lace_sidepanel_wide_pants	top,bottom	1	black_pink_gray_denim	black,pink,gray,denim_blue	statement	statement_not_daily	experimental	spring,summer	social,creative	{"edge":0.76,"oops":0.72,"melt":0.40}	短合体束身与长裤形成收放反差，粉灰丹宁在上下和包连续，素鞋减少主题分裂	unknown	原图粉黑束身、灰丹宁粉白侧片宽裤、黑粉链包和素灰褐后空鞋；不同于上一套蓝花肩袖复杂衬衫，不因同裤就继承全部竞争结论。
o0843	ai_candidate	skirt	plain_charcoal_shirt_black_pink_denim_pleat_mini	bottom,top	1	charcoal_black_denim_pink	charcoal,black,denim_blue,pink	statement	statement_not_daily	typical	spring,autumn	social,creative	{"edge":0.75,"noir":0.49,"oops":0.45}	素上衣让黑皮感、丹宁褶片和粉纱短裙成为主角，粉黑鞋有颜色呼应	unknown	炭灰普通长衬衫、带扣链饰复合褶短裙、黑酒红小包与粉黑灰运动鞋；腰带为裙上组成，不另算一件配饰。
o0844	ai_candidate	skirt	black_architectural_shirt_denim_leather_pink_pleat_mini	top,bottom	1	black_burgundy_denim_pink	black,burgundy,denim_blue,pink	statement	statement_not_daily	experimental	spring,autumn	social,creative	{"edge":0.78,"noir":0.72,"oops":0.50}	单色尖肩收腰上衣与同暗色链扣短裙形成强结构，粉黑鞋沿用主题而非另加全谱撞色	unknown	原图黑酒红尖摆衬衫、皮感丹宁粉纱褶短裙、黑酒红折角包和粉黑灰鞋；可作主题实验，不把同色协调等价于适合所有日常场景。
o0845	ai_candidate	skirt	navy_cowl_top_black_straight_slit_midi	top,bottom	1	navy_black	navy,black	polished	everyday	easy	spring,autumn	commute,daily	{"mute":0.78,"ease":0.61,"noir":0.59,"edge":0.16}	素垂领与黑直裙的长线克制，鞋包皆简单，无束腰纱片的甜酷主结构	unknown	藏蓝堆领长袖、黑前开衩直中裙、黑半月包和黑长靴；靴筒与裙衩实际关系未做真人验证，不承诺腿型修饰。
o0846	ai_candidate	skirt	blue_mockneck_black_straight_slit_midi	top,bottom	1	blue_black	blue,black	polished	everyday	easy	spring,autumn	commute,daily	{"mute":0.75,"ease":0.63,"noir":0.51,"edge":0.16}	素蓝小高领与普通黑直裙是低装饰通勤组合，不由黑靴获得高甜酷分	unknown	蓝合体小高领、黑直中裙、黑素半月包和长靴；与o0845同裙鞋包，保留领型变化但不新增主裙家族。
o0847	ai_candidate	skirt	black_plain_tank_black_flare_midi	top,bottom	1	black	black	casual	everyday	easy	summer	daily,social	{"ease":0.68,"mute":0.65,"noir":0.54,"edge":0.25}	黑无袖与素A裙简洁，带扣鞋的小面积硬感不能替代整套主衣结构	unknown	黑圆领无袖、黑素伞摆中长裙、黑邮差包与深色带扣鞋；不是近邻配方的链扣丹宁短裙。
o0848	ai_candidate	skirt	blue_fitted_short_tee_black_flare_midi	top,bottom	1	blue_black	blue,black	casual	everyday	easy	spring,summer	daily	{"ease":0.76,"mute":0.63,"edge":0.20}	贴体蓝短T与素黑伞裙是可理解的基础收放比例，没有装饰主角	unknown	浅蓝合体圆领短袖、黑素中长裙、黑邮差包和深色带扣鞋；与o0847同主裙，换色上衣不能当全新轮廓覆盖。
o0849	ai_candidate	skirt	charcoal_box_short_top_charcoal_regular_pleat_mini	top,bottom	1	charcoal	charcoal	casual	everyday_with_statement	explore	spring,summer	daily,social	{"ease":0.69,"mute":0.67,"oops":0.24,"edge":0.19}	素短上衣与规整褶裙主衣克制，异料小包才是局部变化	unknown	炭灰圆领前中线短袖、炭灰普通短褶裙、灰蓝酸绿拼包和黑玛丽珍；主裙无皮感丹宁拼片。
o0850	ai_candidate	skirt	white_plain_shirt_charcoal_regular_pleat_mini	top,bottom	1	white_charcoal	white,charcoal	polished	everyday_with_statement	explore	spring,autumn	daily,social	{"heir":0.65,"ease":0.67,"mute":0.53,"edge":0.18}	普通白衬衫与规则深褶裙偏经典学院，包上酸绿和解构不改变主衣语汇	unknown	白长袖翻领衬衫、炭灰短褶裙、灰蓝绿拼包和黑玛丽珍；不使用同名EDGE标签作为理由。
o0851	ai_candidate	skirt	blue_plain_sleeveless_collar_blue_soft_flare_long_skirt	top,bottom	1	blue	blue	polished	everyday	easy	summer	daily,social	{"ease":0.75,"heir":0.56,"mute":0.49,"edge":0.22}	同蓝素翻领与长伞裙柔和规整，黑厚底带扣鞋仅是配件变化	unknown	浅蓝无袖普通翻领衬衫、蓝色长伞裙、藏蓝桶包及黑带扣鞋；主裙不是多层纱或不规则丹宁裙。
o0852	ai_candidate	skirt	blue_box_tee_blue_soft_flare_long_skirt	top,bottom	1	blue	blue	casual	everyday	easy	spring,summer	daily	{"ease":0.76,"mute":0.51,"edge":0.23}	短宽素T与同色长裙是放松轻装，低装饰主衣不会因黑鞋升为典型甜酷	unknown	浅蓝口袋圆领T、蓝长伞裙、藏蓝桶包及黑带扣鞋；与o0851共享主裙和配件，应纳入重复抑制。
o0853	ai_candidate	skirt	black_pink_strap_knit_black_asymmetric_leather_mini	top,bottom	1	black_pink_burgundy	black,pink,burgundy,denim_blue	statement	statement_not_daily	experimental	spring,autumn	social,creative	{"edge":0.82,"noir":0.74,"void":0.51}	黑主面、尖角皮片与局部粉带连续，裙与包的折角结构呼应，形成统一暗甜主题	unknown	原图短针织胸腹为密实黑面，袖部薄纱带扣；配黑酒红皮感不对称短裙、黑折角包与粉黑厚底鞋，不把透袖误作无内层。
o0854	ai_candidate	skirt	black_sculpted_waistcoat_light_blue_plain_a_midi	top,bottom	1	black_burgundy_blue	black,burgundy,blue	statement	statement_not_daily	typical	spring,autumn	social,creative	{"noir":0.72,"edge":0.64,"heir":0.49}	尖角收腰马甲与平整蓝A裙形成硬软对照，复杂度主要留在上衣和局部靴饰	unknown	原图黑酒红深V翻领无袖收腰马甲、蓝普通A中裙、黑酒红包与粉黑系带踝靴；本配方以马甲作top，没有虚构额外内衫或第二层。
o0855	suggested_exclude	skirt	mixed_lace_peplum_top_vivid_asymmetric_short_skirt	top,bottom	1	charcoal_denim_vivid_blocks	charcoal,denim_blue,blue,orange,green,pink	statement	statement_not_daily	experimental	spring,summer	creative	{"oops":0.79,"neon":0.74,"edge":0.51}	上衣条纹蕾丝花布和下装亮面荧光片分别立主题，高彩包与粉黑拼鞋又增加焦点	multiple_focal_overload	原图灰丹宁蕾丝不对称无袖上衣、高彩斜层短裙、同高彩大拼包和蓝粉黑后空鞋；建议先简化上衣或鞋包，不以都是拼接就直接通过。
