token	status	structure	silhouette	main_visual_slots	layering	color_relation	main_colors	formality	wearability	expression	seasons	scenes	persona_scores	persona_evidence	conflicts	evidence
o0217	ai_candidate	pants	fitted_short_tee_patch_long_wide_pants	bottom	1	ice_blue_gray_denim_pink	ice_blue,gray,denim_blue	casual	statement_not_daily	typical	spring,autumn	social,creative	{"edge":0.78,"oops":0.66,"loop":0.39}	素短贴身T平衡大裤量，粉纱丹宁甜酷集中下装；拼靴延续该语言，素包保留安静区	unknown	原尺寸显示下装有双裤腿，非长裙；浅蓝T搭灰丹宁粉亮膜蕾丝宽裤，灰素托特和粉蓝拼靴。裤鞋均强，不进易穿位；夏季厚复杂靴不默认匹配。
o0218	ai_candidate	skirt	floral_shirt_plain_long_a_skirt	top,skirt	1	ivory_blue_with_bright_shoes	ivory,blue	casual	everyday_with_statement	explore	spring,autumn	daily,social	{"flou":0.68,"heir":0.64,"loop":0.55,"neon":0.31}	轻花衬衫与长A线偏柔和经典，彩鞋只构成局部探索，不够支持主衣NEON	unknown	奶油蓝灰花衬衫配素蓝A字长裙，藏蓝桶包与高彩运动鞋。主体轮廓安静，花纹只在上衣；彩鞋偏好应单独考虑，不冒充整套高彩命中。
o0219	ai_candidate	skirt	sleeveless_collared_top_plain_a_midi	top,skirt	1	ice_blue_tonal_with_bright_shoes	ice_blue	casual	everyday_with_statement	explore	summer	daily,social	{"iced":0.77,"loop":0.74,"heir":0.59,"neon":0.30}	无袖翻领与规整中长A裙利落，主色面积浅蓝；只有鞋热烈不足以判NEON	unknown	浅蓝无袖衬衫、同蓝A字中长裙，灰结构手提包和彩色厚底乐福。主体适合夏季简洁偏好，可小幅探索配件，但与素鞋版同主配方家族。
o0220	ai_candidate	skirt	band_collar_shirt_plain_short_a_skirt	top,skirt	1	ice_blue_navy	ice_blue,navy	casual	everyday	easy	spring,autumn	daily,commute,travel	{"loop":0.82,"iced":0.75,"heir":0.68,"mute":0.60}	小立领、短A与少量拼接线条清楚，模块化而非复杂解构；颜色不替代比例证据	unknown	浅蓝长袖立领衬衫配藏蓝素短A裙，同蓝布包和蓝玛丽珍。主服装长短变化清楚，配件轻简，可作为基础裙装候选。
o0221	ai_candidate	skirt	plain_loose_shirt_short_pleated_skirt	top,skirt	1	white_charcoal	white,charcoal	casual	everyday	easy	spring,autumn	daily,commute	{"heir":0.80,"loop":0.78,"mute":0.67,"iced":0.59}	白衬衫配短规整百褶呈学院比例，低装饰黑白也支持MUTE但不等于锐利NOIR	unknown	白色长袖宽衬衫、炭灰短百褶裙，灰托特和浅蓝乐福。轻微鞋色点缀，整体易穿，与同结构异色版本需要共同做近似抑制。
o0222	ai_candidate	skirt	fitted_mockneck_short_a_skirt	top,skirt	1	blue_gray_charcoal_with_patch_bag	blue_gray,charcoal	casual	everyday_with_statement	explore	spring,autumn	daily,social	{"loop":0.73,"iced":0.68,"mute":0.63,"oops":0.34}	贴身小高领和素短A保持安静，仅包是拼片表达，不足以支持整套OOPS	unknown	灰蓝小高领针织、灰短A裙，黄蓝灰不规则包和白厚底乐福。上身贴、下摆微开，配饰提供轻探索；主衣色彩仍低饱和。
o0223	needs_review	skirt	patch_crop_top_short_layered_a_skirt	top,skirt	1	saturated_blue_lime_orange_pink	blue,lime,orange,pink	casual	statement_not_daily	explore	summer	creative	{"neon":0.88,"oops":0.76,"edge":0.46}	高彩运动网面及短层摆支持NEON，但三件同强度拼贴叠加，需建立重点而非重复所有色块	multiple_focal_competition	原图为蓝橙粉绿异材质短无袖、同色多层短裙、同色口袋包和黑粉厚鞋。语言一致不等于适合日常，建议先换素包或素上衣，把复杂裙作为主视觉后复核。
o0224	needs_review	skirt	asymmetric_patch_corset_layered_short_skirt	top,skirt	1	gray_denim_yellow_with_multicolor_bag	gray,denim_blue,yellow	casual	statement_not_daily	explore	spring,summer	creative	{"oops":0.80,"edge":0.59,"neon":0.46}	非对称剪接有OOPS证据，但上衣下裙及亮包都独立装饰，需要更明确视觉锚点	multiple_focal_competition	灰丹宁花拼束腰短上装配灰黄格纹蕾丝多层短裙，蓝橙粉彩包和粉黑花高跟。不是单纯同色不匹配，而是多组图案装饰抢主次，先简化一组配件。
o0225	needs_review	skirt	bright_patch_crop_long_asymmetric_a_skirt	top,skirt	1	blue_orange_lime_pink	blue,orange,lime,pink	casual	statement_not_daily	explore	spring,summer	creative	{"neon":0.87,"oops":0.72,"edge":0.48}	高彩不规则主服装表达清楚，但带领片拼包和花系带高靴又叠另一种细节语言	multiple_focal_competition	蓝橙粉绿斜片短背心、同色层片长A裙，灰黄蓝拼包、黑粉系带高靴。服装可组成高表达造型，建议鞋包至少一处归素，不能默认可日常穿。
o0226	suggested_exclude	pants	bright_puff_jacket_mesh_top_patch_balloon_pants	outer,top,bottom	2	blue_lime_orange_pink_black	blue,lime,orange,pink,black	casual	statement_not_daily	explore	spring,autumn	creative	{"neon":0.80,"oops":0.71,"edge":0.57}	NEON运动拼片与EDGE黑粉网纱各自成立，整套同时高强度且袖口叠加，无清晰主次	multiple_focal_overload,outer_inner_volume_unverified	原图确认巨袖彩拼短夹克叠黑粉网纱花袖短上衣、彩拼开口气球裤、黑粉花边包，最后是灰棕后绊粗跟鞋。建议退出默认推荐；保留一件高彩主衣并用素内搭重组。
