token	category	subcategory	neckline	sleeve	length	volume	construction	pattern	decoration	material_appearance	main_colors	visual_personas	usage_limits	status	evidence
g0193	skirt	front_slit_pencil_skirt	unknown	unknown	midi	straight	flat_waist_darts_front_slit	plain	low	matte_tailoring	taupe	mute,heir,loop	unknown	ai_candidate	灰棕直中裙有平腰省道和明确前中开衩，腿部活动开口比无开衩款更可见；与g0187同色直裙接近但结构不完全相同。
g0194	skirt	side_pleat_a_skirt	unknown	unknown	midi	a_line	flat_waist_single_side_pleat	plain	low	matte_soft_woven	ice_blue	iced,loop,melt	unknown	ai_candidate	冰蓝A形中裙在单侧有深褶，另一面平整，裙摆展开但非全幅百褶；清楚斜侧节奏支持利落与柔和之间的表达。
g0195	skirt	pleated_mini_skirt	unknown	unknown	mini	a_line	flat_waist_wide_pleats	plain	low	matte_woven	navy	heir,melt,loop	unknown	ai_candidate	藏蓝短百褶裙腰头平整，宽褶向外展开，长宽比明显短于g0189中裙；学院式短比例是真差异，而非仅颜色变体。
g0196	skirt	side_pleat_mini_skirt	unknown	unknown	mini	a_line	belt_loops_side_inverted_pleat	plain	low	matte_tailoring	taupe	heir,loop,melt	unknown	ai_candidate	灰褐短A裙带腰袢，单侧倒褶而前身大片平整；有明确短裙比例，近于同色短裹裙但门襟褶位不同。
g0197	skirt	gathered_tiered_skirt	unknown	unknown	midi	a_line	flat_waist_three_gathered_tiers	plain	medium	soft_woven	ivory	flou,melt,ease	unknown	ai_candidate	暖奶白三段抽褶中裙，下两段层层放量而非规则硬褶；柔软浪漫体积明显，不能与同白直裙按颜色等同。
g0198	skirt	gored_a_skirt	unknown	unknown	midi	a_line	flat_waist_vertical_panels	plain	low	matte_woven	taupe	ease,heir,wabi	unknown	ai_candidate	深灰棕多片A裙以竖缝渐放裙摆，布面微皱但没有破坏拼布；自然感来自垂感与表面，不等于高强度做旧款。
g0199	skirt	asymmetric_seam_pencil_skirt	unknown	unknown	midi	straight	flat_waist_diagonal_seam_side_front_slit	plain	low	matte_soft_woven	blue_gray	iced,mute,loop	unknown	ai_candidate	蓝灰窄中裙有斜向拼缝和偏侧开衩，腰头平整、轮廓直；比普通直裙多结构细节，仍是克制而非戏剧款。
g0200	skirt	bias_flared_skirt	unknown	unknown	midi	soft_flare	flat_waist_diagonal_seams	plain	low	soft_satin_look	steel_blue	flou,iced,melt	unknown	ai_candidate	中蓝斜拼裙自髋部贴落到裙脚柔软外展，微光和斜缝共同形成流动感；不同于硬挺百褶，成分不可凭光泽确认。
g0201	skirt	pleated_mini_skirt	unknown	unknown	mini	a_line	flat_waist_regular_pleats	plain	low	matte_tailoring	charcoal	heir,loop,melt	unknown	ai_candidate	炭灰短百褶裙，规则褶量从腰头展开，长度和形状与藏蓝短百褶接近；应作为颜色家族候选，而非独立风格发明。
g0202	skirt	plain_a_mini_skirt	unknown	unknown	mini	a_line	flat_waist_darts_panel_seams	plain	low	matte_tailoring	taupe	loop,heir,mute	unknown	ai_candidate	灰米短A裙前身平整，仅有省道和两侧拼线，没有明显裹片或褶；短比例与低装饰是主要证据。
g0203	skirt	asymmetric_tiered_skirt	unknown	unknown	midi	a_line	diagonal_overlap_tiers	plain	medium	soft_wrinkled_woven	taupe	wabi,flou,ease	unknown	ai_candidate	灰棕裙由斜落层片和不等长下摆构成，表面自然皱感；比整齐水平层裙更不规则，但未见大面积磨损破洞。
g0204	skirt	gored_a_skirt	unknown	unknown	midi	a_line	flat_waist_vertical_panels	plain	low	matte_woven	sage	ease,wabi,loop	unknown	ai_candidate	浅鼠尾草色多片A裙，竖向拼线、松弛展开的摆量与g0198接近；低彩绿色是配色差异，不足称全新结构。
g0205	skirt	pleated_waist_pencil_skirt	unknown	unknown	midi	straight	flat_waist_shallow_front_pleats	plain	low	matte_woven	ice_blue	iced,mute,loop	walking_slit_unknown	ai_candidate	浅冰蓝直中裙腰下有浅褶、裙身窄直，前面未见开衩；背面活动结构未知，不把静物图外推为已验证步幅。
g0206	skirt	bias_flared_skirt	unknown	unknown	midi	soft_flare	flat_waist_soft_flared_hem	plain	low	fluid_woven	charcoal	flou,mute,ease	unknown	ai_candidate	炭灰裙上段贴落、下摆柔软渐展，低光泽无图案；主特征是流动量，不能仅凭深色高判锐利NOIR。
g0207	skirt	pleated_midi_skirt	unknown	unknown	midi	a_line	flat_waist_regular_pleats	plain	low	matte_tailoring	charcoal	heir,loop,mute	unknown	ai_candidate	炭灰中长百褶裙从平腰下落形成规则A摆，比g0201短裙更长；与藏蓝中长百褶属于强近似候选。
g0208	skirt	box_pleat_mini_skirt	unknown	unknown	mini	a_line	flat_waist_broad_front_panel_side_pleats	plain	low	matte_tailoring	gray	heir,loop,melt	unknown	ai_candidate	灰色短箱褶裙前中面较宽、两侧褶成组展开，和满幅等宽褶有微小结构差别；总体学院短A形仍近似。
g0209	skirt	gathered_tiered_skirt	unknown	unknown	midi	a_line	flat_waist_three_gathered_tiers	plain	medium	soft_woven	soft_white	flou,melt,ease	unknown	ai_candidate	冷白三段抽褶中裙与g0197的水平层次、摆量接近；白色冷暖不同不足构成明显款式丰富度。
g0210	skirt	wrap_a_skirt	unknown	unknown	midi	a_line	side_button_overlapping_panel	plain	low	matte_woven	ice_blue	iced,loop,melt	wrap_coverage_unverified	ai_candidate	冰蓝裹A中裙单侧扣固定，斜向叠片落至裙摆，边缘清楚；活动时裹片覆盖未知，不能据静物保证不走光。
g0211	skirt	wrap_straight_skirt	unknown	unknown	midi	straight	side_buckle_overlapping_panel	plain	low	matte_tailoring	navy	mute,heir,loop	wrap_coverage_unverified	ai_candidate	藏蓝直裹中裙用侧小扣带固定，前片斜线细微、裙身窄长；与A形裹裙裤量不同，动态覆盖待真人确认。
g0212	skirt	wrap_a_skirt	unknown	unknown	midi	a_line	side_button_overlapping_panel	plain	low	matte_woven	oatmeal	heir,ease,loop	wrap_coverage_unverified	ai_candidate	浅燕麦裹A中裙有单侧扣和斜叠片，与g0210蓝色版主要差在色调；同款家族候选，不单独计为新廓形。
g0213	skirt	pleated_wrap_mini_skirt	unknown	unknown	mini	a_line	side_button_regular_pleats	plain	low	matte_woven	ivory	heir,melt,loop	wrap_coverage_unverified	ai_candidate	奶白短百褶裙腰头偏侧扣，规则褶和短摆构成学院比例；比普通短百褶增加侧扣，但大轮廓仍应近似去重。
g0214	skirt	wrap_a_mini_skirt	unknown	unknown	mini	a_line	flat_waist_diagonal_overlap	plain	low	matte_tailoring	taupe	loop,heir,mute	wrap_coverage_unverified	ai_candidate	灰褐短裹A裙以明显斜前片为结构，腰头无大装饰；与灰褐单褶短裙相近却不是同一门襟，不强行判完全相同。
g0215	skirt	asymmetric_ruffle_skirt	unknown	unknown	midi	a_line	side_tie_three_diagonal_tiers	plain	medium	light_fluid_woven	ice_blue	flou,iced,melt	unknown	ai_candidate	冰蓝斜层荷叶中裙，单侧系带、三层不同角度摆片形成连续流动线；明显区别于单片A裙，也不是仅配色的ICED证据。
g0216	skirt	fly_front_a_skirt	unknown	unknown	midi	a_line	belt_loops_button_fly_center_seam	plain	low	matte_cotton_look	ice_blue	loop,iced,heir	unknown	ai_candidate	浅蓝A中裙带腰袢、纽扣门襟和前中线，休闲裙装结构清楚；与奶白同结构A裙应成近似候选，非全新风格款。
g0217	dress	belted_wrap_shirt_dress	point_collar	long_straight	midi	a_line	button_front_tie_waist_diagonal_skirt_panel	plain	low	matte_woven	charcoal	mute,loop,heir	unknown	ai_candidate	炭灰长袖衬衫裙有尖领、系带腰和斜向裙片，裙摆轻展；深色仅为辅，领口和纵扣形成主要清晰结构。
g0218	dress	belted_puff_sleeve_shirt_dress	point_collar	three_quarter_puff	midi	a_line	button_front_buckle_belt	plain	low	matte_woven	blue_gray	heir,melt,iced	unknown	ai_candidate	蓝灰衬衫裙配扣式腰带和七分鼓袖，收腰A摆比直筒款更柔和；与普通蓝衬衫裙相近但袖量有真实差异。
g0219	dress	belted_straight_shirt_dress	point_collar	long_straight	midi	straight	button_front_tie_belt	plain	low	matte_woven	brown	ease,heir,loop	unknown	ai_candidate	棕色长袖系腰衬衫裙裙身偏直、扣门襟贯穿，装饰少；自然暖色和长直比例并不自动等于WABI。
g0220	dress	tiered_shirt_dress	point_collar	long_straight	midi	a_line	button_front_tie_waist_layered_hem	plain	medium	light_woven	ivory	flou,ease,heir	unknown	ai_candidate	乳白衬衫裙有细系腰、弧形上裙片及下方叠层，轻量长袖；比单层衬衫裙流动感更强，明确记录层摆。
g0221	dress	sleeveless_short_shirt_dress	point_collar	sleeveless	mini	a_line	button_front_waist_seam	plain	low	matte_woven	ice_blue	loop,heir,iced	unknown	ai_candidate	冰蓝无袖尖领短衬衫裙，腰节切线与小A摆清楚，纽扣纵向贯穿；袖空与短摆提供区别于长袖中裙的真实比例。
g0222	dress	belted_straight_shirt_dress	point_collar	long_straight	midi	straight	button_front_tie_belt_curved_hem	plain	low	matte_woven	charcoal	mute,loop,heir	unknown	ai_candidate	炭灰系腰长袖衬衫裙前片平直、下摆圆弧，区别g0217的斜裹片；低装饰但与同类直衬衫裙强近似。
g0223	dress	ruched_slip_dress	soft_square	thin_straps	midi	fitted	asymmetric_waist_ruche	plain	low	soft_satin_look	charcoal	iced,flou,noir	unknown	ai_candidate	炭灰细肩带直中裙在单侧腰部收褶，斜向皱褶形成贴身线条；微光和曲线不同于尖锐强肩，NOIR只部分支持。
g0224	dress	puff_sleeve_button_dress	v_neck	short_puff	knee	a_line	button_front_waist_seam	plain	low	matte_woven	ice_blue	melt,heir,iced	unknown	ai_candidate	浅蓝V领短鼓袖裙腰节明确、A摆及扣门襟清楚；温柔感来自袖量和收腰短比例，不只是蓝色。
g0225	dress	crew_short_sleeve_straight_dress	crew	short_straight	midi	lightly_fitted	waist_seam_plain_skirt	plain	low	matte_woven	taupe	mute,loop,ease	unknown	ai_candidate	灰褐圆领短袖直中裙腰部轻收、裙摆不过分展开，布面无图案；是低表达复用款，不应高赋实验人格。
g0226	dress	asymmetric_tiered_slip_dress	u_neck	thin_straps	maxi	flowing_a	floating_bodice_diagonal_skirt_tiers	plain	medium	light_fluid_woven	ice_blue	flou,iced,melt	unknown	ai_candidate	冰蓝吊带长裙胸部有覆片，下裙多层斜落至脚踝感长度，轻薄流动线明确；不能将场合裙当一般直筒基础款。
g0227	dress	strapped_straight_dress	square	wide_straps	midi	fitted	waist_seam_princess_lines	plain	low	matte_woven	navy	heir,mute,loop	unknown	ai_candidate	藏蓝宽肩带方领中裙腰节和竖向公主线清楚，裙身窄直；区别细肩带褶皱裙，经典低装饰证据明确。
g0228	dress	belted_shirt_dress	point_collar	long_straight	midi	straight	button_front_tie_belt_curved_hem	plain	low	matte_woven	oatmeal	ease,heir,loop	unknown	ai_candidate	燕麦长袖衬衫裙有细系腰、纵扣及圆摆，和炭灰g0222轮廓接近；换色可满足偏好但不等于新款式家族。
g0229	dress	bias_slip_dress	cowl	thin_straps	maxi	soft_flare	bias_drape_flared_hem	plain	low	soft_satin_look	ivory	flou,ease,melt	unknown	ai_candidate	乳白细肩带长裙领口轻垂，腰髋顺贴、脚口柔软放量，表面微光；无厚实层次，不能仅靠鞋包宣称冬季适配。
g0230	dress	short_sleeve_flared_dress	crew	short_straight	midi	a_line	waist_darts_full_skirt	plain	low	matte_woven	taupe	heir,melt,ease	unknown	ai_candidate	灰棕圆领短袖裙收腰明显，下裙较宽A形而非g0225直裙；这是真实裙摆差异，可提供经典柔和比例。
g0231	dress	short_sleeve_pencil_dress	crew	short_straight	midi	straight	waist_darts_small_front_slit	plain	low	matte_woven	pale_pink	mute,heir,melt	unknown	ai_candidate	灰粉圆领短袖窄中裙在底部有小开衩，腰部省道低调；与其他直短袖裙近似，粉色自身不应成为高强度MELT依据。
g0232	dress	tiered_sleeveless_dress	crew	sleeveless	midi	a_line	gathered_waist_three_tiers	plain	medium	light_woven	ice_blue	flou,melt,ease	unknown	ai_candidate	浅蓝无袖圆领裙腰部抽褶，下摆三段水平扩量；相较斜层吊带裙，覆盖和层次方向都有真实差别。
g0233	dress	strapped_a_mini_dress	square	thin_straps	mini	a_line	waist_seam_bodice_panels_pleats	plain	low	matte_woven	taupe	melt,heir,loop	unknown	ai_candidate	灰褐细肩带短A裙胸身分片、腰节及前裙褶清楚，形成上收下放短比例；不能与长直吊带裙按同品类合并。
g0234	dress	belted_shirt_a_dress	point_collar	long_straight	midi	a_line	button_front_tie_belt	plain	low	matte_woven	ice_blue	heir,iced,loop	unknown	ai_candidate	冰蓝长袖尖领衬衫裙配细系带、扣襟和适度A摆；与g0218鼓袖版近似但袖身更直，属于细分差别。
g0235	dress	bias_slip_dress	u_neck	thin_straps	maxi	soft_flare	bias_drape_flared_hem	plain	low	soft_satin_look	brown	flou,ease,film	unknown	ai_candidate	棕灰细肩带长裙腰髋轻贴、下摆微喇，斜垂微光与g0229很接近；主要是色调与领口微差，不算全新轮廓。
g0236	dress	split_neck_flared_dress	split_crew	short_straight	midi	a_line	waist_darts_full_skirt	plain	low	matte_woven	ivory	heir,melt,ease	unknown	ai_candidate	奶白短袖裙领口有小V开口，收腰至大A裙摆，经典简洁；比圆领同型多领口差别，但总体比例近似。
g0237	dress	sleeveless_straight_dress	crew	sleeveless	midi	straight	plain_panels_subtle_waist	plain	low	matte_woven	taupe	mute,loop,ease	unknown	ai_candidate	浅灰褐高圆领无袖直中裙，腰线不夸张、无明显外露装饰；适合低表达复用，不能仅凭自然色高判WABI。
g0238	dress	asymmetric_tiered_slip_dress	u_neck	thin_straps	maxi	flowing_a	diagonal_skirt_tiers	plain	medium	fluid_woven	charcoal	flou,void,noir	unknown	ai_candidate	炭灰吊带长裙用斜叠片形成错落裙摆，轻量流动明显；暗色加不对称可支持VOID，而非强肩式NOIR。
g0239	dress	denim_a_mini_dress	square	thin_straps	mini	a_line	asymmetric_panel_seams_waist_seam	plain	low	denim_look	charcoal_navy	loop,edge,melt	unknown	ai_candidate	深蓝灰细肩带短A裙有斜拼缝和明确腰线，布面偏丹宁；短比例与斜缝有轻酷感，未见夸张铆钉或破坏装饰。
g0240	dress	sleeveless_straight_shirt_dress	point_collar	sleeveless	midi	straight	button_front_shaping_seams	plain	low	matte_woven	ice_blue	iced,loop,heir	unknown	ai_candidate	浅冰蓝无袖尖领直中裙，纵扣贯穿且腰身轻收，长度和直摆明显区别g0221短A裙；是真实衣长和轮廓变化。
