token	status	structure	silhouette	main_visual_slots	layering	color_relation	main_colors	formality	wearability	expression	seasons	scenes	persona_scores	persona_evidence	conflicts	evidence
o0961	ai_candidate	pants	ivory_plain_tee_ivory_wide_pants	top,bottom	1	tonal_ivory	ivory	casual	everyday	easy	summer	daily	{"ease":0.8,"mute":0.63,"jade":0.21}	素圆领短袖与宽裤是基础休闲，水墨包不是主服装中式结构证据	unknown	奶白素短袖和同色宽裤、水墨直筒托特及奶白乐福鞋；下装与前面多套完全相同，不能用同裤配不同包填充款式容量。
o0962	ai_candidate	pants	ink_frog_closure_flare_sleeve_top_ivory_pants	top	1	ivory_ink_black	ivory,black	statement	everyday_with_statement	typical	spring,autumn	social,creative	{"jade":0.88,"flou":0.43,"heir":0.39}	黑滚边斜襟盘扣、墨竹红果和宽纱袖为主衣提供具体中式证据，素裤控制下身	unknown	原图衣身为实体奶白，黑色薄纱主要在宽袖；水墨托特呼应上装，素乐福鞋和奶白宽裤收住焦点。非仅因系列名判JADE，也不把透明袖误作胸腹缺覆盖。
o0963	ai_candidate	pants	ivory_bamboo_tassel_shirt_ivory_wide_pants	top	1	ivory_ink_accent	ivory	polished	everyday_with_statement	explore	spring,autumn	daily,social	{"jade":0.65,"ease":0.6,"melt":0.49}	普通翻领上有墨竹、红花与小流苏，是中式装饰探索而非盘扣结构	unknown	奶白竹枝衬衫、同色宽裤、黑白绿软包和奶白细带后空鞋；与同主衣换乐福鞋版本只改变配件，不能新增下装或主衣家族。
o0964	ai_candidate	pants	ivory_plain_shirt_ivory_pants_slingbacks	top,bottom	1	tonal_ivory	ivory	polished	everyday	easy	spring,autumn	daily,commute	{"ease":0.75,"mute":0.68,"jade":0.27,"heir":0.5}	普通尖领素衫与宽裤缺少中式主衣标志，黑白绿包不能替代结构证据	unknown	奶白普通衬衫、奶白宽裤、黑白绿软包及奶白细带后空鞋；主衣与o0957相同，换鞋不等于新轮廓。
o0965	ai_candidate	pants	ivory_gathered_sleeveless_top_ivory_pants_green_bag	top,bottom	1	tonal_ivory	ivory	polished	everyday	easy	summer	daily,commute	{"ease":0.76,"mute":0.65,"jade":0.29,"melt":0.42}	无袖小圆领与轻聚褶为通用柔和基础，不因绿包推高主衣人格或偏好色命中	unknown	奶白无袖衫和同色宽裤、灰绿结构包、黑白结饰乐福鞋；配色主要在奶白服装，包的绿色不能等权算成整套绿色。
o0966	ai_candidate	pants	ivory_plain_tee_ivory_pants_green_bag	top,bottom	1	tonal_ivory	ivory	casual	everyday	easy	summer	daily	{"ease":0.79,"mute":0.62,"jade":0.22}	普通圆领短袖和宽裤是低装饰日常，配饰上的东方装饰不改变主服装	unknown	奶白短袖、奶白宽裤、灰绿结构包和黑白结饰乐福鞋；与其他素短袖同裤版本视觉变化有限，保留证据但不虚构新品类。
o0967	ai_candidate	pants	ivory_plain_shirt_ivory_pants_ink_tote	top,bottom	1	tonal_ivory	ivory	polished	everyday	easy	spring,autumn	daily,commute	{"ease":0.74,"mute":0.67,"jade":0.28,"heir":0.49}	普通尖领素衬衫和整洁宽裤是基础，水墨包为辅助主题而非中式版型	unknown	奶白素衬衫、同色宽裤、水墨直筒托特与黑白乐福鞋；前10父配方共用同裤的限制不因更换包型失效。
o0968	ai_candidate	pants	ivory_sleeveless_gathered_top_ivory_pants_ink_tote	top,bottom	1	tonal_ivory	ivory	polished	everyday	easy	summer	daily,commute	{"ease":0.76,"mute":0.63,"jade":0.3,"melt":0.42}	无袖聚褶衫是柔和基本款，水墨包只是小面积图案呼应	unknown	奶白无袖小圆领衫、奶白宽裤、水墨托特和黑白乐福鞋；不能将系列内反复出现的配饰主题视为主衣的独立人格证据。
o0969	ai_candidate	pants	ivory_stand_collar_blouse_ivory_pants_loafers	top,bottom	1	tonal_ivory	ivory	polished	everyday	easy	spring,autumn	daily,commute	{"ease":0.72,"mute":0.64,"jade":0.42,"heir":0.44}	小立领与纵向宽裤提供温和克制，缺少斜襟或盘扣等更明确结构	unknown	奶白素立领衫、奶白宽裤、黑白绿软包和素奶白乐福鞋；与o0960同主衣只是包鞋变化，不作为新主结构。
o0970	ai_candidate	pants	ink_frog_closure_flare_sleeve_top_ivory_pants_soft_bag	top	1	ivory_ink_black	ivory,black	statement	everyday_with_statement	typical	spring,autumn	social,creative	{"jade":0.88,"flou":0.43,"heir":0.39}	斜襟黑盘扣、墨竹与扇形宽纱袖是主衣证据，换软包未改变人格核心	unknown	奶白黑滚边盘扣衫、奶白宽裤、黑白绿软包和素奶白乐福鞋；与o0962同上装和下装，仅包变化，仍共享主单品及主配方视觉近似。
