token	status	structure	silhouette	main_visual_slots	layering	color_relation	main_colors	formality	wearability	expression	seasons	scenes	persona_scores	persona_evidence	conflicts	evidence
o0385	ai_candidate	pants	plain_tank_soft_wide_trousers	bottom	1	black_charcoal	black,charcoal	casual	everyday	easy	summer	daily,travel	{"mute":0.77,"ease":0.72,"loop":0.65,"noir":0.28}	窄素背心与柔宽裤是低装饰松弛比例，缺少强肩尖线，不能只因黑色归NOIR	unknown	黑圆领窄背心、炭灰褶腰宽裤，藏蓝素桶包和灰白运动鞋。主衣安静、鞋包也简单，可作共享夏日日常。
o0386	ai_candidate	pants	short_boxy_tee_plain_wide_jeans	top,bottom	1	charcoal_washed_blue	charcoal,washed_blue	casual	everyday_with_statement	explore	spring,autumn	daily,social	{"loop":0.69,"mute":0.55,"edge":0.38,"noir":0.23}	素短T和直宽牛仔主导通用轮廓，甜酷装饰集中包，不能让配件替代主人格证据	unknown	炭灰短袖箱形上衣、蓝素宽牛仔，黑粉洗蓝层包和灰素尖踝靴。局部探索可留，主体不等于强NOIR。
o0387	ai_candidate	pants	pink_black_corset_plain_panel_wide_pants	top	1	black_pale_pink	black,pale_pink	dressy	occasion_with_statement	typical	spring,summer	social,creative	{"edge":0.84,"noir":0.47,"oops":0.43}	粉黑束胸与长宽黑裤上短下长，甜酷主要集中上身，裤大面留白	unknown	粉黑细带短束胸配黑侧裹片宽裤，黑粉洗蓝小层包和黑厚底玛丽珍。保留社交创意，短束胸露肤不当普通通勤。
o0388	ai_candidate	pants	sheer_sleeve_corset_tapered_cargo_pants	top	1	black_washed_blue_pale_pink	black,washed_blue,pale_pink	dressy	occasion_with_statement	typical	spring,autumn	social,creative	{"edge":0.86,"noir":0.48,"oops":0.45}	大纱袖短束胸与克制锥裤形成上繁下简，实体胸片可见，不能把透肩等同缺少遮盖	unknown	原图黑粉喇叭纱袖上衣胸前有洗蓝实体束胸，黑侧片工装锥裤、黑酒红长横包与厚底玛丽珍。袖体积为主焦点，未叠外套，不虚报叠袖冲突。
o0389	ai_candidate	pants	light_botanical_shirt_dark_wide_cargo	bottom	1	ivory_blue_black	ivory,black	casual	everyday_with_statement	explore	spring,autumn	social	{"noir":0.58,"edge":0.55,"loop":0.52,"jade":0.35}	柔浅叶纹衬衫缓和黑锐侧片宽裤与尖靴，强结构主要在下身而非全套深黑	unknown	乳白蓝灰叶纹长衬衫、黑酒红侧片工装宽裤，黑素肩包和尖头长靴。不是同色模板；灰蓝纹只占衬衫局部，主色为白黑。
o0390	ai_candidate	pants	plain_cowl_top_plain_wide_trousers	top,bottom	1	navy_black	navy,black	casual	everyday_with_statement	explore	spring,autumn	daily,social	{"mute":0.69,"ease":0.64,"loop":0.60,"noir":0.27,"neon":0.12}	素柔堆领和素宽裤是克制流动，拼色运动鞋仅局部探索，不能当NEON整套证据	unknown	藏蓝长袖堆领衫、黑素宽裤，黑素信使包与黑粉拼面运动鞋。主服装无强肩或锐角，不因深色称NOIR典型。
o0391	ai_candidate	pants	sharp_crop_top_lace_denim_wide_cargo	bottom,top	1	black_washed_blue_pale_pink	black,washed_blue,pale_pink	dressy	occasion_with_statement	typical	spring,autumn	social,creative	{"edge":0.84,"noir":0.65,"oops":0.51}	短窄强肩上衣与长宽甜酷工装裤有体积对照，上身低彩较大整面，素鞋包让复杂度可控	unknown	原图黑尖肩拼皮短长袖、洗蓝黑粉纱多袋宽裤，藏蓝素桶包和黑平玛丽珍。表达鲜明不当日常易穿；不同于再叠强结构外套的多层过载。
o0392	ai_candidate	skirt	sharp_waisted_shirt_plain_straight_midi	top	1	black_charcoal	black,charcoal	dressy	everyday_with_statement	typical	spring,autumn	social,commute	{"noir":0.82,"edge":0.52,"mute":0.35}	尖肩收腰长尖摆上衣是核心，素直裙收住整体量，强结构非单靠黑色	unknown	黑尖肩合腰长衬衫、炭灰直中裙，黑酒红硬横包和尖头高筒靴。以有表达的通勤/社交候选记录，不保证任何具体职场着装规则。
o0393	ai_candidate	skirt	plain_dark_shirt_plain_a_midi	top,skirt	1	charcoal_black	charcoal,black	casual	everyday_with_statement	explore	spring,autumn	daily,social	{"mute":0.69,"loop":0.65,"ease":0.54,"noir":0.26,"neon":0.13}	素翻领与素A裙为通用克制主衣，鞋部拼色不升级整套NEON或尖锐NOIR	unknown	炭灰素长衬衫、黑素中长A裙，黑弧肩包和黑粉拼接运动鞋。相比同衬衫裤装有结构变化，同上衣曝光仍共计。
o0394	ai_candidate	skirt	fitted_mockneck_plain_pleated_short_skirt	skirt	1	blue_gray_charcoal	blue_gray,charcoal	casual	everyday	easy	spring,autumn	daily,social	{"heir":0.67,"loop":0.66,"mute":0.56,"noir":0.18}	素贴身半高领加短褶裙为经典上窄下A，黑色配件不构成强肩长线NOIR	unknown	蓝灰合体长袖针织、炭灰短百褶裙，黑素信使包和黑圆头平玛丽珍。短裙轻比例区别中长裙，不只是标题替换。
