token	category	subcategory	neckline	sleeve	length	volume	construction	pattern	decoration	material_appearance	main_colors	visual_personas	usage_limits	status	evidence
g0529	bag	plain_curved_shoulder_hobo	unknown	unknown	unknown	rounded_rectangle	curved_opening_adjustable_strap_curved_corner_panels	plain	low	grained_leather_look	black	mute,loop,ease	capacity_unknown	ai_candidate	黑色单肩软包、弧口和角部拼缝，细肩带可见扣件。装饰极少，可作安静配件；与g0513虽包高有别，仍属近邻黑基础包。
g0530	hat	ribbon_cloche	unknown	unknown	short_brim	rounded_crown	flared_brim_wrap_band_side_sheer_bow	plain	medium	felt_sheer_ribbon_look	ice_blue,lilac	iced,flou	head_fit_unknown	ai_candidate	冰蓝圆冠小钟形帽，微喇叭帽檐、浅紫半透明宽带结和小垂珠。清冷轻透与弧形帽体结合，真实头围未知。
g0531	hat	classic_beret	unknown	unknown	no_brim	soft_flat_crown	central_stem_leather_band	plain	low	felt_leather_look	navy,brown	heir,film,loop	head_fit_unknown	ai_candidate	藏蓝软贝雷帽带棕色平窄围边与中央短柄。经典学院轮廓清楚，和奶油同型不算新增帽类。
g0532	hat	plain_two_tone_baseball_cap	unknown	unknown	curved_brim	rounded_panel_crown	panel_seams_top_button_eyelets	colorblock	low	canvas_look	ivory,tan	ease,loop	head_fit_unknown	ai_candidate	米白拼瓣帽冠、棕短弯帽檐与顶扣，无明显图案文字。是安静休闲基础，不因配色自然直接等同WABI结构。
g0533	hat	soft_flower_cloche	unknown	unknown	short_brim	rounded_crown	soft_panel_crown_wrapped_band_flower_applique	colorblock	medium	fleece_knit_look	ivory,pale_pink	melt	thermal_unknown;head_fit_unknown	ai_candidate	奶油绒感钟形帽配粉色绕带与粉白软瓣花、短檐。圆软材质和花瓣支持MELT，保暖程度不可由图保证。
g0534	hat	wrapped_patch_slouch_beanie	unknown	unknown	no_brim	slouchy_crown	ribbed_cuff_raw_wrap_layers	tonal_patchwork	medium	knit_coarse_woven_look	taupe,olive,brown	wabi,void	thermal_unknown;head_fit_unknown	ai_candidate	灰褐针织垂帽冠、罗纹口外叠橄榄棕毛边裹片。自然包裹不规则结构是证据，真实戴法牢固度未知。
g0535	hat	floral_sheer_draped_sunhat	unknown	unknown	wide_brim	soft_crown	wavy_brim_long_side_ribbons_flower_cluster	floral	 high	chiffon_lace_look	pale_pink,sage,ivory	flou,melt	sun_protection_unknown;head_fit_unknown	ai_candidate	奶油粉绿花纱波浪宽檐帽、侧花与长垂纱带，多层边缘。轻流动花饰明确，不把宽檐视为已验证防晒。
g0536	hat	bright_sport_panel_beret	unknown	unknown	no_brim	rounded_flat_crown	gloss_panel_mesh_insert_side_drawcord	colorblock	 high	nylon_mesh_look	cobalt,orange,lime,hot_pink	neon,oops	head_fit_unknown	ai_candidate	蓝色亮面帽体叠橙网片、荧绿粉斜块与抽绳，帽形偏贝雷无前檐。运动材料与色块同时出现，不是仅高彩。
g0537	hat	laceup_denim_leather_cap	unknown	unknown	curved_brim	panel_crown	front_lacing_buckle_brim_side_sheer_bow	patchwork	 high	leather_denim_tulle_look	black,washed_blue,pale_pink	edge,oops	head_fit_unknown	ai_candidate	黑拼瓣棒球帽外有洗蓝毛边，粉色系带和大纱结、檐上小扣。硬软甜酷细节强，搭配不宜和同款鞋包全部重复。
g0538	hat	ornate_feather_boater	unknown	unknown	wide_flat_brim	flat_crown	velvet_bow_rosettes_feathers_long_ribbons	floral_trim	 high	woven_velvet_feather_look	ivory,burgundy,gold	bolt,heir	occasion_only;head_fit_unknown	ai_candidate	奶油平冠宽平檐帽配酒红大结、花团、长羽毛和珠垂带。礼仪戏剧饰物，应限定场合而非日常首屏常规帽。
