token	status	structure	silhouette	main_visual_slots	layering	color_relation	main_colors	formality	wearability	expression	seasons	scenes	persona_scores	persona_evidence	conflicts	evidence
o0337	ai_candidate	skirt	ink_shirt_full_layered_long_skirt	skirt,top	1	ivory_charcoal_red_accents	ivory,charcoal	dressy	occasion_with_statement	typical	spring,autumn	social,creative	{"jade":0.86,"flou":0.63,"bolt":0.35}	墨枝主衣和黑白纵片长裙形成完整东方表达，花墨同源但不算易穿素基础	unknown	乳白墨枝长衬衫配黑白花墨多层长A裙，黑白曲片包和墨纹低跟乐福。主裙体积较大，限定社交创意，推荐组需与同衬衫版本去重。
o0338	ai_candidate	skirt	boxy_short_tee_plain_bias_midi	top,skirt	1	ivory_with_sage_accessory	ivory	casual	everyday	easy	summer	daily,social	{"ease":0.76,"loop":0.65,"mute":0.60,"jade":0.20}	素箱形短T和斜褶直裙是日常轻简，墨纹只在鞋不能等同主衣JADE	unknown	乳白口袋短T配奶油侧褶直中裙，灰绿托特和黑白墨纹乐福。相比同T宽裤有结构变化，仍是共享基础而非东方典型。
o0339	ai_candidate	skirt	plain_shirt_natural_a_midi	top,skirt	1	ivory_sage	ivory,sage	casual	everyday	easy	spring,autumn	daily,commute	{"ease":0.78,"loop":0.70,"heir":0.58,"jade":0.27}	素翻领上衣与浅绿A裙简洁自然，墨枝包只是小面积装饰，主衣无特异交叠	unknown	乳白素衬衫配浅灰绿大A中裙，墨枝托特和奶油乐福。主服装以绿白为主，不能让包的黑红替代颜色占比判断。
o0340	ai_candidate	skirt	plain_sleeveless_top_ink_wrap_long_skirt	skirt	1	ivory_charcoal	ivory,charcoal	dressy	everyday_with_statement	typical	spring,summer	social	{"jade":0.76,"flou":0.70,"ease":0.45}	素上衣压住墨枝裹层长裙，主要表达集中下身，东方纵片与留白均在主衣	unknown	乳白无袖褶领衫、黑白墨枝侧裹长A裙，灰绿托特和米白低跟后绊鞋。单个主裙加安静上衣合理，非所有花墨上下都必须成套。
o0341	ai_candidate	skirt	stand_collar_blouse_plain_bias_midi	top,skirt	1	ivory_with_sage_trim	ivory	casual	everyday	easy	spring,autumn	daily,social	{"jade":0.63,"ease":0.68,"loop":0.61,"flou":0.59}	立领侧扣偏襟和细绿边是含蓄东方结构，素柔裙不抢焦点，不能只寻找大墨纹	unknown	奶油立领侧扣柔衫配同色侧褶中裙，灰绿托特和奶油乐福。与o0331同上衣换裙提供结构变化，但主衣家族仍共计。
o0342	ai_candidate	skirt	ink_wrap_sleeveless_top_plain_a_midi	top	1	ivory_charcoal_sage	ivory,charcoal,sage	dressy	everyday_with_statement	typical	spring,summer	social	{"jade":0.83,"flou":0.61,"ease":0.43}	交领侧系与墨花主上衣配素A裙，主要花纹集中上方，是清楚的东方证据	unknown	原图黑白墨花无袖交领上衣有实体内片、侧系绳与重叠短摆，配浅绿素A中裙、墨枝包和墨叶低跟鞋。大裙面留白缓和重复墨花配件。
o0343	needs_review	skirt	ink_flared_sleeve_top_ink_wrap_long_skirt	top,skirt	1	ivory_charcoal_red	ivory,charcoal	dressy	statement_not_daily	explore	spring,autumn	social,creative	{"jade":0.87,"flou":0.64,"bolt":0.44}	主衣墨花盘扣和上下波垂都明确，但喇叭袖、长裹层裙、墨纹包鞋同时强调，需复核主次	multiple_focal_competition	原图盘扣喇叭纱袖合腰上衣、黑白墨枝裹层长裙，墨枝托特及墨叶鞋。配色虽统一仍有多处纹样与垂带竞争，建议素包或素上衣重组，不把适配高分当无冲突。
o0344	ai_candidate	skirt	ink_wrap_top_plain_bias_midi	top	1	ivory_charcoal_with_sage_bag	ivory,charcoal	dressy	everyday_with_statement	typical	spring,summer	social	{"jade":0.78,"flou":0.67,"ease":0.47}	单件交领墨花上衣配素斜褶裙，花与素主次比双墨纹版本清楚	unknown	黑白墨花无袖交领衫配奶油侧褶直中裙，灰绿托特和米白后绊鞋。保留上衣结构，素鞋包未人为增加另一焦点。
o0345	ai_candidate	pants	plain_trench_short_tee_wrap_panel_wide_pants	bottom	2	ivory_sage	ivory,sage	casual	everyday_with_statement	typical	spring,autumn	daily,social	{"jade":0.67,"loop":0.65,"ease":0.62}	素风衣短T中和侧裹长片宽裤，东方证据来自裤装腰系与裹层而非包鞋	unknown	原图奶油素系腰风衣、白短T和浅绿奶油侧裹宽裤，中心可见分腿，不是半裙；配墨枝包及墨叶鞋。长外套需开襟显裤结构，未承诺实际穿着长度。
o0346	ai_candidate	pants	plain_short_blazer_sleeveless_top_ink_wide_pants	bottom	2	ivory_charcoal	ivory,charcoal	casual	everyday_with_statement	typical	spring,autumn	daily,social	{"jade":0.73,"loop":0.71,"heir":0.50}	素短外套和内搭让墨枝侧片宽裤成为主视觉，纵向细节能表达JADE而不堆全套纹样	unknown	原图奶油短翻领夹克、素褶领无袖衫、奶油黑墨纹侧宽裤，红腰带细垂；灰绿托特和奶油乐福。下装有明确分腿，不因远看直长而误作裙。
o0347	ai_candidate	pants	ink_long_coat_plain_shirt_wide_pants	outer	2	ivory_charcoal_red	ivory,charcoal	dressy	occasion_with_statement	typical	spring,autumn	social,creative	{"jade":0.84,"flou":0.55,"loop":0.46}	墨枝系腰长外套是唯一主衣花纹，素衬衫直宽裤压住复杂度，结构明确但场合感较强	unknown	黑乳白墨纹长外套、素白长衬衫和奶油宽裤，墨枝包、米白后绊鞋。长外套是人格锚点，不因内搭素净降低为仅通用基础。
