token	status	structure	silhouette	main_visual_slots	layering	color_relation	main_colors	formality	wearability	expression	seasons	scenes	persona_scores	persona_evidence	conflicts	evidence
o1153	ai_candidate	skirt	blue_tank_blue_flared_midi	bottom	1	tonal_blue	blue	casual	everyday	easy	summer	daily,social	{"ease":0.77,"iced":0.64,"flou":0.53,"oops":0.12}	素背心配蓝色顺滑微喇裙，曲线柔和而非主动失衡	unknown	蓝窄肩背心、平滑中长微喇裙、蓝半月包及蓝乐福鞋；与o1152只改主上衣，主裙和鞋包完全延续，不是新增裙型家族。
o1154	ai_candidate	skirt	plain_blue_bandcollar_shirt_blue_a_midi	bottom	1	tonal_blue	blue	polished	everyday	explore	spring,autumn	daily,commute	{"ease":0.66,"iced":0.63,"loop":0.54,"oops":0.27}	小立领长衫与有腰褶A裙仍整洁，解构手袋只提供局部趣味	unknown	浅蓝小立领衬衫、蓝灰中长A裙、灰丹宁荧绿拼包和灰褐后空低跟；包色不能当作用户主服装命中色，裙型比o1153更有腰部展开。
o1155	ai_candidate	skirt	neon_balloon_short_sleeve_top_blue_a_midi	top	1	blue_orange_lime_pink	blue,orange,lime,pink	statement	everyday_with_statement	typical	spring,summer	creative,social	{"neon":0.84,"oops":0.64,"edge":0.35}	高彩蓬短袖为主、素A裙压住下半身，表达更近鲜亮运动拼色	unknown	蓝橙荧绿粉大袖短上衣、蓝灰普通中长裙、拼接包与素后空低跟；上强下简有主次，但与同款上衣配裤装共用核心，不算全新主单品。
o1156	needs_review	skirt	neon_asymmetric_tank_patch_flared_skirt	top,bottom	1	blue_pink_lime_charcoal_denim	blue,pink,lime,charcoal,denim_blue	statement	statement_not_daily	experimental	spring,summer	creative	{"oops":0.83,"neon":0.7,"edge":0.62}	短不对称彩背心与花纱格纹丹宁裙都以拼片为主题，但三个区域细节密度偏高	multiple_focal_competition	原图上衣前身蓝绿实体覆盖、网面在局部；裙有灰丹宁主体与格纹花纱侧片，配同类解构包及尖头后空鞋。不是因有纱就判裸露，主要需简化相邻单品。
o1157	needs_review	skirt	asymmetric_patch_corset_tank_neon_ruffle_skirt	top,bottom	1	charcoal_denim_blue_lime_orange_pink	charcoal,denim_blue,blue,lime,orange,pink	statement	statement_not_daily	experimental	spring,summer	creative	{"oops":0.82,"neon":0.7,"edge":0.63}	灰丹宁蕾丝束腰上衣与彩色荷叶裙的语汇不同，配件又把两者各自放大	paired_heel_balance_unverified,multiple_focal_competition	原图确认为g0080异跟靴，需先处理成对平衡；上衣不对称肩带、亮面彩裙和荧彩包也缺清楚主次。高人格表达不等于可发布试穿候选。
o1158	needs_review	pants	patch_blazer_white_shirt_patch_wide_pants	outer,bottom	2	charcoal_pink_denim_ivory	charcoal,pink,denim_blue,ivory	statement	statement_not_daily	experimental	spring,autumn	creative	{"oops":0.84,"edge":0.72}	外套与裤都以粉蕾丝丹宁西装片冲突混搭，白内衫只解决内层简洁	multiple_focal_competition	原图独立白长袖衬衫在拼接西装内，裤有两条实体腿及粉白覆片，包鞋继续拼接；未见必须判紧袖的证据，但多焦点应先降密度后复核。
o1159	ai_candidate	pants	plain_short_jacket_tee_asymmetric_neon_cargo	bottom	2	charcoal_pale_blue_neon	charcoal,pale_blue,blue,orange,pink,lime	statement	statement_not_daily	experimental	spring,autumn	creative,social	{"oops":0.82,"neon":0.78,"edge":0.41}	一侧露腿与另一侧整腿、错位工装体积承担解构，素短外套和T恤建立主次	unknown	原图裤左侧上段有开口、下段蓬量大，右腿直长，不是普通对称束口裤；灰短夹克、蓝T、彩包、蓝玛丽珍。局部露腿是可见设计，不虚构所有天气适用。
o1160	ai_candidate	pants	ivory_short_jacket_blue_tee_plain_ivory_pants	top,bottom	2	ivory_pale_blue	ivory,pale_blue	casual	everyday	explore	spring,autumn	daily,travel	{"ease":0.78,"loop":0.59,"oops":0.23,"neon":0.3}	素短外套、短T和直裤可复用，鲜亮只在手袋提供有限探索	unknown	奶白翻领短夹克、浅蓝合体T、米白长裤、彩色拼包和蓝乐福鞋；上衣与裤均无错位结构，不把包的橙粉荧绿算作主服装偏好命中。
o1161	suggested_exclude	pants	patch_long_trench_neon_balloon_top_patch_pants	outer,top,bottom	2	taupe_denim_neon_charcoal_pink	taupe,denim_blue,blue,lime,orange,charcoal,pink	statement	statement_not_daily	experimental	spring,autumn	creative	{"oops":0.85,"neon":0.62,"edge":0.6}	长风衣、彩大袖短上衣、复杂拼裤和异形靴四处强调不同层次，素包不足以平衡	multiple_focal_overload,outer_inner_volume_unverified,paired_heel_balance_unverified	再次看原图确认历史排除：外套收袖口与内层大袖叠穿容量未知，下装蕾丝银粉抽片密集，g0080双靴成对平衡仍待核实。退出默认验证，保留历史资产，不伪称实穿失败。
o1162	ai_candidate	pants	plain_long_coat_asymmetric_corset_top_ivory_pants	top	2	pale_blue_charcoal_ivory	pale_blue,charcoal,ivory	statement	statement_not_daily	experimental	spring,autumn	creative,social	{"oops":0.73,"edge":0.64,"loop":0.44}	素长外套与普通浅裤框住异袖束腰内衫，主结构集中内层而非处处抢眼	unknown	原图浅蓝无领长外套为落肩宽袖，与花褶蕾丝长袖内衫不能直接判必然挤压；配米白锥裤、素白包和彩厚底玛丽珍。实际袖容未知，不继承o1161冲突。
