token	status	structure	silhouette	main_visual_slots	layering	color_relation	main_colors	formality	wearability	expression	seasons	scenes	persona_scores	persona_evidence	conflicts	evidence
o0193	ai_candidate	skirt	loose_shirt_pleated_short_a_skirt	top,skirt	1	ice_blue_ivory_taupe	ice_blue,ivory	casual	everyday	easy	spring,autumn	daily,commute,travel	{"loop":0.79,"heir":0.74,"iced":0.70,"melt":0.57}	LOOP：简洁可复用衬衫与规整短褶裙；HEIR：学院比例；低彩蓝色本身不构成全部ICED依据	unknown	浅蓝翻领长袖宽衬衫、乳白短百褶裙，配同蓝邮差包和素灰棕尖头短靴。上松下A结构明确，配件无额外主视觉。
o0194	needs_review	skirt	fitted_sheer_bell_top_ornate_short_a_skirt	top,skirt	1	pale_pink_ivory_burgundy	pale_pink,ivory,burgundy	dressy	occasion_with_statement	explore	spring,autumn	social,creative	{"bolt":0.70,"flou":0.58,"melt":0.45,"heir":0.34}	礼仪式裙包鞋构成BOLT表达，但上衣轻薄花边与厚重宝石裙的视觉重量待协调	opaque_inner_unverified,multiple_focal_competition	原图见浅粉薄喇叭袖贴身罩衫，未见不透内搭；下为奶油酒红粗花呢多层短裙，包鞋均有酒红蝴蝶结宝石。先补内层，再削减一处繁复装饰，不按同色直接放行。
o0195	needs_review	skirt	corset_peplum_top_long_asymmetric_lace_skirt	top,skirt	1	ivory_burgundy_pink_sage	ivory,burgundy,pale_pink,sage	dressy	occasion_with_statement	explore	spring,autumn	social,creative	{"bolt":0.72,"flou":0.62,"melt":0.47,"heir":0.35}	束腰厚装饰是BOLT，长片薄纱是FLOU；两种重心均强，不能用花卉共同点替代整体主次	multiple_focal_competition	原图为酒红垂褶肩奶油刺绣束腰上装，粉绿层纱系带长裙，透明蓝包及花饰后绊高跟。色彩并非硬冲突，但厚硬束腰与多层软裙都很繁复，建议简化裙或上装再审。
o0196	ai_candidate	skirt	rounded_puff_cardigan_flowing_layered_long_skirt	skirt,top	1	ivory_pink_sage_ice_blue	ivory,pale_pink,sage	dressy	occasion_with_statement	typical	spring,autumn	social,creative	{"melt":0.81,"flou":0.75,"heir":0.45}	圆领鼓袖和奶油短比例支持MELT，长片纱裙支持FLOU，主体低彩且上装相对素净	unknown	奶油娃娃领短鼓袖开衫配粉绿不规则长层纱裙，冰蓝软包、浅花饰短靴。装饰重心以下摆为主，属柔软社交表达，非通勤基础款。
o0197	needs_review	pants	sheer_flared_cover_puff_peplum_top_straight_pants	outer,top	2	ivory_pink_sage_ice_blue	ivory,ice_blue,pale_pink	casual	everyday_with_statement	typical	spring,autumn	social	{"melt":0.76,"flou":0.66,"loop":0.40}	奶油圆弧与轻花边有软风格依据，但内外都鼓袖和裙摆，平铺不证明穿上后可容纳	outer_inner_volume_unverified	粉绿轻薄花边罩衫内配奶油鼓袖荷叶摆针织上衣，下配蓝直裤，粉包和灰棕长靴。已有实体内层不同于o0201，但两层袖身及双摆的体积需确认。
o0198	needs_review	pants	ornate_short_jacket_ruched_tank_plain_wide_pants	outer,top	2	ivory_burgundy_ice_blue	ivory,ice_blue,burgundy	dressy	occasion_with_statement	explore	spring,autumn	social,creative	{"bolt":0.67,"heir":0.53,"iced":0.48,"loop":0.35}	礼仪短外套与贴身褶背心、休闲运动鞋混用，尚未形成明确日常或正式重心	occasion_cohesion_unverified	奶油酒红刺绣短外套叠冰蓝收褶背心，乳白宽裤、粉色软包和白运动鞋。裤装能降装饰密度，但短外套礼仪感突出，需要试配更安静外套或更统一的配件语言。
o0199	needs_review	pants	short_collared_jacket_puff_knit_soft_wide_pants	outer,top	2	navy_ivory_pale_pink	navy,ivory,pale_pink	casual	everyday_with_statement	typical	spring,autumn	daily,social	{"melt":0.70,"loop":0.61,"heir":0.60}	短外套与宽裤比例可行，粉奶油圆弧偏MELT，但针织鼓袖能否进入较直外套袖未确认	outer_inner_volume_unverified	藏蓝短翻领外套内是奶油粉领片鼓袖针织，配粉宽腿软裤、乳白翻盖包和长靴。颜色温和，复核问题是实际袖量，不是人格色板。
o0200	needs_review	pants	ornate_cape_coat_puff_corset_tapered_pants	outer,top	2	ivory_burgundy_pale_pink	ivory,burgundy	dressy	occasion_with_statement	explore	autumn,winter	social,creative	{"bolt":0.85,"heir":0.49,"melt":0.38}	整体奶油酒红礼仪语汇连续，BOLT强表达成立；不应冒充日常HEIR，内层双鼓袖与罩外套还需验证	outer_inner_volume_unverified,multiple_focal_competition	原图确认毛边刺绣披肩式外套、双段巨鼓袖束腰、侧金饰锥裤和宝石玛丽珍，粉绿纱包另添软语言。建议少一处装饰并检查罩袖空间；冬季仅视觉倾向不承诺保暖。
o0201	suggested_exclude	pants	bomber_sheer_open_cover_layered_lace_jeans	outer,bottom	2	ivory_pink_sage_denim	ivory,pale_pink,sage,denim_blue	casual	statement_not_daily	explore	spring,autumn	creative	{"flou":0.64,"oops":0.55,"melt":0.44,"loop":0.22}	花纱裤与罩衫有FLOU线索，但外套不能替代开口透视内层，礼仪酒红鞋又另设焦点	missing_opaque_inner,multiple_focal_overload	原图为白拉链夹克加深V系带透明罩衫，未提供实体打底；下装实际是双腿牛仔外缀大量粉绿纱，不是半裙。酒红宝石细跟又增加一组语言，先补内搭并减装饰后重组。
o0202	needs_review	pants	short_cardigan_sheer_puff_blouse_straight_pants	outer,top	2	pale_pink_sage_ice_blue	pale_pink,ice_blue	casual	everyday_with_statement	typical	spring,autumn	social	{"melt":0.73,"flou":0.65,"loop":0.43}	粉色短开衫与直裤可复用，但透视鼓袖内衫的遮盖和入袖未明确	opaque_inner_unverified,outer_inner_volume_unverified	短粉V领开衫叠粉绿花边鼓袖衬衫，蓝直裤、粉软包和花纱长靴。开衫开门襟不能自动解决薄衬衫胸前透视，需实体内搭及袖量核对。
