token	category	subcategory	neckline	sleeve	length	volume	construction	pattern	decoration	material_appearance	main_colors	visual_personas	usage_limits	status	evidence
g0241	dress	side_ruched_straight_dress	crew	sleeveless	midi	fitted	asymmetric_waist_ruche	plain	low	soft_woven	taupe	iced,mute,flou	unknown	ai_candidate	灰褐圆领无袖直中裙，单侧腰部斜收褶明确，柔软贴落而非硬挺西装裙；与普通直裙相比有腰部结构变化。
g0242	dress	sleeveless_shaped_dress	crew	sleeveless	midi	lightly_fitted	princess_seams_soft_a_hem	plain	low	matte_woven	ice_blue	iced,loop,mute	unknown	ai_candidate	冰蓝无袖圆领裙有纵向收省，腰身轻合、下摆微展，几乎无装饰；与深蓝同型长裙需按领型和腰量控制近似。
g0243	dress	sleeveless_straight_dress	crew	sleeveless	midi	straight	shaping_seams_plain_hem	plain	low	matte_woven	navy	mute,heir,loop	unknown	ai_candidate	藏蓝无袖圆领中裙，身片偏直、腰线轻微，未见夸张剪裁；与灰褐基础直裙主要差在色调，不宜据此高判NOIR。
g0244	shoes	pointed_slingbacks	unknown	unknown	low_heel	unknown	pointed_toe_thin_backstrap	plain	low	smooth_leather_look	taupe	heir,iced,mute	walking_comfort_unknown	ai_candidate	灰褐尖头后绊鞋，低细跟和细后带形成轻盈线条，鞋面无装饰；实走舒适度未知，与其他后绊鞋应区分鞋头及跟型。
g0245	shoes	low_heel_knee_boots	unknown	unknown	knee	unknown	round_toe_ankle_buckle_low_block_heel	plain	low	smooth_leather_look	taupe	heir,loop,ease	shaft_fit_unknown	ai_candidate	灰褐及膝长靴有踝部细扣带、圆头及低粗跟，经典而非尖锐舞台感；靴筒围和实际适脚性不能从图确认。
g0246	shoes	penny_loafers	unknown	unknown	flat	unknown	almond_toe_apron_seam_penny_band	plain	low	smooth_leather_look	taupe	heir,loop,mute	walking_comfort_unknown	ai_candidate	灰褐杏仁头乐福，围条车线和一字鞋面横带明确，低平底；与同型其他色乐福为近似候选，不是新鞋型。
g0247	shoes	pointed_block_heel_boots	unknown	unknown	ankle	unknown	pointed_toe_side_zip_block_heel	plain	low	smooth_leather_look	taupe	iced,loop,heir	walking_comfort_unknown	ai_candidate	灰褐尖头踝靴有侧拉链和中粗跟，靴面干净、脚尖明显收长；区别圆头低跟靴，但多套复用仍需鞋型重复控制。
g0248	shoes	mary_jane_flats	unknown	unknown	flat	unknown	round_toe_single_buckle_strap	plain	low	smooth_leather_look	steel_blue	melt,heir,iced	walking_comfort_unknown	ai_candidate	蓝色圆头单横带玛丽珍平鞋，细金属扣及黑底，学院与柔和语汇明显；冷色只是配色，不是ICED独占款。
g0249	shoes	sport_sole_loafers	unknown	unknown	platform	unknown	penny_band_chunky_segmented_sole_pulltab	plain	low	leather_mesh_look	white	loop,ease,iced	walking_comfort_unknown	ai_candidate	白色乐福鞋面配厚分段运动底和后提环，混合通勤与运动结构；不能与薄底白乐福当成同款，也不能仅白色便算新廓形。
g0250	shoes	square_toe_loafers	unknown	unknown	flat	unknown	square_toe_apron_seam_penny_band	plain	low	smooth_leather_look	taupe	heir,loop,mute	walking_comfort_unknown	ai_candidate	灰褐方头乐福从顶视图看脚尖较平，细围条和横带低调；与杏仁头乐福有鞋头差异，但整类视觉仍高度相近。
g0251	shoes	loafer_vamp_knee_boots	unknown	unknown	knee	unknown	apron_toe_penny_band_low_block_heel	plain	low	smooth_leather_look	dark_brown	heir,loop,film	shaft_fit_unknown	ai_candidate	深棕及膝靴前脚有乐福式横带和围条，细长直筒配低跟；复古学院细节明确，区别普通光面圆头长靴。
g0252	shoes	penny_loafers	unknown	unknown	flat	unknown	almond_toe_apron_seam_penny_band	plain	low	smooth_leather_look	ivory	heir,loop,ease	walking_comfort_unknown	ai_candidate	乳白杏仁头乐福搭深棕低底，鞋面横带和围条简洁；与灰褐同型可供换色，但不当成鞋型丰富度新增。
g0253	shoes	round_block_heel_boots	unknown	unknown	ankle	unknown	round_toe_side_zip_block_heel	plain	low	smooth_leather_look	taupe	heir,ease,loop	walking_comfort_unknown	ai_candidate	灰褐圆头踝靴、侧拉链和中粗跟清楚，脚尖比g0247圆润；颜色相同但跟靴轮廓的差异应保留。
g0254	shoes	mary_jane_flats	unknown	unknown	flat	unknown	round_toe_single_buckle_strap	plain	low	smooth_leather_look	black	heir,melt,loop	walking_comfort_unknown	ai_candidate	黑色圆头单横带玛丽珍平鞋，细扣低装饰，与蓝色g0248形状接近；黑色本身不构成NOIR结构证据。
g0255	shoes	mesh_panel_trainers	unknown	unknown	low	unknown	lace_up_mesh_panels_cushion_sole	panel_colorblock	low	mesh_suede_look	gray,blue_gray,off_white	loop,ease	walking_comfort_unknown	ai_candidate	灰蓝网布拼片系带运动鞋，有浅灰缓震感鞋底、深灰包头，整体低彩；外观运动化不等于通过运动性能测试。
g0256	shoes	round_slingbacks	unknown	unknown	low_heel	unknown	round_toe_backstrap_block_heel	plain	low	smooth_leather_look	taupe	heir,ease,loop	walking_comfort_unknown	ai_candidate	灰褐圆头后绊鞋，后带带扣、低粗跟，鞋头和跟型均比尖头细跟版柔和；有实际细分但连续推荐仍可能近似。
g0257	shoes	low_heel_knee_boots	unknown	unknown	knee	unknown	round_toe_side_zip_low_block_heel	plain	low	smooth_leather_look	taupe	heir,loop,mute	shaft_fit_unknown	ai_candidate	灰褐圆头及膝靴有长侧拉链、低方跟，筒身无扣带；与同色扣带靴区别细节有限，需作近似候选。
g0258	shoes	square_toe_loafers	unknown	unknown	flat	unknown	square_toe_apron_seam_penny_band	plain	low	smooth_leather_look	ice_blue	iced,loop,heir	walking_comfort_unknown	ai_candidate	浅冰蓝方头乐福，平顶鞋尖、横带和围条车线与灰褐方头版接近；换色支持偏好但不算新增款式家族。
