token	status	structure	silhouette	main_visual_slots	layering	color_relation	main_colors	formality	wearability	expression	seasons	scenes	persona_scores	persona_evidence	conflicts	evidence
o0889	needs_review	skirt	float_flower_blouse_heavy_bow_panel_full_skirt	top,bottom	1	pastel_and_dark_accent	ivory,pink,green,burgundy	statement	statement_not_daily	experimental	spring,autumn	creative	{"bolt":0.65,"flou":0.59,"melt":0.55}	软散的花纱肩袖与厚织绒布大裙各自形成主轮廓，不能仅凭奶白底色宣称整套协调	multiple_focal_competition	原图上衣可见奶白胸腹覆层，不误用薄纱缺内搭标记；但长散袖和厚重双酒红褶片裙同时抢焦，包再重复蝴蝶结，建议简化其中一件主衣后复核。
o0890	ai_candidate	skirt	ornate_corset_puff_blouse_plain_ivory_a_skirt	top	1	ivory_dark_trim	ivory,burgundy,dark_green	statement	statement_not_daily	typical	spring,autumn	social,creative	{"bolt":0.78,"heir":0.58,"melt":0.5}	束腰、双段蓬袖及酒红领结提供戏剧证据，素A裙控制下半身焦点	unknown	奶白深绿拼腰酒红结饰上衣、奶白素A裙、素白翻盖包和酒红玛丽珍；与花瓣裤版本不同，裙面无额外层瓣，不以复杂上衣一概排除。
o0891	ai_candidate	skirt	blue_point_collar_shirt_ivory_a_skirt	top,bottom	1	blue_ivory	blue,ivory	polished	everyday	easy	spring,autumn	daily,commute	{"ease":0.76,"heir":0.65,"mute":0.53,"bolt":0.17}	普通尖领、素门襟和规整A裙支持可信赖日常，酒红鞋不构成主衣戏剧性	unknown	浅蓝单口袋衬衫、奶白素A裙、白色翻盖包和酒红玛丽珍；主衣无刺绣束腰或夸大肩袖，不能继承所在BOLT配方组的人格强度。
o0892	ai_candidate	skirt	blue_gathered_blouse_taupe_short_a_skirt	top,bottom	1	muted_blue_taupe	blue,taupe	polished	everyday_with_statement	explore	spring,autumn	daily,social	{"ease":0.69,"melt":0.45,"bolt":0.18}	领口柔褶和普通短A裙是柔和日常表达，花纱包只提供小范围探索	unknown	浅蓝小立领宽袖衬衫、灰褐短A裙、粉绿软褶包与灰褐普通长靴；长靴不是厚雪靴，不因短裙配靴自动认定季节冲突。
o0893	ai_candidate	skirt	double_puff_bow_short_top_plain_short_a_skirt	top	1	ivory_burgundy_taupe	ivory,burgundy,taupe	statement	statement_not_daily	typical	spring,autumn	social,creative	{"bolt":0.82,"melt":0.52,"heir":0.44}	两段大泡泡袖和肩领三处绒结集中在上衣，简洁短裙及素长靴收住下半身	unknown	原图确认奶白粗织短衣身、实体双鼓袖、酒红肩结；灰褐短A裙和长靴无同级装饰，粉绿软包不是第二个主衣轮廓；没有外套，不虚构袖量叠穿冲突。
o0894	ai_candidate	skirt	pink_fitted_knit_blue_straight_midi	top,bottom	1	muted_pink_blue	pink,blue	polished	everyday	easy	spring,autumn	daily,commute	{"ease":0.76,"mute":0.61,"melt":0.56,"bolt":0.12}	贴身圆领素针织和直长裙的简洁比例支持日常克制，浅粉不等于高装饰浪漫	unknown	粉色素长袖针织、蓝色直筒裹线中长裙、素粉肩包与灰褐踝靴；没有夸大袖量或装饰结构，不以包鞋替换创造新主衣家族。
o0895	needs_review	skirt	sheer_flower_puff_shirt_blue_straight_midi	top,bottom	1	pastel_pink_blue	pink,green,blue	polished	unknown	typical	spring,autumn	social	{"flou":0.76,"melt":0.59,"bolt":0.31}	翻领花纱衬衫的荷叶和垂坠偏流动浪漫，直裙不提供BOLT强结构证据	opaque_inner_unverified	原图薄花纱衣身及蓬袖可见透叠，未确认独立实体内层；关联g0359的覆盖疑点不因换成素蓝直裙、粉包与灰褐踝靴消失。
o0896	ai_candidate	skirt	navy_fitted_tank_blue_asymmetric_tiered_skirt	bottom	1	tonal_blue	navy,blue	polished	everyday_with_statement	explore	spring,summer	daily,social	{"flou":0.67,"melt":0.54,"ease":0.61,"bolt":0.27}	素背心与斜层摆长裙形成紧上松下，流动主要来自裙摆而非厚重戏剧结构	unknown	藏蓝素背心、蓝色侧腰抽系斜层长裙、粉绿软包和奶白酒红玛丽珍；配饰装饰较多但主衣焦点单一，不把所有装饰都计为主轮廓。
o0897	ai_candidate	skirt	fine_flower_point_collar_shirt_blue_tiered_skirt	bottom	1	muted_pink_blue	pink,blue	polished	everyday_with_statement	explore	spring,autumn	daily,social	{"flou":0.66,"melt":0.61,"ease":0.51,"bolt":0.27}	细花普通翻领衬衫配斜层裙是柔和流动，不是强束腰或立体戏剧造型	unknown	浅粉细花长袖衬衫、蓝斜层裙、粉绿软包及奶白酒红玛丽珍；此普通袖型衬衫不同于g0359的大荷叶薄纱款，不继承后者覆盖疑点。
o0898	ai_candidate	skirt	ornate_sculpted_corset_flowing_flower_wrap_skirt	top,bottom	1	ivory_burgundy_pastel	ivory,burgundy,pink,green	statement	statement_not_daily	experimental	spring,autumn	social,creative	{"bolt":0.78,"flou":0.6,"melt":0.61}	收束腰身与花纱裹摆形成硬软对照，绒布披肩式领部仍集中上身，不等于双大泡袖加复杂裤装	unknown	原图深绿侧腰是实体拼片，不写成镂空；花裙中部可见浅粉实体内片，鞋延续轻纱、包延续上衣粗织绒布。可作为明确创意实验候选，不进入默认日常。
