token	category	subcategory	neckline	sleeve	length	volume	construction	pattern	decoration	material_appearance	main_colors	visual_personas	usage_limits	status	evidence
g0001	outer	collarless_blazer	collarless_v	long	hip	straight	single_button_flap_pockets	solid	low	matte_woven	charcoal	mute,loop	unknown	ai_candidate	炭灰无领单扣西装，直肩线与窄 V 开口、平整袋盖构成克制纵线；不是靠黑色独自定义极简。
g0002	top	shirt	point_collar	long	regular	straight	button_placket	solid	low	woven	charcoal	mute,loop	unknown	ai_candidate	炭灰尖领长袖衬衫，后长弧形下摆、袖口和一排小扣清楚，适合作为低装饰叠穿内层。
g0003	bottom	trousers	unknown	unknown	long	wide	front_pleats	solid	low	woven	black	mute,heir,loop	unknown	ai_candidate	黑高腰前褶宽裤，两条宽直裤管和完整下摆清楚；和同色直裤需按宽度差异而非颜色判家族。
g0004	shoes	loafers	unknown	unknown	unknown	unknown	penny_strap	solid	low	smooth_leather_look	black	mute,heir,loop	unknown	ai_candidate	成双黑色乐福，圆杏鞋头、横袢与薄低跟，不含显眼扣饰，基础款特征明确。
g0005	bag	tote	unknown	unknown	unknown	structured	geometric_panel_pockets	solid	low	matte_leather_look	black	mute,loop	unknown	ai_candidate	黑双长柄托特，侧袋片和中缝带来几何结构，包口与手柄完整；容量感强于礼仪感。
g0006	top	fitted_knit	wide_scoop	long	regular	fitted	princess_seams_short_placket	solid	low	fine_knit	ice_blue	iced	unknown	ai_candidate	冰蓝大圆领贴身长袖针织，浅色纵向省线与短门襟强调纤长上身，无甜味堆饰。
g0007	skirt	ruched_wrap_skirt	unknown	unknown	maxi	narrow	gathered_side_wrap	solid	medium	satin_sheer_overlay	ice_blue	iced,flou	pair_with_simple_top	ai_candidate	冰蓝长裹裙侧腰密集抽褶、斜开口及薄透摆层清楚，下装本身已有强褶皱焦点。
g0008	top	sheer_shirt	point_collar	long	regular	fitted	button_placket	solid	low	sheer	ice_blue	iced,flou	opaque_inner_layer_required	ai_candidate	淡冰蓝透视长衬衫，袖身透明观感明确；需要不透明内层，不能仅因扣好门襟当作单穿上衣。
g0009	shoes	ankle_strap_pump	unknown	unknown	unknown	unknown	pointed_toe_stiletto	solid	medium	metallic_sheer	 silver	iced,flou	formal_or_social;single_shoe_view	ai_candidate	银色单只尖头细跟鞋，踝带与垂链、鞋面薄纱装饰清楚；单鞋侧视不是裁掉另一只。
g0010	bag	draped_shoulder_bag	unknown	unknown	unknown	soft	layered_drape_chain	solid	medium	sheer_satin	ice_blue,silver	iced,flou	avoid_multiple_draped_focal_items	ai_candidate	冰蓝小肩包主体多层垂褶并有银链坠饰，轻柔但装饰明显，不应作为完全中性基础包计数。
