token	status	structure	silhouette	main_visual_slots	layering	color_relation	main_colors	formality	wearability	expression	seasons	scenes	persona_scores	persona_evidence	conflicts	evidence
o1081	ai_candidate	dress	charcoal_shirtdress_curved_wrap_hem	dress	1	tonal_charcoal	charcoal	polished	everyday	easy	spring,autumn	daily,social	{"ease":0.68,"mute":0.64,"noir":0.42,"film":0.46}	普通翻领系腰裙加柔弧裹摆仍偏基础优雅，厚底T带鞋只辅助暗黑感	unknown	原图裙为扣门襟长袖、腰侧系带和下半连续弧形覆摆，不同于完全平直衬衫裙；黑邮差包、金属花饰与厚底T带鞋不能单独支持高NOIR。
o1082	ai_candidate	dress	black_corset_denim_pink_asymmetric_layered_dress	dress	1	black_denim_pink	black,blue,pink	statement	statement_not_daily	experimental	spring,summer	social,creative	{"edge":0.86,"oops":0.8,"noir":0.42}	束身皮革配不对称丹宁粉纱裙片是甜酷解构，而不是NOIR的窄长肃杀	unknown	原图胸腹皮革实体、腰臀丹宁覆片明确，长短不齐薄纱外摆；锐角黑包、同母题饰针及粉黑厚鞋呼应。动态裙摆覆盖仍未知，不用于易穿或轻探索配额。
o1083	ai_candidate	pants	loose_patch_shirt_plain_taupe_tapered_pants	top	1	taupe_olive_brown	taupe,olive,brown	casual	everyday_with_statement	typical	spring,autumn	daily,social	{"void":0.75,"wabi":0.77,"oops":0.45}	粗纹松衫与错位下摆表现松软未完成感，素锥裤给出安静的下身	unknown	原图上衣灰米为底、橄榄肩袖和口袋、棕色内摆，裤为普通灰米锥裤；棕蓝拼片软包与交叉布带闭头平鞋呼应，非露趾凉鞋，实际材质成分未知。
o1084	ai_candidate	pants	plain_taupe_tee_plain_taupe_tapered_pants	top,bottom	1	tonal_taupe	taupe	casual	everyday	easy	spring,summer	daily	{"ease":0.77,"mute":0.58,"wabi":0.39,"void":0.29}	素短袖与普通锥裤为日常基础，做旧包鞋不等同主衣错位层叠	unknown	灰褐素圆领短袖、灰米锥裤、棕蓝拼片包和交叉布带闭头鞋；同o1083主裤配件，移除错片衫后VOID证据明显下降，不能照搬目录人格。
o1085	ai_candidate	pants	asymmetric_olive_patch_shirt_plain_taupe_pants	top	1	taupe_olive_brown	taupe,olive,brown	casual	everyday_with_statement	typical	spring,autumn	daily,social	{"void":0.75,"wabi":0.76,"oops":0.49}	斜门襟错层软衫与基础裤形成单焦点，自然粗纹和有意随意感同时存在	unknown	原图灰米宽衫有橄榄胸袋、卷袖与斜垂棕绿下层，不同于o1083收口袖；灰褐普通裤、素灰褐桶包及拼布闭头平鞋，鞋型不误认运动鞋。
o1086	ai_candidate	pants	ivory_sleeveless_collar_shirt_plain_taupe_pants	top,bottom	1	ivory_taupe	ivory,taupe	casual	everyday	easy	summer	daily	{"ease":0.77,"mute":0.59,"wabi":0.41,"void":0.26}	普通无袖翻领与素裤是暖中性色基础，拼布鞋是局部趣味	unknown	奶白无袖扣门襟上衫、灰褐普通锥裤、素灰褐桶包和拼布闭头平鞋；主衣无破片层次，不以同为土色直接判强VOID或WABI。
o1087	ai_candidate	pants	plain_ivory_shirt_washed_patch_wide_pants	bottom	1	ivory_charcoal_brown_blue	ivory,charcoal,brown,blue	statement	everyday_with_statement	typical	spring,autumn	social,creative	{"void":0.82,"oops":0.66,"wabi":0.47}	普通奶白衬衫衬托做旧宽裤的松垂覆片，主焦点清楚	unknown	奶白普通翻领衬衫、灰棕暗蓝系绳宽覆片裤、素灰软肩包和做旧拼片厚运动鞋；两条裤腿清楚，不把挂片误作长裙，裤长实际穿着未知。
o1088	needs_review	pants	tattered_layer_shirt_washed_patch_wide_pants	top,bottom	1	charcoal_brown_blue	charcoal,brown,blue	statement	statement_not_daily	experimental	spring,autumn	creative	{"void":0.77,"oops":0.78,"wabi":0.47}	多重衣领门襟袖层与大幅裤侧碎片同时制造未完成感，主次不足	multiple_focal_competition	原图上衣多层毛边门襟与叠袖、裤侧多幅长片及绳饰，深浅灰棕暗蓝同色不解决焦点竞争；素灰包和拼片厚鞋不能化简主衣，保留复核。
o1089	ai_candidate	pants	draped_tattered_top_plain_navy_wide_pants	top	1	charcoal_brown_navy	charcoal,brown,navy	statement	everyday_with_statement	typical	spring,autumn	social,creative	{"void":0.84,"oops":0.61,"flou":0.49}	松垂破片上衣配连续素宽裤，错位包裹感集中在上身	unknown	原图上衣破洞外片下有连续深蓝实体层；下装为带扣门襟的普通藏蓝宽裤，并非抽绳运动裤。素灰桶包及做旧拼片鞋呼应，面料成分与保暖未知。
o1090	ai_candidate	pants	plain_navy_pocket_sweatshirt_plain_wide_pants	top,bottom	1	tonal_navy	navy	casual	everyday	easy	spring,autumn	daily	{"ease":0.75,"mute":0.58,"void":0.47}	普通口袋卫衣配素宽裤有放松量感，但未见主衣错位破片	unknown	藏蓝圆领长袖口袋衫、同色普通宽裤、灰桶包与做旧拼片厚鞋；鞋细节不算新的主衣结构，与o1089同裤配件但人格表达较弱。
