token	status	structure	silhouette	main_visual_slots	layering	color_relation	main_colors	formality	wearability	expression	seasons	scenes	persona_scores	persona_evidence	conflicts	evidence
o0649	ai_candidate	pants	blue_split_band_collar_blouse_blue_wide_pants	top,bottom	1	blue	blue	polished	everyday_with_statement	explore	spring,autumn	daily,social	{"ease":0.72,"melt":0.59,"flou":0.46,"iced":0.42}	蓝素缺口小立领柔宽衬衫与蓝宽裤轻柔，花纱包不能替代主衣蓬浮结构	unknown	蓝色素褶领宽衬衫、蓝素宽裤、粉绿垂纱包和灰褐长靴。主服装没有多层纱片；主蓝偏好与配饰粉绿分开。
o0650	ai_candidate	pants	pastel_opaque_core_layer_blouse_wrapped_flare_pants	top,bottom	1	blush_sage_ivory	blush,sage,ivory	statement	statement_not_daily	experimental	spring,autumn	social,creative	{"flou":0.87,"melt":0.65,"bolt":0.44}	同色轻纱长斜片上下呼应形成完整主题造型，素鞋包保持小物安静；不作为默认易穿	unknown	原图上衣乳白胸腹覆层可见，实际为g0327并非g0567；下装有清楚裆部两腿、系巾腰和侧纱片，为g0423裤非裙，配白桶包和粉带鞋。实物防透与裤脚落位未知，主题可成立不等于真人验证。
o0651	ai_candidate	pants	ivory_blush_knit_pastel_wrapped_flare_pants	bottom,top	1	ivory_blush_sage	ivory,blush,sage	statement	statement_not_daily	explore	spring,autumn	social,creative	{"flou":0.81,"melt":0.65,"ease":0.48}	密实宽针织替代花纱上衣降低上身复杂度，主裤保留轻浮大层片	unknown	原图奶白浅粉横层针织、粉绿花纱腰巾阔腿裤、白桶包和粉带鞋。上衣不需套用g0032透明罩衫问题；裤量很大仍不判日常基础。
o0652	ai_candidate	pants	pale_fine_pattern_shirt_blush_balloon_pants	bottom,top	1	ivory_blush	ivory,blush	casual	everyday_with_statement	typical	spring,autumn	daily,social	{"flou":0.68,"ease":0.70,"melt":0.59}	素浅细纹衬衫与粉抽绳气球裤有柔软大裤量证据，而不是仅凭粉配件	unknown	浅白细纹翻领衬衫、浅粉收脚抽绳裤、粉绿小纱包与浅粉运动鞋。微纹精确题材未知，配方主裤为实体软量而非多层薄纱。
o0653	ai_candidate	pants	blush_plain_shirt_blush_balloon_pants	bottom,top	1	blush	blush	casual	everyday_with_statement	typical	spring,autumn	daily,social	{"flou":0.70,"ease":0.70,"melt":0.62}	粉宽衬衫与同色气球裤柔松主线一致，软量足以支持风格而非色名推断	unknown	浅粉普通衬衫、粉抽绳裤、粉绿纱包和粉运动鞋。与o0652共裤鞋包，上衣更同色但未增加主裤品类，不能连排制造假丰富。
o0654	ai_candidate	pants	ivory_fitted_mockneck_ivory_cropped_jeans	top,bottom	1	ivory	ivory	casual	everyday	easy	spring,autumn	daily,travel	{"loop":0.73,"mute":0.65,"ease":0.65,"melt":0.35}	素贴身小高领与奶白直牛仔是普通轻浅基础，粉包不提供柔甜主衣结构	unknown	乳白合体小高领、奶白九分直牛仔、粉素肩包和奶白运动鞋。整套主色暖白，不能把粉包算为主衣粉色强命中。
o0655	needs_review	pants	sheer_floral_vneck_cape_blouse_ivory_cropped_jeans	top,bottom	1	ivory_blush_sage	ivory,blush,sage	statement	statement_not_daily	typical	spring,autumn	social,creative	{"flou":0.81,"melt":0.58}	薄花纱宽V领荷叶片有软浮证据，但作为独立上衣缺少所需实体内搭	opaque_inner_unverified	原图g0032为透明前身系带宽袖罩衫，配方只有奶白直牛仔、粉包及白运动鞋，没有独立内搭。g0032单品记录已说明需要内层，不能将单品可复用等同当前整套可直接穿。
o0656	ai_candidate	pants	blush_fitted_crew_knit_ivory_soft_wide_pants	top,bottom	1	blush_ivory	blush,ivory	polished	everyday_with_statement	explore	spring,autumn	daily,social	{"melt":0.59,"ease":0.69,"loop":0.63,"flou":0.43}	合体柔粉针织与素奶白宽裤温和，纱包不能代替主衣大层量	unknown	浅粉合体长袖、奶白素宽裤、粉绿垂纱包和灰褐骑士靴。上紧下松有区别，主要是颜色和基础比例，不强认典型FLou。
o0657	ai_candidate	pants	pale_pink_fine_pattern_shirt_ivory_wide_pants	top,bottom	1	blush_ivory	blush,ivory	polished	everyday_with_statement	explore	spring,autumn	daily,social	{"ease":0.70,"loop":0.62,"melt":0.54,"flou":0.42}	低对比粉纹衬衫与素裤更偏轻柔基础，包的薄纱不代表主衣材质	unknown	粉细纹普通衬衫、奶白宽裤、粉绿垂纱包和灰褐长靴。细纹题材未知，与o0656共主裤鞋包，只换领袖和上衣松量。
o0658	needs_review	pants	sheer_pastel_blouse_tulle_panel_jeans_ruffle_boots	top,bottom	1	blush_sage_light_denim	blush,sage,light_denim	statement	statement_not_daily	experimental	spring,autumn	creative	{"flou":0.86,"melt":0.62,"oops":0.45}	上衣、裤侧长纱和靴同时叠花边，主题明显但主次需复核，上衣内层仍未确认	opaque_inner_unverified,multiple_focal_competition	原图确用g0567薄纱上衣；浅丹宁裤两腿实体清楚、侧花纱长片与靴纱带呼应，白素包留白。建议换实体素上衣并评估鞋裤重复层次，不能靠实体牛仔消除上身覆盖疑点。
