token	category	subcategory	neckline	sleeve	length	volume	construction	pattern	decoration	material_appearance	main_colors	visual_personas	usage_limits	status	evidence
g0433	skirt	plain_straight_midi_skirt	unknown	unknown	midi	straight	belt_loops_clean_waist_slant_pockets	plain	low	matte_suiting_look	charcoal	mute,loop,heir	walking_ease_unknown	ai_candidate	炭灰平整腰头和腰袢、两侧斜插袋，裙身直长且无装饰。安静H线适合基础复用，图中未见后开衩，不推断行走松量。
g0434	skirt	diagonal_ruched_satin_midi	unknown	unknown	midi	fitted_flare_hem	side_gathers_diagonal_overlay	plain	low	satin_sheer_hem_look	ice_blue	iced,flou	lining_unknown	ai_candidate	冰蓝缎感裙从腰侧斜褶向下裹身，底部轻薄微开。光泽与贴体斜线是特征，不将仅颜色相同的直裤或素A裙视为同结构。
g0435	skirt	belted_classic_pleated_midi	unknown	unknown	midi	a_line	regular_pleats_belt_buckle	plain	low	structured_woven_look	navy	heir,loop,mute	unknown	ai_candidate	藏蓝规则百褶中长裙配窄深色皮感带和小金扣，腰线规整。学院感与长褶比例明确，可与短褶裙区分长度，但属于相邻款式家族。
g0436	skirt	drawstring_tiered_short_skirt	unknown	unknown	short	full_a_line	belt_loops_waist_tie_single_gathered_tier	plain	low	textured_woven_look	beige	ease,melt,wabi	unknown	ai_candidate	米褐短A裙腰袢系带、下半段一道横向抽褶，自然细纹无印花。短圆量偏轻松，和硬挺规整学院百褶不同。
g0437	skirt	soft_lace_tiered_midi_skirt	unknown	unknown	midi	full_a_line	elastic_waist_pompom_tie_horizontal_tiers	lace_texture	medium	soft_woven_lace_look	ivory,pale_pink	melt,flou	lining_unknown	ai_candidate	奶油浅粉长横层裙有腰抽绳毛球、小荷叶边和蕾丝带，整体圆软。MELT装饰虽多但温和，主裙之外应搭素上衣。
g0438	skirt	natural_wrap_layered_midi_skirt	unknown	unknown	midi	full_a_line	elastic_tie_waist_overlap_raw_panels	tonal_patchwork	medium	coarse_wrinkled_woven_look	taupe,olive	wabi,void,ease	unknown	ai_candidate	灰褐橄榄中长裙以粗织皱感裹片和不齐毛边层摆构成，腰绳较长。自然表面与错位层次支持WABI，不是普通灰A裙。
g0439	skirt	floral_asymmetric_wrap_long_skirt	unknown	unknown	long	a_line	side_gathers_diagonal_overlay	floral	medium	chiffon_lace_satin_look	pale_pink,sage,ivory	flou,melt	wrap_coverage_unknown	ai_candidate	粉绿淡花长裙腰侧斜收褶，外透纱与内粉缎感片交叠，底部轻飘。上下不同透明程度可见，真实侧开遮盖仍未知。
g0440	skirt	bright_asymmetric_long_layered_skirt	unknown	unknown	long	asymmetric_a_line	denim_yoke_cargo_flap_drawstrings_ruffles	colorblock_patchwork	high	gloss_nylon_mesh_denim_look	blue,lime,orange,pink	neon,oops	creative_only	ai_candidate	蓝丹宁高腰长斜层裙有橙工装袋、绿网面及蓝粉层摆，左右长度不同。与g0424同高彩材料语言但长短差异显著，不能把颜色数量当全部区别。
g0441	skirt	buckle_lace_denim_short_pleated_skirt	unknown	unknown	short	a_line	belt_chain_grommets_lacing_pleats	contrast_patchwork	high	leather_denim_tulle_look	black,denim_blue,pink	edge,oops	occasion_only	ai_candidate	黑皮感腰带、丹宁短褶与粉黑纱下层组成短A，带扣链环和粉系绳密集。甜酷焦点明确，需避免上装同样多链纱。
g0442	skirt	ornate_layered_bow_short_skirt	unknown	unknown	short	full_a_line	belt_bow_jewel_buttons_layered_side_ruffles	contrast_panels	high	tweed_velvet_satin_look	ivory,burgundy	bolt,heir,melt	occasion_only	ai_candidate	奶油粗花呢感短裙外侧打开酒红绒感白缎层摆，前排宝石钮扣和腰蝴蝶结。礼仪体积与装饰明确，不同于普通HEIR基础短裙。
g0443	skirt	retro_mixed_tiered_long_skirt	unknown	unknown	long	full_a_line	tie_waist_unequal_tiers_side_pocket	patchwork	high	denim_corduroy_tweed_look	washed_blue,brown,olive,beige	film,wabi,void	creative_only;hem_clearance_unknown	ai_candidate	旧丹宁、棕灯芯绒感和褐绿粗织长片层层交错，腰细绳、有小侧袋。大层量比g0427平整拼片裙更强，不适合再搭多层同量外套。
g0444	skirt	ink_overlay_long_a_skirt	unknown	unknown	long	a_line	wide_waist_side_tie_sheer_overlay	ink_floral	medium	fluid_woven_sheer_look	ivory,charcoal,red	jade,flou	unknown	ai_candidate	乳白长A内裙配两侧炭灰透明长裹片，素中轴有红灰枝叶，下摆整齐开阔。墨枝、垂直留白与轻层次是JADE依据，不只是黑白色域。
