token	status	structure	silhouette	main_visual_slots	layering	color_relation	main_colors	formality	wearability	expression	seasons	scenes	persona_scores	persona_evidence	conflicts	evidence
o0457	needs_review	pants	mixed_blazer_plain_tee_patch_flared_pants	outer,bottom	2	charcoal_pink_denim_ice_blue	charcoal,pink,denim_blue,ice_blue	casual	statement_not_daily	explore	spring,autumn	creative	{"oops":0.86,"edge":0.67,"bolt":0.45}	素T确有缓冲，但大肩蕾丝拼西装与拼色喇叭裤仍双主件，鞋包也混材	multiple_focal_competition	原图灰粉不对称束腰西装叠浅蓝短T、灰粉丹宁蕾丝喇叭裤、混料信使包和尖头拼高跟。内搭非大泡袖，不机械记袖容积冲突；先简化裤或外套及配件。
o0458	ai_candidate	pants	plain_short_jacket_fitted_tee_colorblock_cargo	bottom	2	charcoal_ice_blue_cobalt_orange_lime	charcoal,ice_blue,cobalt,orange,lime	casual	occasion_with_statement	typical	spring,autumn	social,creative	{"neon":0.83,"oops":0.65,"edge":0.42}	灰素短夹克和合体T把重点留给彩色不对称工装裤，同色包呼应，素玛丽珍收住脚部	unknown	原图蓝橙粉绿左右不对称长裤，一侧有腿部开口；非全遮盖保暖款。外套与T均简单，和o0457双复杂主衣不同，保留创意候选不标日常基础。
o0459	ai_candidate	pants	plain_bomber_stand_collar_shirt_plain_trousers	outer,top,bottom	2	ivory_ice_blue_gray	ivory,ice_blue,gray	casual	everyday_with_statement	explore	spring,autumn	daily,commute	{"loop":0.73,"ease":0.65,"iced":0.55,"oops":0.23,"neon":0.28}	素夹克、素小立领衬衫和素直裤构成日常层次，只有高彩包，不足证明整套混材或高彩主衣	unknown	原图白短拉链夹克、浅蓝普通长袖立领衬衫、浅灰直裤、高彩包与浅蓝乐福。没有大泡袖，不能继承o0461的袖量疑点，也不能把包色算主衣偏好色。
o0460	suggested_exclude	pants	mixed_long_coat_asymmetric_corset_mixed_tapered_pants	outer,top,bottom	2	beige_charcoal_denim_rust_pink	beige,charcoal,denim_blue,rust,pink	casual	statement_not_daily	explore	spring,autumn	creative	{"oops":0.88,"edge":0.70,"bolt":0.53}	层片风衣、花袖束腰和斜拼裤都多材多层，素包无法消除三件主衣与复杂靴的竞争	multiple_focal_overload,outer_inner_volume_unverified	原图米驼丹宁蕾丝长风衣叠花纱丹宁不对称束腰，灰亮粉拼锥裤，灰素包和多带拼靴。还须核内外不对称袖量；建议拆为外套主导和裤主导两套，不直接上默认推荐。
o0461	needs_review	pants	plain_long_coat_colorblock_puff_top_plain_tapered_pants	top	2	ice_blue_cobalt_orange_lime_ivory	ice_blue,cobalt,orange,lime,ivory	casual	occasion_with_statement	typical	spring,autumn	social,creative	{"neon":0.76,"oops":0.52,"edge":0.32}	素蓝长外套与素裤让高彩泡袖成为核心，但普通直袖外套是否容纳大泡袖尚未确认	outer_inner_volume_unverified	原图浅蓝圆领长外套、蓝橙粉绿短泡袖上衣、米白锥裤、白素托特和彩色运动底玛丽珍。主次比多拼料组清楚，待核袖空间，不把配色一致等于能叠穿。
o0462	needs_review	pants	colorblock_long_coat_colorblock_puff_crop_plain_wide_pants	outer,top	2	cobalt_orange_lime_pink_ice_blue	cobalt,orange,lime,pink,ice_blue	casual	statement_not_daily	explore	spring,autumn	creative	{"neon":0.85,"oops":0.72,"bolt":0.62}	两件高彩大袖叠穿并不因同系列就自动成立；长外套和短内搭都有复杂束带与鼓量	outer_inner_volume_unverified,multiple_focal_competition	原图亮蓝橙粉绿束腰长外套与同彩高领短鼓袖上装叠穿，浅蓝素裤、蓝素包、棕素后空鞋。应先选择一个高彩上身核心，或明确宽袖层级，不由素鞋裤放行全部。
o0463	ai_candidate	dress	mixed_tailoring_corset_asymmetric_layered_gown	dress	1	charcoal_pink_denim	charcoal,pink,denim_blue	formal	statement_not_daily	typical	spring,summer	social,creative	{"oops":0.84,"bolt":0.66,"edge":0.58,"flou":0.37}	西装束腰、花纱和丹宁长裙在同一件上构成明确混材主视觉，蓝素玛丽珍让脚部安静	unknown	原图灰粉丹宁细肩带不齐长礼裙、混料手袋、小不对称耳饰及素蓝玛丽珍。保留主题场合候选，不当工作日裙；图像不能证明复杂长摆的真实活动便利性。
o0464	ai_candidate	dress	plain_sleeveless_long_shirtdress	dress	1	ice_blue	ice_blue	casual	everyday_with_statement	explore	spring,summer	daily,commute	{"loop":0.73,"iced":0.66,"ease":0.59,"oops":0.22}	长直素衬衫裙与素乐福利落，混料手袋只是局部差异，无成套解构证据	unknown	浅蓝翻领无袖排扣长裙、灰蓝荧绿拼袋、椭圆耳饰与浅蓝乐福。偏好主色是浅蓝，不因小配件亮色改判高彩主服装。
o0465	ai_candidate	dress	plain_puff_sleeve_waisted_shirtdress	dress	1	ice_blue	ice_blue	casual	everyday_with_statement	explore	spring,summer	daily,social	{"heir":0.62,"loop":0.61,"melt":0.56,"oops":0.29}	素泡袖收腰衬衫裙是柔和规则比例，拼靴只增强脚部表达，非主衣多材质错位	unknown	浅蓝V领排扣泡袖长裙、灰素手袋、小不对称耳饰与灰粉拼接高跟踝靴。裙子完整规整，不因配件复杂给高OOPS分；不承诺步行舒适。
o0466	ai_candidate	dress	plain_sleeveless_tiered_long_dress	dress	1	ice_blue	ice_blue	casual	everyday_with_statement	explore	spring,summer	daily,social	{"ease":0.70,"melt":0.63,"loop":0.54,"oops":0.20,"neon":0.25}	规则层次的素蓝长裙轻柔，彩鞋只是一个反差，不等同主裙混拼或高彩人格	unknown	浅蓝无袖松紧腰层裙、白素托特、椭圆耳饰和彩色厚底玛丽珍。规则层摆区别复杂不齐拼裙，单品家族不因换鞋而重建。
