token	category	subcategory	neckline	sleeve	length	volume	construction	pattern	decoration	material_appearance	main_colors	visual_personas	usage_limits	status	evidence
g0385	outer	collarless_tailored_jacket	deep_v	long_straight	hip	straight_tailored	two_buttons_flap_pockets	plain	low	matte_suiting_look	charcoal	mute,noir,loop	requires_inner_layer	ai_candidate	炭灰无领深V两粒扣外套，肩线规整、直长袖和低位翻盖袋，表面素净。MUTE安静裁剪明确，肩部有结构但不是戏剧强肩；不凭深色独判NOIR。
g0386	outer	lightweight_long_belted_trench	notch_lapel	long_flared_cuff	long	waisted_a_line	belt_wrist_straps_layered_flared_hem	plain	low	light_sheer_woven_look	ice_blue	iced,flou	requires_inner_layer;thermal_unknown	ai_candidate	浅蓝长翻领系带外套收腰、腕部束带、袖口微开，下摆层片轻飘且能见叠层。属于轻薄外搭，不把透明观感解释成冬季保暖风衣。
g0387	outer	contrast_trim_short_cardigan	round	long_straight	waist	regular	button_front_two_patch_pockets	contrast_border	medium	dense_knit_look	navy,ivory	heir,loop,mute	thermal_unknown	ai_candidate	藏蓝圆领开衫以奶油边框围领口门襟袖口及下摆，金色圆扣和两贴袋。规整短比例与学院细节明确，非依靠复杂图案表达。
g0388	outer	drawstring_waist_utility_jacket	point_collar	long_puff	hip	relaxed_waisted	waist_drawstring_zip_buttons_flap_pockets	plain	low	washed_woven_look	brown	ease,film,loop	thermal_unknown	ai_candidate	棕色翻领短夹克有腰抽绳、门襟钮扣拉链、斜盖袋和收袖口，外肩松。自然洗旧观感与舒适宽量支持EASE，实物耐候性未知。
g0389	outer	rounded_pocket_soft_coat	peter_pan	long_relaxed	thigh	cocoon	covered_buttons_round_flap_patch_pockets	contrast_border	medium	soft_pile_look	ivory,pale_pink	melt,ease	thermal_unknown	ai_candidate	奶油浅粉圆领宽短大衣有大圆扣、粉色圆袋和翻袖边，肩线下落、整体圆弧。柔软量感与圆形细节支持MELT，不能仅凭浅粉归类。
g0390	outer	asymmetric_patch_drape_jacket	asymmetric_lapel	long_puff	hip	oversized	uneven_panels_angled_closure_patch_pockets	patchwork	medium	coarse_wrinkled_woven_look	taupe,olive,brown	wabi,void,film	requires_inner_layer;layering_volume_needs_space	ai_candidate	灰褐橄榄拼料夹克有错位翻领、斜扣、不齐摆和侧鼓袖，局部纤维皱感明显。自然粗织与不规则量结合，不是所有灰褐单品都自动WABI。
g0391	outer	floral_lace_open_cover	open_front	long_flared	thigh	flowing	layered_pointed_hem_lace_panels	floral	medium	sheer_lace_chiffon_look	pale_pink,sage,ivory	flou,melt	requires_opaque_inner;thermal_unknown	ai_candidate	粉绿乳白花纹薄外搭前襟敞开、长喇叭袖和不规则片摆，边缘花蕾丝。可作为透明罩层资产，但必须配不透内搭，不作独立完整上衣。
g0392	outer	bright_patch_long_belted_coat	wide_lapel	long_giant_puff	long	waisted_a_line	belt_layered_asymmetric_panels_cuff_straps	colorblock_patchwork	high	gloss_nylon_denim_mesh_look	blue,orange,lime,pink	neon,oops	creative_only;layering_volume_needs_space	ai_candidate	高彩蓝橙粉绿长外套有巨大鼓袖、腰带和斜长片摆，亮膜与网面、丹宁观感拼接。明显创意强表达，单件成立不意味可和所有高彩主衣叠穿。
g0393	outer	denim_lace_trim_cropped_cardigan	v_neck	long_bell_cuff	cropped	fitted	buttons_patch_pockets_sleeve_buckles_lacing	contrast_patchwork	high	knit_denim_lace_look	black,denim_blue,dusty_pink	edge,oops	layering_volume_needs_space	ai_candidate	黑针织短V开衫配丹宁粉花边、口袋、上臂双带扣与下袖交叉绑带，喇叭袖口层边。黑硬带扣与粉软边支持甜酷，合体身与复杂袖要分开考虑。
g0394	outer	ornate_capelet_tailored_coat	stand_bow	long_puff	hip	waisted_a_line	capelet_panels_buttons_flared_peplum	floral_embroidery	high	tweed_velvet_look	ivory,burgundy	bolt,heir	occasion_only;layering_volume_needs_space	ai_candidate	奶油刺绣短斗篷肩外套带酒红大领结，长鼓袖、收腰和开摆，装饰密集。礼仪戏剧性更接近BOLT，HEIR仅相邻而非默认通勤款。
g0395	outer	retro_patch_cocoon_coat	notch_lapel	long_dropped	knee	oversized_cocoon	three_buttons_large_patch_pockets_rolled_cuffs	patchwork	medium	coarse_tweed_corduroy_denim_look	brown,olive,washed_blue	film,wabi,void	thermal_unknown;layering_volume_needs_space	ai_candidate	棕色茧形长外套将橄榄领、洗蓝领片和大口袋拼入粗织主体，袖口翻折。旧材质层次与圆宽量兼具，不能把拼贴本身当作年代真实性证据。
g0396	outer	ink_wrap_peplum_jacket	layered_lapel	long_split_bell	hip	fitted_waisted	asymmetric_wrap_layered_sleeve_tails	ink_floral	high	structured_woven_sheer_panel_look	ivory,charcoal,red	jade,flou,bolt	requires_inner_layer;occasion_only	ai_candidate	乳白交叠翻领收腰外套有炭灰领片、竹枝墨纹与小红穗，长袖末端黑白层片垂下。JADE线条和墨枝成立，袖量与装饰强度较高，不作极简基础外套。
g0397	bottom	panelled_drawstring_wide_trousers	unknown	unknown	long	wide	front_pleats_long_side_panels_ties	plain	medium	fluid_suiting_look	light_gray	loop,iced,void	hem_and_tie_clearance_unknown	ai_candidate	浅灰长宽裤有前褶与两侧长片、垂抽绳，面料垂直流动，裤口宽。干净单色但结构并非基础直裤，适合LOOP模块变化并带少量VOID层片。
g0398	bottom	angular_cargo_tapered_trousers	unknown	unknown	ankle	tapered	front_pleats_angular_side_flap_panels	plain	medium	structured_suiting_look	black	noir,edge,loop	unknown	ai_candidate	黑色锥裤上部宽、下部收，侧面锐角翻片与斜立体袋形成几何线。结构锐利是NOIR依据，不只来自黑色；实际活动余量未知。
g0399	bottom	raw_patch_draped_wide_trousers	unknown	unknown	long	oversized	wrap_tie_waist_layered_raw_side_panels	patchwork	medium	washed_coarse_woven_look	charcoal,taupe,brown	void,wabi,film	hem_clearance_unknown	ai_candidate	灰褐宽裤的裹腰系绳和侧破边长片层层垂落，裤脚堆褶。错位层次与自然皱纹支持VOID/WABI，不凭图像保证裤脚不拖地。
g0400	bottom	asymmetric_multifabric_straight_trousers	unknown	unknown	long	wide_straight	unequal_leg_panels_flaps_ties	patchwork	high	suiting_denim_lace_satin_look	charcoal,denim_blue,ivory,pink,burgundy	oops,edge	creative_only	ai_candidate	双裤腿由灰西装、蓝丹宁、乳白粉片、酒红及黑蕾丝不对称拼接，侧盖袋与绑绳位置错开。需要素上装建立锚点，不能靠配件同色判断整套协调。
g0401	bottom	washed_wide_jeans	unknown	unknown	long	wide_straight	five_pockets_button_fly	washed_gradient	low	denim_look	charcoal,washed_gray	mute,loop,film	unknown	ai_candidate	灰黑洗水高腰长牛仔两条直宽腿、标准口袋，裤中淡洗色，无额外破口或花边。可用于安静日常与复古基础，须与同版异色做家族约束。
g0402	bottom	fluid_clean_wide_trousers	unknown	unknown	long	wide_straight	clean_front_slant_pockets_press_line	plain	low	smooth_draping_woven_look	ice_blue	iced,loop,flou	hem_clearance_unknown	ai_candidate	浅蓝高腰长宽裤正面较平、裤线纵向流动，裤脚轻堆褶。干净顺直结构支持ICED/LOOP，长裤脚实际长度与面料成分未知。
g0403	bottom	pleated_classic_wide_trousers	unknown	unknown	long	wide	front_pleats_belt_loops_press_line	plain	low	matte_suiting_look	navy	heir,loop,mute	hem_clearance_unknown	ai_candidate	藏蓝高腰长宽裤有腰袢前褶，直长压线与干净宽脚。经典制式感明确，与宽松休闲裤区别在腰头褶线而非深蓝颜色本身。
g0404	bottom	natural_tapered_pleat_trousers	unknown	unknown	ankle	relaxed_tapered	button_waist_front_pleats_slant_pockets	plain	low	textured_woven_look	beige	ease,wabi,film	unknown	ai_candidate	米色细纹理前褶裤上松下略收，常规钮扣腰头和插袋，裤身无繁复装饰。自然松量为EASE基础，不宣称具体亚麻纤维。
g0405	bottom	soft_drawstring_balloon_pants	unknown	unknown	long	balloon	wide_waistband_drawstring_curved_pockets_gathered_hem	plain	low	ribbed_knit_look	pale_pink,ivory	melt,ease	unknown	ai_candidate	浅粉纵罗纹软裤有乳白宽腰抽绳、圆弧袋口和轻收脚，腿部气球感。圆软量明确，可改变下装比例，不能只看粉色把所有同色直裤视为同款。
g0406	bottom	wrapped_panel_tapered_trousers	unknown	unknown	ankle	cocoon_tapered	elastic_tie_waist_long_overlap_side_panel	plain	medium	coarse_wrinkled_woven_look	taupe,olive	wabi,void,ease	unknown	ai_candidate	褐橄榄宽松锥裤采用系带松腰，单侧长裹片延至下腿，微皱粗织观感。自然表面加错位结构比单纯灰褐色更支持WABI。
g0407	bottom	floral_lace_tiered_wide_jeans	unknown	unknown	long	wide_flared	five_pockets_cascading_side_panels_appliques	floral	high	washed_denim_lace_chiffon_look	washed_blue,pale_pink,sage,ivory	flou,melt,oops	occasion_only;hem_clearance_unknown	ai_candidate	浅洗牛仔双腿外缀大量粉绿层纱、花贴和蕾丝，前腰为常规牛仔口袋。不是半裙；裤侧飘量需素上衣平衡，资产候选不等于日常可穿。
g0408	bottom	bright_panel_cargo_balloon_pants	unknown	unknown	long	balloon	cargo_pockets_chevron_panels_hem_drawstrings	colorblock_patchwork	high	gloss_nylon_denim_mesh_look	blue,orange,lime,pink	neon,oops	creative_only;tie_clearance_unknown	ai_candidate	高彩蓝长裤拼橙粉绿斜片，两侧大工装袋、脚口收绳，裤腿宽大。运动机能剪裁与撞色共同支持NEON，颜色之外也有明确轮廓证据。
