token	status	structure	silhouette	main_visual_slots	layering	color_relation	main_colors	formality	wearability	expression	seasons	scenes	persona_scores	persona_evidence	conflicts	evidence
o0793	ai_candidate	pants	blue_plain_sleeveless_collar_ivory_tapered_pants	top,bottom	1	blue_ivory	blue,ivory	polished	everyday_with_statement	explore	spring,summer	daily,social	{"ease":0.72,"mute":0.60,"edge":0.30,"neon":0.20}	普通翻领无袖和奶白锥裤为克制主衣，黑粉链包与跑鞋只提供局部甜酷	unknown	蓝色素无袖翻领上衣、奶白九分锥裤、黑粉链包及同色厚底运动鞋；与上一套束身透袖上衣不同，不继承其高EDGE证据。
o0794	ai_candidate	pants	blue_fitted_tank_plain_wide_jeans_color_pop_maryjanes	top,bottom	1	blue_denim_blue	blue,denim_blue	casual	everyday_with_statement	explore	summer	daily,social	{"ease":0.74,"mute":0.51,"neon":0.30,"edge":0.22}	素蓝贴体无袖配普通宽牛仔和素包，彩鞋是单点探索，不是整套高彩主衣	unknown	蓝色圆领无袖短上衣、蓝宽牛仔裤、蓝半月包及橙蓝绿粉运动底玛丽珍；裤和包没有复杂扣带解构。
o0795	needs_review	pants	asymmetric_flower_patch_shirt_plain_jeans_rainbow_shoes	top,bottom	1	blue_gray_denim	blue,gray,denim_blue	statement	statement_not_daily	experimental	spring,autumn	social,creative	{"oops":0.69,"edge":0.45,"neon":0.36}	花蕾丝、异位口袋和抽皱上衣已有密集焦点，再配全谱运动鞋形成第二套高强度语言	multiple_focal_competition	原图蓝灰不对称花拼衬衫、素蓝宽牛仔、蓝素包和彩色运动底玛丽珍；比复杂主裤版减负，但仍建议保留拼衫或彩鞋之一为主角。
o0796	suggested_exclude	pants	vivid_puff_shirt_metallic_lace_pants_asymmetric_boots	top,bottom	1	vivid_blue_pink_charcoal	blue,pink,green,orange,charcoal	statement	statement_not_daily	experimental	spring,autumn	creative	{"neon":0.78,"oops":0.77,"edge":0.66}	高彩泡袖与灰粉金属拼蕾丝长裤各占强焦点，异形靴再叠复杂结构且双脚落地条件未确认	multiple_focal_overload,paired_heel_balance_unverified	原图高彩短衬衫、灰粉蓝黑蕾丝拼宽裤、灰素托特及g0080异形靴；素包没有消除上下冲突，也不能使待核鞋跟成为可用。
o0797	needs_review	pants	blue_plain_bandcollar_metallic_lace_pants_asymmetric_boots	bottom,top	1	blue_charcoal_pink	blue,charcoal,pink	statement	statement_not_daily	typical	spring,autumn	social,creative	{"edge":0.73,"oops":0.71,"void":0.62,"neon":0.31}	素蓝立领衫已让复杂裤成为主角，但同一双异形靴的两脚跟底差异仍需验证	paired_heel_balance_unverified	原图素蓝小立领长衫、灰粉蕾丝金属拼宽裤、素灰托特与g0080异形靴；不继承o0796全身过载判断，保留明确鞋款风险。
o0798	needs_review	skirt	pink_black_corset_plain_blue_long_skirt_rainbow_runners	top,bottom	1	pink_black_blue	pink,black,blue	statement	statement_not_daily	experimental	spring,summer	social,creative	{"edge":0.70,"oops":0.57,"neon":0.40}	粉黑扣带束身与多色拼跑鞋都在抢主角，主裙虽素仍缺色彩和语汇主次	multiple_focal_competition	原图粉黑束身吊带、蓝色长伞裙、藏蓝桶包与荧光多色运动鞋；长裙不是裤装，换下装后仍需处理与o0780相似的彩鞋冲突。
o0799	ai_candidate	skirt	white_plain_shirt_blue_long_flare_skirt_color_pop_runners	top,bottom	1	white_blue	white,blue	polished	everyday_with_statement	explore	spring,autumn	social	{"ease":0.68,"heir":0.48,"neon":0.29,"edge":0.20}	白素衬衫和蓝长裙提供安静主面，彩跑鞋可作受控探索，不等同再加束身主角	unknown	白长袖普通衬衫、蓝长伞裙、藏蓝桶包和彩色跑鞋；与o0798同裙但主衣繁度降低，不因鞋相同自动全部拒绝。
o0800	ai_candidate	skirt	navy_cowl_top_light_denim_a_skirt_color_pop_loafers	top,bottom	1	navy_denim_blue	navy,denim_blue	polished	everyday_with_statement	explore	spring,autumn	social	{"ease":0.68,"heir":0.51,"neon":0.30,"edge":0.20}	柔垂领与普通A裙形成日常轮廓，主衣没有高彩拼面，彩鞋承担唯一强色点	unknown	藏蓝堆领长袖、浅蓝牛仔A中裙、灰规整手袋及荧光拼彩乐福鞋；主色证据与鞋色分开保存。
o0801	ai_candidate	skirt	navy_fitted_mockneck_light_denim_a_skirt	top,bottom	1	navy_denim_blue	navy,denim_blue	polished	everyday_with_statement	explore	spring,autumn	social	{"ease":0.68,"mute":0.60,"neon":0.27,"edge":0.21}	小高领素贴体上衣使主衣更克制，彩鞋只是小面积变化而非强人格主结构	unknown	藏蓝小高领长袖、浅牛仔A中裙、灰素手袋及多彩乐福鞋；与o0800共用裙鞋包，不能视为新的主裙家族。
o0802	ai_candidate	skirt	blue_box_tee_navy_inverted_pleat_a_skirt	top,bottom	1	blue_navy	blue,navy	casual	everyday	easy	spring,summer	daily	{"ease":0.78,"mute":0.62,"heir":0.51,"neon":0.16}	素短宽T与藏蓝前中倒褶A裙构成简洁松紧比例，规整蓝鞋包没有高彩或重装饰	unknown	原图浅蓝口袋圆领T、藏蓝带腰袢倒褶中裙、蓝半月包和蓝玛丽珍；前中大褶不是两条裤腿，已对照g0192独立视觉记录确认skirt。
