token	status	structure	silhouette	main_visual_slots	layering	color_relation	main_colors	formality	wearability	expression	seasons	scenes	persona_scores	persona_evidence	conflicts	evidence
o0577	ai_candidate	pants	beige_polo_black_wide_pants_ornate_heels	top,bottom	1	beige_black	beige,black	polished	everyday_with_statement	explore	spring,summer	social,creative	{"heir":0.62,"loop":0.51,"bolt":0.30}	素Polo与黑宽裤是经典基础，精致鞋包是局部探索而非强戏剧主衣	unknown	米色短袖素Polo、黑宽裤、藏蓝酒红桶包和酒红蝴蝶结高跟鞋。主衣并不繁复，鞋的装饰与高度不能转译成日常步行舒适保证。
o0578	ai_candidate	skirt	beige_relaxed_shirt_navy_buckle_pleated_midi	top,bottom	1	beige_navy	beige,navy	casual	everyday	easy	spring,autumn	daily,travel	{"heir":0.72,"loop":0.70,"ease":0.61}	规则深色褶裙的侧扣与卷袖素衬衫形成轻学院表达，拼色运动鞋降低正式度	unknown	原图为米色普通翻领卷袖衬衫、藏蓝双侧腰扣规则百褶中长裙、灰褐桶包及复古运动鞋。和o0579同裙鞋包，上衣松量差异很小，属于强近似候选。
o0579	ai_candidate	skirt	beige_boxy_shirt_navy_buckle_pleated_midi	top,bottom	1	beige_navy	beige,navy	casual	everyday	easy	spring,autumn	daily,travel	{"heir":0.70,"loop":0.71,"ease":0.62}	稍宽的素衬衫仍与规则褶裙维持学院休闲比例，不把小幅衣量差当全新风格	unknown	原图与o0578裙、桶包、复古运动鞋相同，衬衫略宽且袖卷/门襟细节不同。单套可穿，但不能以不同ID或微小版型差掩盖整套高度相似。
o0580	ai_candidate	skirt	navy_fitted_tank_navy_belted_pleated_midi	top,bottom	1	navy	navy	polished	everyday	easy	spring,summer	daily,social	{"heir":0.65,"mute":0.66,"loop":0.61}	深色合体背心与规则腰带褶裙形成低装饰上紧下宽，经典而非强权力肩型	unknown	藏蓝素背心与同色腰带褶裙，米棕拼肩包及米后空鞋。衣装主色为藏蓝，不将浅色鞋包当成主衣暖浅命中。
o0581	ai_candidate	skirt	ivory_tee_navy_belted_pleated_midi	top,bottom	1	ivory_navy	ivory,navy	casual	everyday	easy	spring,summer	daily,travel	{"loop":0.73,"heir":0.63,"ease":0.63}	素短T搭规则褶裙兼顾休闲与整齐，配色反差清楚	unknown	乳白素短T、藏蓝腰带百褶中长裙、米棕肩包与米后空鞋。与o0580共用裙鞋包，袖长和上身色彩变化真实但主结构未增加。
o0582	ai_candidate	skirt	blue_shirt_navy_short_pleated_skirt	top,bottom	1	blue_navy	blue,navy	polished	everyday	easy	spring,autumn	daily,social	{"heir":0.72,"loop":0.65,"iced":0.41}	普通蓝衬衫与短规则褶裙、带鞋形成轻学院结构，不只按蓝色认冷透人格	unknown	蓝素宽翻领衬衫、藏蓝短百褶裙、奶白翻盖包和灰褐玛丽珍。短裙与此前中长褶裙有真正长度变化，但仍是相近褶裙家族。
o0583	ai_candidate	skirt	ivory_botanical_shirt_navy_short_pleated_skirt	top,bottom	1	ivory_navy_ice_blue	ivory,navy,ice_blue	polished	everyday_with_statement	typical	spring,autumn	daily,social	{"heir":0.66,"ease":0.66,"jade":0.33}	淡植物印花与普通翻领、规则短褶裙偏柔雅学院，未见中式门襟结构	unknown	象牙底浅蓝植物衬衫、藏蓝短褶裙、白平包和灰褐玛丽珍；o0582仅换衬衫，印花是有效装饰差，但不新增裙型或鞋包。
o0584	ai_candidate	skirt	beige_fitted_tank_navy_wrap_straight_midi	top,bottom	1	beige_navy	beige,navy	polished	everyday_with_statement	explore	spring,summer	daily,social	{"melt":0.64,"heir":0.59,"mute":0.54}	素背心与深色直裹裙主线柔简，装饰包是小面积复古探索	unknown	米色素背心、藏蓝侧裹直中长裙、象牙酒红装饰手提包及灰褐乐福。主衣为简洁两件，不能把包的繁复度等价整套BOLT。
o0585	ai_candidate	skirt	ivory_relaxed_crew_blouse_navy_wrap_straight_midi	top,bottom	1	ivory_navy	ivory,navy	polished	everyday_with_statement	explore	spring,autumn	daily,social	{"melt":0.64,"heir":0.61,"mute":0.56}	宽圆领柔衬衣配直裹裙，轮廓松直而不夸张	unknown	乳白素圆领宽袖衬衣、藏蓝裹直裙、象牙酒红装饰包和灰褐乐福。与o0584共享主裙鞋包，仅增加长袖与上衣松量。
o0586	ai_candidate	skirt	navy_fitted_collared_knit_taupe_short_wrap_skirt	top,bottom	1	navy_taupe	navy,taupe	polished	everyday	typical	spring,autumn	daily,social	{"heir":0.76,"loop":0.61,"mute":0.53}	小翻领合体扣衫与简洁短裹裙、硬挺包和带鞋形成明确经典比例	unknown	藏蓝长袖合体翻领针织、灰褐短A裹裙、酒红结构包与酒红玛丽珍；主衣颜色仍深蓝灰褐，小配件酒红不代替主色。
o0587	ai_candidate	skirt	beige_polo_taupe_short_wrap_skirt	top,bottom	1	beige_taupe	beige,taupe	polished	everyday	easy	spring,summer	daily,social	{"heir":0.69,"loop":0.64,"ease":0.58}	短袖Polo与短裹裙暖中性色、带鞋形成轻量经典，不强行当戏剧表达	unknown	米色素Polo、灰褐短裹裙、酒红结构包与带鞋。o0586换上衣的季节与主色有变化，裙鞋包仍同一组。
o0588	ai_candidate	skirt	beige_relaxed_tank_navy_straight_midi	top,bottom	1	beige_navy	beige,navy	polished	everyday	easy	spring,summer	daily,social	{"ease":0.65,"mute":0.64,"heir":0.57}	宽松背心和规则直中长裙低装饰，浅深分块支持温和日常	unknown	米色宽素背心、藏蓝细腰带直中长裙、焦糖软包及棕米后空鞋。无需增加饰物即可成立；宽背心不是紧身针织版。
o0589	ai_candidate	skirt	navy_piped_polo_beige_wrap_a_midi	top,bottom	1	navy_beige	navy,beige	polished	everyday_with_statement	explore	spring,summer	social,creative	{"heir":0.76,"melt":0.48,"bolt":0.35}	细滚边Polo与素A裹裙具有经典主衣证据，绣花鞋包延伸复古而非主衣戏剧化	unknown	原图确认藏蓝浅滚边短袖Polo、米色单侧扣裹A中长裙、酒红绣花带结包和同系后空高跟。上下不是裤装；配件装饰较多但主衣克制，保留社交探索。
o0590	ai_candidate	skirt	soft_beige_shirt_taupe_gathered_tiered_short_skirt	top,bottom	1	beige_taupe	beige,taupe	casual	everyday_with_statement	explore	spring,autumn	daily,social	{"ease":0.69,"film":0.59,"heir":0.45}	宽松卷袖衬衫与自然观感抽褶短层裙偏柔和休闲，细跟靴加入局部复古	unknown	原图确认浅灰米素卷袖衬衫、灰褐系带抽褶短层裙、藏蓝酒红肩包与酒红细跟短靴。不是长裤或硬挺学院褶裙，不将低彩自动归WABI。
o0591	ai_candidate	pants	plain_taupe_coat_ornate_sleeveless_corset_navy_wide_pants	top,outer	2	taupe_ivory_navy_burgundy	taupe,ivory,navy,burgundy	statement	statement_not_daily	explore	spring,autumn	social,creative	{"bolt":0.70,"heir":0.66,"melt":0.45}	绣花收腰上衣有肩带褶而非大长泡袖，素宽外套和宽裤压住主体复杂度	unknown	原图确认灰褐普通宽袖中长大衣、象牙绿红绣花束腰短袖带式上衣、藏蓝宽裤、蓝褶包与灰褐短靴。内搭无o0595的双段大长泡袖，不机械继承袖量冲突；实际试穿仍未验证。
