token	category	subcategory	neckline	sleeve	length	volume	construction	pattern	decoration	material_appearance	main_colors	visual_personas	usage_limits	status	evidence
g0553	accessory	laceup_ribbon_pin_brooch	unknown	unknown	unknown	statement	pin_base_denim_bow_laced_leather_chains	patchwork	 high	denim_leather_tulle_metal_look	black,washed_blue,pale_pink	edge,oops	pin_safety_unknown;wearing_weight_unknown	ai_candidate	胸针横别针与星形端头可见，下挂黑粉系带蝴蝶结、洗蓝毛边和链坠。硬软拼接是表达，不将大装饰误作普通首饰基础。
g0554	accessory	ornate_flower_eyeglasses	unknown	unknown	unknown	regular	thin_round_frames_flower_bows_teardrop_charms	floral_trim	 high	metal_gem_velvet_look	gold,burgundy,ivory	bolt,heir	optical_function_unknown	ai_candidate	细金圆镜框、酒红镜腿，外角花珠小结与泪滴坠。仪式古典装饰眼镜，不判断视力矫正能力或镜框适脸。
g0555	accessory	asymmetric_vintage_patch_earrings	unknown	unknown	long_drop	statement	mismatched_rings_textile_squares_tassel	patchwork	medium	brass_resin_denim_tweed_look	brown,washed_blue,gold	film,wabi,oops	wearing_weight_unknown	ai_candidate	不对称耳坠，一边洗蓝方片与棕条绒、另一边斑环与粗花呢小片，黄铜环串接。复古材质异形并存，重量未知。
g0556	accessory	ink_wrap_sash_belt	unknown	unknown	long_tails	wide_wrap	layered_sash_side_knot_jade_beads_tassels	tonal_botanical	medium	woven_sheer_look	black,ivory,red	jade,flou	waist_fit_unknown	ai_candidate	黑乳白宽缠腰带、侧结与长垂带，玉色珠和红流苏；淡墨纹可见。腰部纵向飘带提供结构变化，实际绑扎与尺寸未知。
g0557	accessory	layered_silver_chain_necklace	unknown	unknown	unknown	layered	multiple_chain_lengths_irregular_rings_small_pendants	plain	medium	polished_metal_look	silver	loop,iced,edge	wearing_weight_unknown	ai_candidate	银色多长短链、异形圈环与细小垂珠，整体单色线性。可以点缀，不让金属配件替代整套人格证据。
g0558	accessory	angular_dark_flower_brooch	unknown	unknown	long_tails	statement	spiked_folded_petals_bead_chains_ribbon_tails	tonal_patchwork	 high	leather_textile_metal_look	black,burgundy	noir,edge,bolt	pin_safety_unknown;wearing_weight_unknown	ai_candidate	黑酒红尖角折片像花或星，中心宝石、珠链和长尖尾。锐利戏剧结构明显，不因低彩当低装饰。
g0559	accessory	thin_round_wrapped_eyeglasses	unknown	unknown	unknown	regular	thin_round_frame_wrapped_bridge_small_side_tie	plain	low	metal_textile_look	brown,charcoal	film,wabi,loop	optical_function_unknown	ai_candidate	棕灰细圆镜框，中梁与侧端有布绳缠绕和小垂尾。旧式低调细节，不凭照片承诺光学或舒适。
g0560	accessory	asymmetric_blue_patch_drop_earrings	unknown	unknown	long_drop	statement	mismatched_fabric_tabs_metal_loops_beads_flower	mixed_patchwork	 high	metal_denim_lace_satin_look	silver,cobalt,gray,black	oops,edge	wearing_weight_unknown	ai_candidate	一侧是灰蓝布片穿银针环，另一侧蓝宝石耳钉与灰花、洗蓝毛边和长珠链。多材料错配可作OOPS焦点，不能只以蓝色归ICED。
g0561	top	plain_cowl_neck_blouse	cowl	long	hip	relaxed_straight	soft_neck_drape_cuffed_sleeves_curved_hem	plain	low	matte_fluid_woven_look	charcoal	mute,loop,ease	unknown	ai_candidate	炭灰长袖柔衫有浅堆领、窄袖口和弧摆，无显眼装饰。增加领口垂褶变化，低调但不等同所有黑灰基础同廓形。
g0562	top	asymmetric_ruched_sheer_yoke_tank	round	sleeveless	hip	fitted	sheer_upper_yoke_opaque_diagonal_front_side_gathers	plain	medium	satin_mesh_look	ice_blue	iced,flou,loop	fit_unknown	ai_candidate	原图冰蓝合体背心的透纱在肩颈与边缘，胸前有可见实体斜片覆盖和侧褶。与全透罩衫区别处理，具体穿着防透及后身仍不保证。
