token	status	structure	silhouette	main_visual_slots	layering	color_relation	main_colors	formality	wearability	expression	seasons	scenes	persona_scores	persona_evidence	conflicts	evidence
o0433	suggested_exclude	pants	layered_utility_jacket_swing_top_raw_wide_jeans	outer,top,bottom	2	olive_taupe_washed_blue	olive,taupe,washed_blue	casual	statement_not_daily	explore	autumn	creative	{"wabi":0.78,"void":0.76,"film":0.51}	工装外套大袋层摆、宽内搭斜层和裤腿毛边都反复放大量，统一自然色未建立主次	multiple_focal_overload,outer_inner_volume_unverified	原图灰绿多层工装外套、宽短拼摆上衣、灰蓝毛边侧片宽裤，加同语汇大软包和素后空鞋。三件主衣都复杂，建议保留外套或裤一个核心并核内袖空间；不是鞋换素就解决。
o0434	needs_review	pants	draped_long_coat_wide_patch_top_plain_tapered_pants	outer,top	2	taupe_charcoal	taupe,charcoal	casual	occasion_with_statement	typical	spring,autumn	creative,social	{"wabi":0.79,"void":0.72,"ease":0.45}	自然斜领长外套和短拼上衣形成长度差，素锥裤与素鞋包已降低主视觉数量，但宽内袖的叠穿空间未证实	outer_inner_volume_unverified	原图灰褐斜垂长外套叠宽半袖拼接上衣、素灰褐锥裤、黑素肩包、棕乐福。不同于o0433的上下全毛边，主要待核内外袖容积，不直接判不可穿。
o0435	ai_candidate	dress	plain_short_sleeve_fitted_a_line_dress	dress	1	taupe_charcoal	taupe	casual	everyday	easy	spring,summer	daily,commute	{"ease":0.72,"heir":0.62,"loop":0.62,"wabi":0.27}	素圆领短袖收腰A裙规整，材料色偏自然但没有破边错位等强WABI结构	unknown	灰褐素中长A裙、棕灰软褶包、细框眼镜和棕后空低鞋。大面积单色主裙简洁，不能由皱褶包代替主衣人格证据。
o0436	ai_candidate	dress	raw_cross_wrap_fitted_short_layered_dress	dress	1	charcoal_washed_blue_brown	charcoal,washed_blue,brown	casual	occasion_with_statement	typical	spring,summer	social,creative	{"void":0.80,"wabi":0.76,"film":0.57}	斜缠贴身上段与毛边短层裙是一件连贯主裙，素乐福给杂糅面料留收束点	unknown	原图旧灰棕蓝细肩带交裹短裙、同色软桶包、旧色眼镜与棕素乐福。区别于三件主衣都堆层片的组合，保留主题表达，不把毛边短裙当普通通勤。
o0437	ai_candidate	dress	plain_strap_fitted_a_line_dress	dress	1	navy_with_olive_bag	navy	casual	everyday_with_statement	explore	spring,summer	daily,social	{"loop":0.67,"ease":0.64,"heir":0.55,"wabi":0.23}	藏蓝细肩带A裙的收腰整齐，灰运动鞋使其日常化，拼包只是局部探索	unknown	藏蓝素A裙、自然灰绿拼布软包、细框眼镜与灰运动鞋。不能因为配包拼片将主裙判WABI典型，也不因换包增加主裙家族数。
o0438	ai_candidate	dress	natural_belted_asymmetric_balloon_long_dress	dress	1	taupe_olive_brown	taupe,olive,brown	casual	occasion_with_statement	typical	spring,summer	social,creative	{"wabi":0.85,"void":0.69,"ease":0.48}	素感背心上段与系腰为不齐多片长裙提供安静区，自然织纹与非对称比例比单纯灰褐更有依据	unknown	原图自然灰褐橄榄无袖系腰长裙，侧层片构成圆量下摆，灰蓝软桶包、旧框眼镜、自然布带低鞋。单一主裙复杂而上段收敛，可作表达候选，未验证真实行走和合身。
o0439	ai_candidate	dress	plain_cowl_strap_fitted_long_dress	dress	1	charcoal_taupe	charcoal	casual	everyday_with_statement	explore	spring,summer	social	{"melt":0.65,"mute":0.58,"iced":0.55,"wabi":0.22}	贴身垂领长裙连续纵线柔和，主衣无旧料碎片，自然层包不改变其基本结构	unknown	炭灰细肩带垂领长裙、棕灰层片包、细框眼镜、棕后空低鞋。比o0436和o0440明显素净，不能只因灰色归同一WABI表达。
o0440	ai_candidate	dress	patch_cowl_asymmetric_fitted_long_dress	dress	1	charcoal_washed_blue_brown	charcoal,washed_blue,brown	casual	occasion_with_statement	typical	spring,summer	social,creative	{"void":0.81,"wabi":0.77,"film":0.55}	垂领斜拼长裙用侧褶和不齐摆表达旧料重组，素桶包与基础运动鞋缓冲主裙	unknown	原图灰蓝棕肩带垂领拼长裙、棕素桶包、旧框眼镜与灰基础运动鞋。单主衣表达清楚，不与o0439素直长裙当同款换色；旧料裙不按晚礼服逻辑强行配高跟。
o0441	suggested_exclude	pants	mixed_puff_shirt_multilayer_cargo_wide_pants	top,bottom	1	ice_blue_charcoal_pink_multicolor	ice_blue,charcoal,pink,denim_blue	casual	statement_not_daily	explore	spring,autumn	creative	{"oops":0.86,"edge":0.64,"neon":0.51}	花袖西装片衬衫、蕾丝金属丹宁裤、解构包和彩鞋四处同时复杂，没有让异质拼接集中于主件	multiple_focal_overload	原图下装明确为左右分腿宽裤，不是长裙。上衣含花袖蕾丝和西装片，裤再叠亮粉抽绳与蕾丝层，鞋为高彩厚运动鞋。建议至少简化上衣和鞋包之一，非日常轻探索。
o0442	ai_candidate	pants	plain_sleeveless_shirt_patch_wide_pants	bottom	1	ice_blue_charcoal_pink_denim	ice_blue,charcoal,pink,denim_blue	casual	occasion_with_statement	typical	spring,summer	social,creative	{"oops":0.75,"edge":0.57,"neon":0.38}	素冰蓝无袖衬衫和素手袋围绕一条混料长裤，彩色乐福为次重点，主衣混材是OOPS证据	unknown	原图灰长宽裤一侧蕾丝丹宁、一侧亮粉褶片，搭素冰蓝翻领无袖衫、灰硬包和橙蓝拼乐福。比o0441减少一个复杂主件，有可读主次；不标普通通勤。
o0443	ai_candidate	pants	colorblock_cropped_shirt_plain_tapered_pants	top	1	cobalt_lime_orange_pink_with_ivory	cobalt,lime,orange,pink,ivory	casual	occasion_with_statement	typical	spring,autumn	social,creative	{"neon":0.82,"oops":0.61,"edge":0.37}	高彩几何短衬衫主导，素锥裤留大面积平面；比灰西装花纱混拼更接近NEON而非只按目录人格	unknown	亮蓝绿橙粉短衬衫、米白素锥裤、蓝素肩包与蓝低跟玛丽珍。单一高彩上身搭安静下身，保留高表达候选，不把亮色等于多处混乱。
o0444	ai_candidate	pants	plain_white_shirt_plain_blue_wide_pants	top,bottom	1	ivory_ice_blue	ivory,ice_blue	casual	everyday_with_statement	explore	spring,autumn	daily,commute	{"loop":0.74,"ease":0.64,"iced":0.60,"oops":0.26}	素衬衫配素宽裤是清爽日常，仅包有西装花边拼片，不能等同整套解构	unknown	白翻领长衬衫、浅蓝直宽裤、灰蓝荧绿拼包与浅蓝乐福。主衣颜色明确低彩，偏好命中不能由包的小亮色推给整套。
o0445	ai_candidate	pants	plain_boxy_tee_plain_straight_trousers	top,bottom	1	ice_blue_gray	ice_blue,gray	casual	everyday_with_statement	explore	spring,summer	daily,social	{"loop":0.68,"ease":0.61,"iced":0.53,"oops":0.35}	素箱形短T和规整直裤形成安静主衣，错位包与拼靴是两个局部配件表达	unknown	浅蓝口袋短T、灰蓝素长裤、混料软包和灰粉拼接踝靴。脚部造型较强但主衣依然普通，不能据此判OOPS典型。
o0446	ai_candidate	pants	plain_fitted_tee_colorblock_balloon_cargo	bottom	1	ice_blue_cobalt_orange_lime	ice_blue,cobalt,orange,lime	casual	occasion_with_statement	typical	spring,summer	social,creative	{"neon":0.84,"oops":0.61,"edge":0.37}	素合体T平衡高彩气球工装裤，活跃量感与强对比块面比西装混材更接近NEON	unknown	浅蓝贴身短袖、高彩拼片宽气球裤，灰素手袋和彩色运动鞋。裤鞋同高彩但主上衣与包稳定，保留场合表达，不算默认易穿。
o0447	ai_candidate	pants	plain_stand_collar_shirt_mixed_tapered_pants	bottom	1	ice_blue_charcoal_magenta_denim	ice_blue,charcoal,magenta,denim_blue	casual	occasion_with_statement	typical	spring,autumn	social,creative	{"oops":0.76,"edge":0.61,"neon":0.46}	素小立领衬衫与素托特让混料斜裤成为主体，亮鞋接续裤上局部玫红而非额外花衫竞争	unknown	原图下装有两腿，为丹宁蕾丝花纱亮面拼锥裤，配浅蓝素长袖衬衫、白素包和彩色厚运动鞋。可读混材主件；彩鞋仍为次焦点，非通勤基础。
o0448	needs_review	pants	asymmetric_floral_corset_mixed_cargo_wide_pants	top,bottom	1	ice_blue_charcoal_pink_denim	ice_blue,charcoal,pink,denim_blue	casual	statement_not_daily	explore	spring,autumn	creative	{"oops":0.86,"edge":0.69,"flou":0.38}	不对称花袖束腰和蕾丝金属宽裤都含多种装饰，素包尚不足建立主衣主次	multiple_focal_competition	原图上衣胸腹有实体花片与丹宁束腰，不能仅凭透袖断言缺内搭；与o0441同宽裤，改素包但上身更繁，建议改素上衣或素裤，彩乐福再酌减。
o0449	needs_review	pants	colorblock_puff_crop_mixed_wide_pants	top,bottom	1	cobalt_orange_lime_charcoal_pink	cobalt,orange,lime,charcoal,pink	casual	statement_not_daily	explore	spring,summer	creative	{"oops":0.78,"neon":0.75,"edge":0.54}	上衣强色泡袖与下装多材质层片分属两种抢眼机制，包又重复解构；素鞋只减少一处	multiple_focal_competition	原图亮蓝橙粉绿泡袖短上衣、灰粉丹宁蕾丝宽裤、翻领蕾丝拼包和素棕后空鞋。主衣并非单纯同色套装，建议用素裤承接高彩上衣。
o0450	suggested_exclude	skirt	mixed_puff_shirt_dense_patch_layered_midi	top,skirt	1	ice_blue_charcoal_ivory_yellow	ice_blue,charcoal,ivory,yellow,denim_blue	casual	statement_not_daily	explore	spring,autumn	creative	{"oops":0.86,"edge":0.63,"neon":0.47}	花袖西装片上衣加丹宁蕾丝银黄多层裙，包鞋也密集，混材语汇虽一致却缺安静区域	multiple_focal_overload	原图为无分腿的多层中长裙，区别o0441宽裤；同复杂花衬衫、混料软包和彩色运动鞋没有因换裙恢复主次。建议保留裙配素上衣和素配件。
o0451	ai_candidate	skirt	plain_sleeveless_shirt_plain_a_line_midi	top,skirt	1	ice_blue_navy	ice_blue,navy	casual	everyday_with_statement	explore	spring,summer	daily,social	{"heir":0.63,"loop":0.62,"iced":0.58,"oops":0.21,"neon":0.28}	素翻领无袖衫与规整藏蓝A裙安静，彩色乐福只能构成小探索，不能替主衣证明混材人格	unknown	冰蓝无袖衬衫、藏蓝素A裙、灰素手袋和彩色乐福。主要衣色蓝系，色偏好与人格分别判断，不按鞋色占整套多数。
o0452	ai_candidate	skirt	plain_fitted_tank_short_pleated_skirt	top,skirt	1	ice_blue_charcoal	ice_blue,charcoal	casual	everyday	easy	spring,summer	daily,social	{"heir":0.72,"loop":0.67,"iced":0.54,"oops":0.12}	素背心、规则短百褶与玛丽珍呈简洁学院比例，无混材失序证据	unknown	浅蓝合体背心、炭灰短百褶裙、白素托特与浅蓝玛丽珍。整套无显著解构，不能因为在OOPS目录里就给高亲和度。
o0453	ai_candidate	skirt	colorblock_short_jacket_plain_flared_midi	outer	1	cobalt_orange_lime_pink_with_blue	cobalt,orange,lime,pink,blue	casual	occasion_with_statement	typical	spring,autumn	social,creative	{"neon":0.79,"oops":0.61,"edge":0.39}	几何多彩短上装由素蓝中长裙承接，短长比例清楚，整体比复杂拼料裙版本更有锚点	unknown	高彩短夹克形上装、蓝色素A摆中长裙、蓝素肩包和浅蓝乐福。图中胸前有同系列覆盖面，不直接断言开衫无内搭；实际穿着方式未验证。
o0454	ai_candidate	skirt	plain_white_shirt_plain_blue_a_line_midi	top,skirt	1	ivory_ice_blue	ivory,ice_blue	casual	everyday_with_statement	explore	spring,autumn	daily,commute	{"loop":0.69,"heir":0.62,"ease":0.62,"oops":0.24}	白衬衫与浅蓝素A裙构成日常柔和比例，混料包为唯一强拼接点，不是全套OOPS典型	unknown	白翻领长衬衫、浅蓝A摆中长裙、灰蓝荧绿蕾丝拼包、棕后空低鞋。与o0444有裙裤结构变化，但同衬衫和同包须参与重复抑制。
o0455	needs_review	skirt	asymmetric_patch_corset_layered_mixed_short_skirt	top,skirt	1	charcoal_denim_ivory_lime	charcoal,denim_blue,ivory,lime	casual	statement_not_daily	explore	spring,summer	creative	{"oops":0.88,"edge":0.69,"neon":0.37}	不对称收腰拼背心与多层裙都重复西装丹宁花布蕾丝，鞋包同样解构，主次需重排	multiple_focal_competition	原图为短中长度斜层半裙而非裤，配灰丹宁花片束腰上衣、混料信使包和尖头拼高跟。胸部蕾丝下在单品原图可见灰底，不仅凭蕾丝判断缺内搭；建议素上衣配该裙。
