token	status	structure	silhouette	main_visual_slots	layering	color_relation	main_colors	formality	wearability	expression	seasons	scenes	persona_scores	persona_evidence	conflicts	evidence
o1105	needs_review	skirt	wide_asymmetric_shirt_patch_wrap_long_skirt	top,bottom	1	taupe_olive_brown	taupe,olive,brown	statement	statement_not_daily	experimental	spring,autumn	creative	{"wabi":0.73,"void":0.69,"oops":0.61}	宽斜片衫与粗纹覆片长裙同时强调多层幅面，低彩仍缺明确主次	multiple_focal_competition	原图上衣与裙均有连续实体覆盖，问题不是透明；灰褐桶包虽然素，做旧拼片厚鞋又加纹理。建议改素内衫以突出长裙，不直接进入首屏验证。
o1106	ai_candidate	skirt	ivory_sleeveless_shirt_patch_wrap_long_skirt	bottom	1	ivory_taupe_olive_brown	ivory,taupe,olive,brown	statement	everyday_with_statement	typical	spring,summer	social,creative	{"wabi":0.78,"void":0.67,"oops":0.48}	普通无袖翻领平衡粗纹裹片长裙，天然感与松软层次集中在下身	unknown	奶白无袖衬衫、灰棕橄榄覆片长裙、素灰褐桶包与做旧拼片厚鞋；和o1105同裙，简化上身改善主次，仍不能计新增裙装家族。
o1107	ai_candidate	skirt	plain_ivory_shirt_charcoal_three_tier_skirt	bottom	1	ivory_charcoal	ivory,charcoal	polished	everyday	easy	spring,autumn	daily,commute	{"ease":0.74,"film":0.6,"mute":0.48,"void":0.24}	普通衬衫与规则三层裙偏复古日常，不是错位做旧层叠	unknown	奶白长袖翻领衬衫、深灰规则三段中长裙、灰桶包及棕乐福鞋；层裙与百褶有实际结构差异，但裙层规则整洁，不靠灰色高判VOID。
o1108	ai_candidate	skirt	plain_charcoal_shirt_charcoal_three_tier_skirt	bottom	1	tonal_charcoal	charcoal	polished	everyday	easy	spring,autumn	daily,commute	{"mute":0.69,"ease":0.71,"film":0.49,"void":0.27}	素小领衫和规则层裙保持克制，深灰并不代表低完成度或解构	unknown	深灰小领长袖衬衫、同色规则三层裙、灰桶包和棕乐福鞋；共享o1107裙鞋包，上衣明暗改变颜色匹配，不改变主裙家族。
o1109	ai_candidate	skirt	wide_patch_short_sleeve_top_plain_charcoal_pleats	top	1	taupe_olive_brown_charcoal	taupe,olive,brown,charcoal	casual	everyday_with_statement	explore	spring,summer	daily,social	{"wabi":0.72,"void":0.54,"ease":0.48}	宽短袖粗纹拼片配规则百褶，变化在上身，底部整洁线条提供对照	unknown	灰米橄榄棕短袖宽上衣、炭灰素百褶裙、素灰肩包和灰褐后空低跟鞋；几处面料拼接不是破洞缺内搭，纤维和实际厚度仍未知。
o1110	ai_candidate	skirt	plain_navy_pocket_top_charcoal_pleats	top,bottom	1	navy_charcoal	navy,charcoal	casual	everyday	easy	spring,autumn	daily	{"ease":0.72,"mute":0.61,"film":0.45,"void":0.24}	普通口袋长袖与百褶裙为休闲学院基础，缺错位层次证据	unknown	藏蓝圆领口袋长袖、炭灰素百褶裙、素灰肩包及灰褐后空低跟鞋；同o1109裙配件，只换上衣，不能把深色基础款全分给VOID。
o1111	ai_candidate	skirt	blue_botanical_shirt_plain_brown_a_skirt	top,bottom	1	blue_brown	blue,brown	polished	everyday	easy	spring,autumn	daily,commute	{"film":0.74,"ease":0.7,"wabi":0.38,"void":0.2}	细植物纹与普通棕A裙、乐福鞋形成温和复古比例，而非破片包裹感	unknown	蓝细植物纹翻领衫、棕素A中裙、灰褐软褶包和棕乐福鞋；主裙无多片剪裁，颜色低彩不等于与VOID重拼片配方同类。
o1112	ai_candidate	skirt	wide_patch_roundneck_top_plain_brown_a_skirt	top	1	taupe_olive_brown	taupe,olive,brown	casual	everyday_with_statement	typical	spring,autumn	daily,social	{"wabi":0.76,"void":0.63,"ease":0.4}	宽圆领拼片上衣与素A裙保留一处复杂主角，天然粗纹与柔软体积主导	unknown	灰米橄榄棕宽长袖覆片上衣、棕素A裙、灰褐软褶包和乐福鞋；同上衣配多片宽裤的o1102需复核，此处素裙不继承双重大体积冲突。
o1113	ai_candidate	skirt	patch_sleeveless_top_plain_taupe_wrap_short_skirt	top	1	taupe_olive_brown	taupe,olive,brown	casual	everyday_with_statement	typical	spring,summer	social,creative	{"wabi":0.8,"void":0.64,"oops":0.49}	粗纹无袖覆片集中在上衣，素短裹裙提供整洁短下身比例	unknown	原图胸腹为实体灰米和绿棕层片，短裙是连续素裹片；灰蓝棕软包与交叉布带系踝闭头低跟鞋呼应，不误作高跟或露趾凉鞋，动态裙长未知。
o1114	ai_candidate	skirt	fitted_tattered_top_patch_bubble_skirt	top,bottom	1	charcoal_navy_brown_taupe_olive	charcoal,navy,brown,taupe,olive	statement	statement_not_daily	experimental	spring,autumn	social,creative	{"void":0.76,"oops":0.7,"wabi":0.59}	合体毛边上衣配大泡泡覆片裙形成紧上松下，仍是强解构而非轻探索	unknown	原图上衣实体深蓝层覆盖胸腹，裙为灰米橄榄多片泡泡形且有实体底；拼片软包与普通灰蓝运动鞋，素鞋缓和但保留实验限定，实际裙摆活动未知。
