token	status	structure	silhouette	main_visual_slots	layering	color_relation	main_colors	formality	wearability	expression	seasons	scenes	persona_scores	persona_evidence	conflicts	evidence
o0361	ai_candidate	pants	asymmetric_leaf_shirt_barrel_jeans	top,bottom	1	ivory_charcoal_washed_blue	ivory,washed_blue	casual	everyday_with_statement	typical	spring,autumn	daily,social	{"loop":0.75,"void":0.60,"jade":0.41}	单侧抽褶叶纹长衬衫与曲线牛仔有结构变化，裤面安静，叶纹不自动等于东方交领	unknown	乳白灰叶纹不对称长衬衫、洗蓝气球牛仔，乳白工具桶包和灰褐踝靴。细节聚上衣，裤型变化真实但和同上衣版本仍需跨组去重。
o0362	needs_review	skirt	oversized_drape_top_asymmetric_pleated_skirt	top,skirt	1	taupe_ivory_charcoal	taupe,ivory,charcoal	casual	statement_not_daily	explore	spring,autumn	creative	{"void":0.81,"wabi":0.56,"loop":0.48}	大垂领袖片与不齐双层百褶A裙都放大体积，素色不足以建立上下主次	multiple_focal_competition	原图灰奶油垂袖堆领宽上衣、灰奶油不对称层片百褶中长裙，素软包和棕长靴。建议保留裙而换窄上衣，不把低彩当易穿。
o0363	ai_candidate	skirt	light_stand_collar_shirt_plain_pleated_midi	top,skirt	1	light_blue_navy	light_blue,navy	casual	everyday	easy	spring,autumn	daily,commute	{"loop":0.73,"heir":0.70,"ease":0.57}	立领柔衬衫和规则深蓝百褶裙是规整轻学院，结构证据不同于灰层片探索	unknown	浅蓝小立领长衬衫、藏蓝大褶中裙，乳白半月包和灰褐踝靴。细纹样不改变大面蓝色关系；属于易穿常规候选，不独占LOOP。
o0364	ai_candidate	skirt	short_boxy_shirt_plain_pencil_midi	top,skirt	1	tonal_blue	blue_gray,light_blue	casual	everyday	easy	spring,autumn	daily,commute	{"loop":0.78,"iced":0.66,"mute":0.52}	短宽上衣与细长直裙制造宽窄对照，低装饰整套蓝比只改包色更可信	unknown	浅蓝卷袖短衬衫配蓝灰直中裙，乳白工具桶包和棕素长靴。长度及宽窄变化可计主结构，鞋筒实际与裙摆关系未验证。
o0365	ai_candidate	skirt	fitted_crew_top_plain_pleated_midi	skirt	1	ivory_navy	ivory,navy	casual	everyday	easy	spring,autumn	daily,commute	{"loop":0.73,"heir":0.71,"mute":0.64}	窄素长袖与深蓝褶裙上紧下A，低装饰稳定比例，偏经典而非解构	unknown	奶油合体圆领长袖配藏蓝百褶中裙，奶油半月包和灰褐踝靴。与o0363同裙不同上衣，能替换但不应算完全独立家族。
o0366	ai_candidate	skirt	asymmetric_wrap_shirt_plain_pencil_midi	top	1	ivory_gray_blue	ivory,gray,blue_gray	casual	everyday_with_statement	typical	spring,autumn	daily,social	{"loop":0.78,"iced":0.62,"void":0.49}	灰斜裹片白衬衫是唯一主焦点，素直中裙接长纵线，比再加层片裤更安静	unknown	白长衬衫带灰侧系裹片、蓝灰直中裙、奶油半月包和灰褐踝靴。结构性上衣加简下装可保留，不因白灰就按普通基础打分。
o0367	ai_candidate	skirt	fitted_asymmetric_top_ruched_wrap_long_skirt	top,skirt	1	ivory_charcoal	ivory,charcoal	dressy	occasion_with_statement	typical	spring,autumn	social,creative	{"void":0.71,"edge":0.69,"loop":0.58,"noir":0.53}	贴身斜肩收褶上衣与直向裹层裙虽都有结构但体积受控，黑尖靴增加锐线，不同于宽上衣配大A层裙	unknown	原图奶油灰斜肩侧褶窄上衣、炭灰奶油斜裹工装长裙，工具桶包和黑灰扣带尖头细跟靴。保留场合表达，不宣称日常舒适。
o0368	needs_review	skirt	leaf_draped_shirt_ruched_wrap_long_skirt	top,skirt	1	ivory_charcoal	ivory,charcoal	dressy	statement_not_daily	explore	spring,autumn	creative	{"void":0.76,"loop":0.58,"edge":0.56}	单侧叶纹抽褶衬衫、斜裹收褶裙、绕带靴和多袋包同时强调结构，缺少明确安静配角	multiple_focal_competition	原图白灰叶纹宽袖不齐衬衫、灰奶油工装斜裹长裙、奶油工具包与奶油灰绕带细跟靴。建议换素上衣或素鞋包后复核，不因同色而忽略繁度。
o0369	ai_candidate	skirt	fitted_asymmetric_top_ruched_wrap_long_skirt	top,skirt	1	ivory_charcoal	ivory,charcoal	dressy	occasion_with_statement	typical	spring,autumn	social,creative	{"void":0.72,"edge":0.67,"loop":0.60}	窄上衣和直长裙使错位线条集中，换素包降低局部工具感但不改变主衣家族	unknown	奶油灰斜肩贴身侧褶上衣、灰奶油斜裹长裙，奶油半月包和黑灰尖头扣带靴。与o0367同主衣，只算替换而非新结构供给。
o0370	needs_review	pants	angular_layered_blazer_shirt_wrap_cargo_pants	outer,bottom	2	taupe_light_blue_gray	taupe,light_blue,gray	casual	statement_not_daily	explore	autumn	creative	{"loop":0.68,"void":0.66,"edge":0.49}	多片收腰西装与侧层工装宽裤都复杂，再配绕带靴与多袋包，灰蓝协调不能替代焦点层级	multiple_focal_competition	原图灰褐双层斜门襟西装、浅蓝小叶细纹立领衬衫、灰侧片宽裤，工具桶包和浅灰绕带靴。内袖本身不巨大，不虚报鼓袖冲突；需减少外套或裤的复杂度。
o0371	ai_candidate	pants	colorblock_bomber_fitted_top_straight_jeans	outer	2	ivory_sage_washed_blue	ivory,sage,washed_blue	casual	everyday_with_statement	typical	spring,autumn	daily,social	{"loop":0.72,"edge":0.58,"ease":0.55}	短拼色夹克与素贴身内搭、直牛仔形成明确短外套长裤比例，黑尖靴是受控硬感	unknown	乳白浅绿短飞行夹克、奶油窄长袖与蓝直筒牛仔，奶油半月包、黑灰尖头扣带靴。脚部较强，不把短外套直接归NEON。
o0372	ai_candidate	pants	plain_long_cardigan_short_shirt_barrel_jeans	top,bottom	2	taupe_washed_blue	taupe,washed_blue	casual	everyday_with_statement	typical	autumn	daily,social	{"loop":0.78,"ease":0.63,"void":0.48}	长素开衫与短蓝衬衫、气球牛仔叠出长短关系，主衣低图案，不是全身复杂层片	unknown	灰褐素长开衫叠蓝短宽衬衫，洗蓝气球牛仔、工具包和奶油绕带靴。下装及鞋筒容纳实际未知，候选不等同穿着验证。
o0373	ai_candidate	pants	plain_collarless_blazer_wrap_shirt_barrel_jeans	top,bottom	2	taupe_ivory_gray_washed_blue	taupe,ivory,washed_blue	casual	everyday_with_statement	typical	autumn	daily,social	{"loop":0.81,"void":0.53,"iced":0.42}	素无领收腰西装减小复杂度，灰斜片衬衫与曲线牛仔提供有限结构变化，不堆叠所有高细节单品	unknown	原图灰褐V口无领单扣西装、白灰侧系衬衫、洗蓝气球牛仔，素奶油半月包与灰褐踝靴。没有巨大内袖；真实合身不作承诺。
o0374	ai_candidate	pants	plain_long_cardigan_leaf_shirt_straight_jeans	top	2	taupe_ivory_washed_blue	taupe,ivory,washed_blue	casual	everyday_with_statement	typical	autumn	daily,social	{"loop":0.74,"void":0.58,"ease":0.55}	素长开衫与素直牛仔给叶纹不齐衬衫留单焦点，简繁关系成立，不将同灰色都归WABI	unknown	原图灰褐落肩长开衫、乳白灰叶纹长片衬衫、蓝直牛仔，工具包和素棕长靴。内袖柔软轻鼓，不是高体积束腰上衣；仍不保证实际袖围。
o0375	ai_candidate	pants	plain_collarless_blazer_fitted_top_wrap_cargo_pants	bottom	2	taupe_ivory_gray	taupe,ivory,gray	casual	everyday_with_statement	typical	autumn	daily,social	{"loop":0.74,"void":0.62,"mute":0.41}	素无领外套与窄素内搭共同压住宽侧层裤，主要结构变化集中下半身	unknown	灰褐无领西装、奶油合体长袖、浅灰侧片宽裤，奶油半月包和灰褐踝靴。比o0370多层外套加多袋配件更安静，不机械继承冲突。
o0376	ai_candidate	dress	angular_strappy_corset_short_a_dress	dress	1	ivory_charcoal	ivory,charcoal	dressy	occasion_with_statement	typical	spring,autumn	social,creative	{"loop":0.66,"edge":0.65,"void":0.59}	灰白结构短裙集束腰与斜片于一件，素鞋包让裙为唯一重心，模块感比通用灰裙强	unknown	奶油灰宽肩带束腰短A裙、斜角层摆和侧长带，配素奶油半月包、简项链与棕素长靴。短裙露肤与长靴为春秋社交组合，不保证天气适用。
o0377	ai_candidate	dress	plain_sleeveless_shirt_a_dress	dress	1	light_blue_ivory	light_blue	casual	everyday	easy	spring,autumn	daily,social	{"loop":0.74,"heir":0.66,"iced":0.61}	素蓝翻领无袖短A裙、规整钮扣线与褶腰提供经典轻利落，工具包仅局部变化	unknown	浅蓝无袖翻领短衬衫裙，乳白工具桶包、细项链与灰褐踝靴。不是礼服，保留易穿候选；由于靴类视觉重量不直接标盛夏。
o0378	ai_candidate	dress	plain_sleeveless_straight_midi	dress	1	taupe_ivory	taupe	casual	everyday	easy	spring,autumn	daily,commute	{"mute":0.76,"ease":0.68,"loop":0.61,"void":0.18}	素无袖直中裙为低装饰H线，工具包不把主衣变成解构，灰褐色也不单独等于WABI	unknown	灰褐圆领无袖直中裙、乳白工具包、小饰物和素棕长靴。主裙低彩简洁，实际裙摆与靴筒间距未知。
o0379	ai_candidate	dress	angular_strappy_corset_short_a_dress	dress	1	ivory_charcoal	ivory,charcoal	dressy	occasion_with_statement	typical	spring,autumn	social,creative	{"edge":0.74,"loop":0.63,"void":0.59,"noir":0.49}	灰白斜片束腰短裙配锐角靴加强硬线，但大面仍有留白，属于同主裙更强脚部表达	unknown	奶油灰短束腰层片裙、素半月包和细项链，换黑灰扣带尖头细跟靴。与o0376同主裙，不能只换靴就算不同主配方。
o0380	ai_candidate	dress	plain_sleeveless_shirt_a_dress	dress	1	light_blue_ivory	light_blue	dressy	everyday_with_statement	explore	spring,autumn	social	{"loop":0.65,"iced":0.57,"edge":0.48}	素蓝短衬衫裙与复杂绕带尖靴混搭，探索发生脚部，主衣仍经典，不夸大人格跨越	unknown	浅蓝无袖短A衬衫裙、工具桶包与细项链，改奶油灰绕带靴。与o0377同裙，场景较社交而非新的服装结构。
