token	status	structure	silhouette	main_visual_slots	layering	color_relation	main_colors	formality	wearability	expression	seasons	scenes	persona_scores	persona_evidence	conflicts	evidence
o0289	needs_review	pants	plain_bomber_bow_puff_corset_lace_jeans	top,bottom	2	ivory_burgundy_pink_sage	ivory,pale_pink,sage	dressy	statement_not_daily	explore	spring,autumn	creative	{"bolt":0.65,"flou":0.59,"melt":0.48}	双段大泡袖与多层花裤同时强调体积，素外套不证明内袖可收纳；不同装饰语汇仍需主次	outer_inner_volume_unverified,multiple_focal_competition	原图白拉链夹克叠奶油酒红双泡袖束腰，粉绿花纱牛仔裤、素乳白包和长靴。裤与上装均强，先简化一个主衣并核袖量。
o0290	ai_candidate	pants	plain_short_blazer_tank_ornate_tapered_pants	bottom	2	dusty_pink_navy_ivory	dusty_pink,navy,ivory	smart_casual	everyday_with_statement	typical	spring,autumn	daily,social	{"heir":0.63,"loop":0.60,"melt":0.53,"bolt":0.38}	短素西装与素背心压住金侧饰裤的场合感，主衣仍有清楚层级，非整套戏剧BOLT	unknown	灰粉短西装、藏蓝背心、奶油金侧饰锥裤，粉肩包和灰棕踝靴。裤饰成为单处亮点，可作日常表达候选而非正式礼服承诺。
o0291	ai_candidate	dress	ornate_puff_corset_ball_gown	dress	1	burgundy_ivory_with_pastel_bag	burgundy,ivory	formal	statement_not_daily	explore	spring,autumn	social,creative	{"bolt":0.89,"heir":0.31,"flou":0.27}	大泡袖束腰长摆为BOLT戏剧，宝石眼镜与玛丽珍延续礼仪语汇；不能标默认日常	unknown	原图酒红奶油花卉礼服配花纱小包、宝石眼镜和酒红装饰玛丽珍。不同于o0203的布邮差包乐福组合，保留主题场合候选，不继承其排除也不扩大到日常。
o0292	ai_candidate	dress	belted_long_shirtdress_with_soft_accessories	dress	1	ice_blue_ivory_pink	ice_blue	smart_casual	everyday_with_statement	typical	spring,autumn	social	{"iced":0.70,"heir":0.67,"melt":0.59,"flou":0.51}	素系腰长衬衫裙是规整主体，花包与酒红细跟增加场合感但不改变主衣剪裁	unknown	浅蓝长直袖系带衬衫裙配粉绿花包、细框眼镜和奶油酒红后绊鞋。主裙可复用，配饰较装饰，优先社交表达而非基础易穿位。
o0293	ai_candidate	dress	puff_sleeve_belted_long_shirtdress	dress	1	ice_blue_ivory_burgundy	ice_blue	dressy	occasion_with_statement	typical	spring,autumn	social	{"melt":0.73,"heir":0.68,"iced":0.57,"bolt":0.40}	鼓袖与长A裙柔和经典，华饰包眼镜为次焦点，成套装饰量高于素鞋包版本	unknown	蓝色鼓袖腰带衬衫长裙、奶油酒红宝石包、装饰眼镜和浅花跟鞋。保留社交，不能因为主裙蓝色就等同极简ICED。
o0294	ai_candidate	dress	plain_short_sleeve_straight_midi_dress	dress	1	dusty_pink_ivory	dusty_pink	casual	everyday_with_statement	typical	spring,autumn	daily,social	{"mute":0.68,"loop":0.68,"melt":0.52,"flou":0.36}	直筒短袖长裙主结构安静，浅粉不代表圆泡裙；花靴只是局部表达	unknown	灰粉圆领短袖直中长裙前有开缝，配乳白翻盖包、细框眼镜和浅花饰短靴。线条克制，可用于低彩条件，但不从图像推断步行舒适。
o0295	ai_candidate	dress	floral_corset_asymmetric_short_dress	dress	1	pale_pink_sage_ivory	pale_pink,sage,ivory	dressy	occasion_with_statement	typical	spring,summer	social,creative	{"flou":0.80,"melt":0.72,"bolt":0.37}	花纱细带收腰短层摆柔美，素粉包提供留白，装饰鞋眼镜不把它变成巨摆礼服	unknown	粉绿花纱短吊带裙、素粉肩包、装饰眼镜和酒红花跟鞋。与同裙其他配饰版属同主衣家族，保留柔美社交而非虚增款式。
o0296	ai_candidate	dress	ornate_strap_corset_full_long_gown	dress	1	ivory_burgundy_dark_green	ivory,burgundy,dark_green	formal	statement_not_daily	explore	spring,autumn	creative	{"bolt":0.89,"flou":0.42,"heir":0.28}	缎感落肩片与绒感束腰大层摆是戏剧礼服，花纱包靴延续装饰，但仅主题创意场合	unknown	原图奶油酒红深绿吊带束腰多层礼服，花纱包、细框眼镜和浅花纱长靴。不是厚雪靴季节问题；保留主题造型候选，不承诺常规正式场合或日常适用。
o0297	ai_candidate	pants	patch_swing_blouse_plain_wide_pants	top	1	earth_brown_washed_blue_charcoal	brown,washed_blue,charcoal	casual	everyday_with_statement	typical	spring,autumn	social,creative	{"wabi":0.75,"film":0.69,"void":0.62,"ease":0.43}	宽拼布上衣作为主视觉，素长裤让自然旧面有主次，非因灰褐同色自动WABI	unknown	棕蓝米褐宽片袖摆上衣、炭灰素宽裤，旧料层包和灰破片运动鞋。下半身安静，适合作为自然材质表达，不是纯基础日常。
o0298	needs_review	pants	raw_draped_top_layered_oversized_pants	top,bottom	1	charcoal_brown_washed_blue	charcoal,brown,washed_blue	casual	statement_not_daily	explore	autumn	creative	{"void":0.81,"wabi":0.69,"film":0.58,"ease":0.25}	错位垂片支持VOID，但上下同时多层大松量，主次及身体比例未明确	multiple_focal_competition	原图破边垂领长袖宽上衣配侧层毛边大宽裤，棕蓝翻盖包和旧色运动鞋。主题一致仍需简化一件主衣，不以同色域替代比例验证。
