token	status	structure	silhouette	main_visual_slots	layering	color_relation	main_colors	formality	wearability	expression	seasons	scenes	persona_scores	persona_evidence	conflicts	evidence
o0265	ai_candidate	dress	asymmetric_corset_patch_long_dress	dress	1	charcoal_denim_pink	charcoal,denim_blue,pink	dressy	statement_not_daily	explore	spring,summer	social,creative	{"edge":0.80,"oops":0.73,"flou":0.42}	拼接束腰与不齐长片裙为一个强中心，素鞋包降视觉密度；不宣称正式礼仪适配	unknown	灰黑丹宁粉蕾丝长吊带裙配素蓝布肩包、小耳饰和灰棕后绊鞋。与o0235为同裙不同配饰，造型稍轻但不能计新增主衣丰富度。
o0266	ai_candidate	dress	corset_halter_layered_short_dress	dress	1	black_denim_pink	black,denim_blue,pink	casual	occasion_with_statement	typical	spring,summer	social,creative	{"edge":0.85,"oops":0.57,"bolt":0.45}	挂颈黑束腰与粉黑短层摆呈甜酷短比例，素包素鞋留白，主题集中主裙	unknown	黑粉束腰挂颈短裙带丹宁片层，灰托特、小耳饰和白厚底乐福。装饰是主裙自身，保留创意社交，非默认易穿裙装。
o0267	ai_candidate	dress	plain_belted_long_shirtdress	dress	1	charcoal_black	charcoal,black	smart_casual	everyday	easy	spring,autumn	daily,commute,social	{"mute":0.77,"loop":0.75,"noir":0.57,"heir":0.55}	规整系腰长裙与少装饰黑配件安静，NOIR仅相邻而非强肩戏剧	unknown	炭灰翻领长袖系带衬衫长裙、黑几何小包、小耳饰及黑短靴。主体合腰但柔顺，与锐角马甲短裙有明确结构差异。
o0268	ai_candidate	pants	ornate_puff_shirt_plain_tapered_pants	top	1	ivory_burgundy_dark_green	ivory,burgundy	dressy	occasion_with_statement	typical	spring,autumn	social,creative	{"bolt":0.76,"heir":0.54,"melt":0.38}	大泡袖束腰礼仪感来自上衣，素裤降低全套体积；不是基础通勤HEIR	unknown	奶油酒红领结深绿腰片泡袖衬衫、乳白素锥裤，奶油酒红宝石包和灰乐福。单处戏剧主衣可留社交表达，但不作正式礼服穿搭承诺。
o0269	needs_review	pants	flowing_sheer_top_flared_lace_pants	top,bottom	1	pale_pink_sage_ivory	pale_pink,sage,ivory	dressy	occasion_with_statement	explore	spring,summer	social,creative	{"flou":0.81,"melt":0.62,"oops":0.32}	柔软层片同方向但上下都大幅飘量，透薄上衣未见确定内层，FLOU匹配不等于可穿完整	opaque_inner_unverified,multiple_focal_competition	原图确认下装是粉绿双腿喇叭裤而非长裙，上为粉绿薄花层片宽衫，配素乳白包与酒红玛丽珍。先补实体内搭并简化一侧层片，不能因柔和同色直接放行。
o0270	ai_candidate	pants	plain_tank_washed_straight_jeans	top,bottom	1	navy_washed_blue_with_pastel_bag	navy,washed_blue	casual	everyday_with_statement	typical	spring,autumn	daily,social	{"loop":0.74,"ease":0.65,"melt":0.42,"flou":0.35}	素背心与直牛仔主体偏基础，花纱包只是软化配饰，不反推全身FLOU	unknown	藏蓝圆领背心、浅洗蓝直牛仔，粉绿花纱软包和素灰棕踝靴。主服装低装饰，可日常；靴作为春秋候选，不声称炎夏凉爽。
o0271	ai_candidate	pants	plain_short_tee_soft_wide_pants	top,bottom	1	ivory_ice_blue_pink	ivory,ice_blue	casual	everyday	easy	spring,autumn	daily,travel	{"ease":0.76,"loop":0.71,"melt":0.59,"iced":0.55}	短素T与松软长宽裤低负担，颜色浅但主要证据在简洁宽松比例	unknown	乳白圆领短袖短T配浅蓝软宽裤、粉肩包和灰棕长靴。上短下长形成基础比例；实际裤口与靴筒搭配舒适度未知。
o0272	needs_review	pants	floral_sheer_top_ornate_tapered_pants	top,bottom	1	pale_pink_ivory_sage_burgundy	pale_pink,ivory,sage	dressy	occasion_with_statement	explore	spring,autumn	social,creative	{"flou":0.69,"bolt":0.60,"melt":0.48}	上衣软花边和裤鞋宝石礼仪感混合，首要问题仍是薄身片没有确认内层	opaque_inner_unverified,multiple_focal_competition	原尺寸薄粉绿宽衫下可见多层透纱，配金侧饰乳白锥裤、花纱包、酒红宝石玛丽珍。保留覆盖复核，再调整多件装饰主次。
o0273	needs_review	pants	plain_blue_shirt_floral_layered_jeans	bottom	1	ice_blue_pink_sage_ivory	ice_blue,pale_pink,sage	dressy	occasion_with_statement	explore	spring,autumn	social,creative	{"flou":0.69,"melt":0.55,"bolt":0.46,"loop":0.40}	素蓝衬衫能托住花纱裤，但厚重酒红礼仪包鞋与轻飘裤的关系需更清晰	accessory_language_competition	蓝宽衬衫配粉绿层纱牛仔裤，奶油酒红宝石包和酒红花饰细跟。主衣一素一繁合理，建议将包或鞋简化，不靠乳白共同点确认整体适配。
o0274	ai_candidate	pants	soft_gathered_neck_blouse_plain_tapered_pants	top,bottom	1	blue_gray_ivory	blue_gray,ivory	casual	everyday_with_statement	typical	spring,autumn	daily,social	{"flou":0.70,"loop":0.64,"melt":0.59,"iced":0.55}	柔软小褶领和收袖口配干净锥裤，花靴为小量表达，主衣较安静	unknown	灰蓝小V褶领鼓袖上衣、乳白素锥裤，乳白翻盖包和浅花纱长靴。主服装没有厚装饰，可作为柔和日常候选，实际靴筒与裤脚穿法未知。
o0275	ai_candidate	pants	plain_fitted_top_flowing_flared_pants	bottom	1	pale_pink_sage_ivory	pale_pink,sage,ivory	dressy	occasion_with_statement	typical	spring,autumn	social,creative	{"flou":0.81,"melt":0.66,"loop":0.39}	素贴身长袖与大幅花纱裤建立一收一放，比o0269上下都散片更有主次	unknown	浅粉贴身圆领长袖、粉绿乳白裹腰花层喇叭裤，花纱软包和素灰乐福。裤为主视觉，包低彩呼应，限柔和社交，不当作普通阔腿裤日常。
