token	status	structure	silhouette	main_visual_slots	layering	color_relation	main_colors	formality	wearability	expression	seasons	scenes	persona_scores	persona_evidence	conflicts	evidence
o0001	ai_candidate	pants	loose_top_wide_long_bottom	top,bottom	1	tonal_dark	black,charcoal	smart_casual	everyday	easy	spring,autumn	daily,commute	{"mute":0.82,"loop":0.70,"noir":0.60}	MUTE：低装饰与宽直纵线；LOOP：整洁可复用；NOIR：暗色有但缺强肩与锐角	unknown	黑垂领长袖上衣配黑宽裤、灰褐低跟长靴与黑软包；上下松量相近但主线清楚，点色仅在鞋，不宣称命中整套棕色偏好。
o0002	ai_candidate	pants	fitted_top_wide_long_bottom	top,bottom	1	muted_light_dark	gray_taupe,black	smart_casual	everyday_with_statement	typical	spring,autumn	social,commute	{"iced":0.79,"mute":0.73,"loop":0.68}	ICED：收净长袖与细跟；MUTE：克制窄上宽下；不等同舒适旅行	unknown	灰褐贴身长袖接黑宽裤，白软包与银色踝带细跟鞋；颜色低调但鞋提升社交正式度，不标为默认休闲易穿。
o0003	ai_candidate	pants	waisted_sleeveless_top_straight_jeans	top,bottom	1	tonal_blue_light_accents	ice_blue,denim_blue	casual	everyday	easy	summer	daily,commute	{"iced":0.80,"mute":0.73,"loop":0.72}	ICED：收腰无袖领衫清爽收净；MUTE：低装饰直腿；不靠蓝色单独定型	unknown	浅蓝无袖领衫与浅蓝直牛仔，白乐福和白软包平衡，暖季轻装且衣物数量简洁。
o0004	ai_candidate	pants	short_fitted_top_wide_cropped_bottom	top,bottom	1	light_neutral_with_blue	ice_blue,cream	casual	everyday	easy	spring,autumn	daily	{"ease":0.76,"loop":0.74,"mute":0.70,"jade":0.40}	EASE：短 T 与宽裤松紧有序；JADE：只有配件交叠花纹，主服装无东方领襟	unknown	浅蓝短袖 T 配米白宽裤，灰褐靴和黑米绿软包；主体日常，包的东方纹样不可等价于整套 JADE。
o0005	ai_candidate	pants	plain_top_balloon_modular_bottom	bottom	1	muted_blue_stone	ice_blue,stone_gray	casual	everyday_with_statement	explore	spring,autumn	daily,creative	{"loop":0.84,"oops":0.67,"mute":0.58}	LOOP：一处模块裤配整洁基础上装；OOPS：有解构但配色有锚点；MUTE：复杂裤片限制典型度	unknown	基础蓝衬衫、蓝低跟和素蓝包承接灰模块裤，变化集中在下装。作为轻探索比整组高彩拼接更可控，但不是极简典型。
o0006	ai_candidate	pants	voluminous_draped_top_straight_bottom	top	1	muted_taupe_blue	gray_taupe,ice_blue	smart_casual	everyday_with_statement	typical	spring,autumn	social,creative	{"flou":0.78,"iced":0.69,"mute":0.42}	FLOU：波浪袖与垂领流动；ICED：纤长蓝裤压住体积；MUTE：上衣褶皱和袖量并不克制	unknown	灰褐垂领波浪袖上衣接直蓝裤，鼠尾草硬挺包与米色低跟鞋；上身单焦点清楚，但不能沿用低装饰 MUTE 高亲和度。
o0007	ai_candidate	pants	fitted_polo_wide_bottom	top,bottom	1	navy_cream_contrast	navy,cream	smart_casual	everyday	easy	spring,autumn	daily	{"heir":0.80,"mute":0.74,"loop":0.73}	HEIR：经典 Polo 与褶裤比例；MUTE：低装饰；不依赖金扣或贵气符号	unknown	藏蓝合体 Polo 接米白宽裤，灰褐长靴与米白软包，经典领型和松紧对比使它区别于无领 T 恤搭配。
o0008	ai_candidate	pants	loose_boatneck_top_wide_jeans	top,bottom	1	cream_denim_soft_contrast	cream,denim_blue	casual	everyday	easy	spring,summer	daily	{"ease":0.83,"mute":0.71,"loop":0.72}	EASE：宽袖垂坠与自然牛仔；MUTE：装饰低但更松软	unknown	米白宽船领上衣、阔腿牛仔、浅蓝托特与低跟浅色拼鞋，生活化而不是正装；层次少，裤装焦点不靠换包制造。
o0009	ai_candidate	pants	straight_shirt_tapered_straight_pants	top,bottom	1	dark_light_blue_contrast	charcoal,steel_blue	smart_casual	everyday	easy	spring,autumn	daily,commute	{"mute":0.84,"iced":0.73,"loop":0.75}	MUTE：衬衫裤管直线且低装饰；ICED：冷光小面积鞋包并非唯一依据	unknown	炭灰衬衫配蓝灰直裤，冰蓝乐福和米白包只补光泽。成套窄直清楚，不和阔腿飘垂裤视为完全同版型。
o0010	ai_candidate	pants	draped_top_fluid_wide_bottom	top,bottom	1	black_pale_blue_contrast	black,ice_blue	smart_casual	everyday	typical	spring,autumn	daily,social	{"mute":0.86,"iced":0.77,"loop":0.79}	MUTE：一处侧垂褶而非装饰堆叠；ICED：纤长流动材质；LOOP：基础组合有小结构变化	unknown	黑侧垂褶上衣配浅蓝垂坠宽裤，花饰低跟与冰蓝褶包较精巧；有材质变化，但不会仅换标题算全新主配方。
