token	status	structure	silhouette	main_visual_slots	layering	color_relation	main_colors	formality	wearability	expression	seasons	scenes	persona_scores	persona_evidence	conflicts	evidence
o0865	ai_candidate	dress	charcoal_long_wrap_shirt_dress	dress	1	charcoal	charcoal	polished	everyday	easy	spring,autumn	commute,daily	{"ease":0.72,"heir":0.61,"mute":0.59,"edge":0.17}	普通翻领、细系腰和长裹摆是规整日常结构，没有链扣薄纱的甜酷主衣证据	unknown	炭灰长袖裹摆衬衫裙、蓝素肩包、蓝灰长耳饰和灰褐后空鞋；与同裙换包鞋版本共享主裙，不增加款式家族。
o0866	ai_candidate	dress	gray_square_neck_fitted_slip_short_a_dress	dress	1	gray	gray	polished	everyday	easy	summer	daily,social	{"ease":0.68,"mute":0.57,"heir":0.52,"edge":0.18}	素方领细肩带和收腰A形清楚，装饰胸针只是局部点缀	unknown	灰色细肩带短A裙、灰白素包、小结饰和白运动底低鞋；不以同组的黑粉款式反推本裙甜酷或戏剧属性。
o0867	ai_candidate	dress	blue_sleeveless_gathered_tiered_maxi_dark_accessories	dress	1	blue	blue	polished	everyday_with_statement	explore	spring,autumn	social	{"ease":0.65,"melt":0.61,"flou":0.59,"edge":0.25}	浅蓝层摆和抽腰提供轻柔流动，黑包靴形成局部硬软对照而非主裙甜酷	unknown	蓝圆领无袖多层长裙、黑折角小包、暗色花胸针和普通黑踝靴；鞋无厚雪靴结构，不按所有无袖配靴一概拒绝。
o0868	ai_candidate	pants	ivory_plain_tee_ivory_tapered_pants	top,bottom	1	ivory	ivory	casual	everyday	easy	spring,summer	daily	{"ease":0.78,"mute":0.63,"heir":0.49,"bolt":0.21}	同色素短袖与简单锥裤是低装饰基础组合，酒红花结包不是主衣戏剧证据	unknown	奶白圆领短袖、奶白九分锥裤、奶白酒红装饰包及灰褐乐福鞋；不会因为包来自强表达系列而给整套高BOLT分。
o0869	ai_candidate	pants	pastel_float_blouse_visible_ivory_core_plain_tapered_pants	top,bottom	1	pastel_ivory	ivory,blush,sage	statement	statement_not_daily	typical	spring,autumn	social,creative	{"flou":0.75,"melt":0.61,"bolt":0.31}	短宽花纱与下垂片为柔浮主角，素锥裤压住繁度，不等同强束身宫廷结构	unknown	原图g0327上衣胸腹有实体奶白覆片，与g0567不同；配白锥裤、酒红奶白花包和素灰褐鞋。看见覆层不等于真人全光线防透保证。
o0870	needs_review	pants	ornate_ivory_green_corset_blouse_pastel_wrap_flare_pants	top,bottom	1	ivory_deep_green_burgundy_pastel	ivory,deep_green,burgundy,blush,sage	statement	statement_not_daily	experimental	spring,autumn	social,creative	{"bolt":0.80,"flou":0.68,"melt":0.50}	厚重束腰、深绿侧片和双段泡袖与轻花纱大裤同时强调体量与装饰，视觉重量待平衡	multiple_focal_competition	原图奶白酒红领结、绿侧片束身衫与粉绿裹片宽裤，白素邮差包和酒红玛丽珍已减负但没有消除上下竞争；裤有两腿，不误计裙。
o0871	ai_candidate	pants	plain_blue_shirt_pastel_wrap_flare_pants	bottom,top	1	blue_pastel_ivory	blue,ivory,blush,sage	statement	statement_not_daily	typical	spring,autumn	social,creative	{"flou":0.68,"melt":0.60,"ease":0.55,"bolt":0.25}	普通蓝衬衫让裹片长裤成为主角，和强泡袖束腰版的双焦点不同	unknown	浅蓝普通翻领长衫、粉绿蕾丝裹片宽裤、白素邮差包与酒红玛丽珍；与o0870同主裤，但上衣强度改变，不能共用竞争结论。
o0872	ai_candidate	pants	pale_blue_gathered_bandcollar_blouse_plain_jeans	top,bottom	1	blue_denim_blue	blue,denim_blue	polished	everyday_with_statement	explore	spring,autumn	daily,social	{"ease":0.72,"melt":0.43,"flou":0.24,"bolt":0.17}	素小立领与轻抽褶袖、普通牛仔属于柔和日常，花纱包只作局部变化	unknown	浅蓝小立领长衫、浅蓝普通直牛仔、粉绿纱褶包及灰褐踝靴；主衣没有宫廷束腰或大领结。
o0873	ai_candidate	pants	blush_fitted_crew_knit_plain_blue_jeans	top,bottom	1	blush_denim_blue	blush,denim_blue	casual	everyday	easy	spring,autumn	daily	{"ease":0.76,"mute":0.58,"melt":0.51,"bolt":0.17}	柔粉合体素针织与普通牛仔是安静收放关系，不因花纱包变成戏剧表达	unknown	浅粉圆领长袖针织、浅蓝直牛仔、粉绿纱褶包和灰褐踝靴；与o0872共用主裤及配件，不能虚增新裤款。
o0874	ai_candidate	pants	dusty_rose_small_flower_shirt_blue_wide_pants	top,bottom	1	dusty_rose_blue	dusty_rose,blue	polished	everyday_with_statement	typical	spring,autumn	daily,social	{"ease":0.71,"melt":0.60,"film":0.49,"bolt":0.20}	小花普通衬衫和素宽裤温和轻复古，没有强肩、束身或夸大层摆	unknown	灰粉小花翻领长袖、浅蓝宽裤、粉素肩包与灰褐长靴；靴筒与裤脚实穿落位未知，不作腿型适配承诺。
