token	category	subcategory	neckline	sleeve	length	volume	construction	pattern	decoration	material_appearance	main_colors	visual_personas	usage_limits	status	evidence
g0457	dress	buckle_corset_asymmetric_short_dress	sweetheart	straps	short	corseted_a_line	adjustable_straps_zip_belt_chain_layered_skirt	contrast_patchwork	high	leather_denim_tulle_look	black,denim_blue,pink	edge,oops	occasion_only	ai_candidate	黑皮感带扣束腰吊带裙配蓝丹宁斜裙片、黑粉纱层和链条，长短不齐。甜酷结构明确，主裙本身已强，不需同样复杂包鞋。
g0458	dress	ornate_puff_sleeve_ball_gown	square_draped	puff_with_long_tails	long	corseted_full_a_line	fitted_bodice_layered_overskirt	floral_embroidery	high	velvet_brocade_satin_look	burgundy,ivory,green	bolt	occasion_only;not_default_daily	ai_candidate	酒红绒感大泡袖与长垂带、束腰和乳白花卉多层大摆构成礼服体量。明显BOLT戏剧款，不能凭古典花纹当作日常HEIR。
g0459	dress	retro_panelled_sleeveless_long_dress	u_neck	sleeveless	long	waisted_a_line	button_bodice_vertical_panels_gathered_lower_tier	patchwork	medium	denim_corduroy_coarse_woven_look	brown,washed_blue,olive	film,wabi,ease	unknown	ai_candidate	棕色钮扣胸片与蓝棕橄榄纵向拼布延展长裙，下摆一道宽褶。复古材料观感和规整收腰结合，非任意灰褐破边堆积。
g0460	dress	ink_wrap_sleeveless_long_dress	cross_v	sleeveless	long	waisted_a_line	wide_sash_asymmetric_long_overlays	ink_floral	medium	fluid_woven_sheer_panel_look	ivory,charcoal,red	jade,flou	occasion_only;wrap_coverage_unknown	ai_candidate	黑边交叠V领、红灰宽腰带和墨枝长片覆盖乳白裙身，纵向留白明显。JADE与FLOU相邻，具有场合感，不当普通素白裙。
g0461	dress	modular_corset_short_panel_dress	square	wide_straps	short	waisted_a_line	buckled_straps_oblique_belt_tail_layered_panels	colorblock	medium	structured_suiting_look	ivory,light_gray,charcoal	loop,iced,oops	occasion_only	ai_candidate	乳白灰方领宽肩带短裙用可见扣带、翻片和不等长裙层形成模块感，中央收腰。真实结构变化大于配色变化，默认使用仍偏表达型。
g0462	dress	sharp_collared_long_shirtdress	point_collar	long_structured	long	fitted_a_line	button_front_angular_panels_pointed_hem	tonal_patchwork	medium	matte_leather_suiting_look	black,burgundy	noir,edge	occasion_only	ai_candidate	黑色长袖衬衫裙收腰尖肩，正中门襟贯穿，下摆黑尖片露酒红内层。锐利长线支持NOIR，不仅因为色域暗。
g0463	dress	draped_patch_asymmetric_midi_dress	cowl	straps	midi	fitted_flowing	gathered_side_tie_raw_layered_panels	patchwork	medium	washed_woven_knit_look	charcoal,brown,washed_blue	void,wabi,film	occasion_only;hem_clearance_unknown	ai_candidate	灰褐细肩带垂领裙贴体收侧腰，蓝棕毛边斜层下垂，裙摆不齐。柔软错位长线支持VOID，非只凭旧色归类。
g0464	dress	mixed_corset_long_asymmetric_dress	v_sweetheart	straps	long	corseted_a_line	asymmetric_bodice_ties_side_panel_bow	floral_patchwork	high	suiting_denim_lace_gloss_look	charcoal,denim_blue,pink,ivory	oops,edge	creative_only	ai_candidate	灰西装束腰上拼蓝丹宁粉花肩带，裙体大花纱、牛仔、亮粉抽片并置。错位材料和一侧体积强烈，需安静配件控制总密度。
g0465	dress	plain_belted_straight_midi_dress	round	short	midi	straight_waisted	narrow_side_belt_front_slit	plain	low	matte_suiting_look	charcoal	mute,loop,heir	unknown	ai_candidate	炭灰圆领短袖直中长裙，以细侧腰带轻收腰、前开衩提供活动口。低装饰H线清楚，适合基础轮廓复用，不靠标题判断新款。
g0466	dress	ruched_slip_long_tiered_dress	cowl	thin_straps	long	fitted_flare	side_ruched_waist_diagonal_ruffles	plain	low	satin_chiffon_look	ice_blue	iced,flou	occasion_only;lining_unknown	ai_candidate	冰蓝细肩带垂领长裙，侧腰斜收褶后接薄斜层摆。轻光泽与细长身线支持ICED/FLOU，实际胸身支撑和防透未知。
g0467	dress	contrast_trim_short_sundress	square	wide_straps	short	waisted_a_line	gold_buttons_two_flap_pockets_border_trim	contrast_border	medium	structured_woven_look	navy,ivory	heir,loop,melt	unknown	ai_candidate	藏蓝方领宽肩带短A裙，以乳白边框、金圆扣和两盖袋强化学院感。与素深蓝吊带裙不同，特征在规整饰边和扣袋位置。
g0468	dress	natural_belted_long_shirtdress	point_collar	long_rolled	long	waisted_a_line	button_front_waist_tie_gathered_skirt	plain	low	textured_woven_look	beige	ease,loop,wabi	unknown	ai_candidate	米色自然细纹衬衫长裙有腰带、纽扣门襟和卷袖，裙摆柔松。EASE日常线索充分，不从织纹断言亚麻成分。
g0469	dress	soft_knit_ruffled_short_dress	sweetheart	wide_straps	short	fitted_a_line	bust_tie_diagonal_overlay_tiered_hem	rib_texture	medium	knit_soft_woven_look	ivory,pale_pink	melt,flou	occasion_only;support_unknown	ai_candidate	奶油罗纹宽带合腰短裙，胸前小粉结、侧斜片露浅粉两层荷叶摆。圆软甜美特征明显，不能只按乳白当基础通勤裙。
