token	status	structure	silhouette	main_visual_slots	layering	color_relation	main_colors	formality	wearability	expression	seasons	scenes	persona_scores	persona_evidence	conflicts	evidence
o0145	ai_candidate	dress	bias_slip_maxi	dress	1	ivory_pink_sage	ivory	dressy	occasion_with_statement	typical	spring,autumn	social	{"flou":0.79,"melt":0.63,"heir":0.45,"ease":0.45}	FLOU：吊带长裙连续垂线；花纱靴和软包增加浪漫但不改变主裙家族	unknown	乳白微展吊带长裙配粉奶软包、花纱装饰靴及蓝色小胸针。细节由配件承担，适合温和季节社交，不列步行易穿或冬季保暖组合。
o0146	ai_candidate	dress	knit_bustier_short_tiered_dress	dress	1	ivory_pale_pink	ivory,pale_pink	dressy	occasion_with_statement	typical	spring,autumn	social	{"melt":0.85,"flou":0.62,"heir":0.45}	MELT：软针织束胸、短层摆和浅粉；复古元素不足证明传统学院整套	unknown	奶白粉色宽肩带针织短裙有斜叠荷叶摆，配粉绒包、细白腰带和素灰长靴。针织与靴的温暖表面可解释过渡季，但无袖不作严冬承诺。
o0147	ai_candidate	dress	short_sleeve_straight_midi	dress	1	pale_pink_sage_accents	pale_pink	dressy	everyday_with_statement	typical	spring,autumn	social	{"melt":0.67,"flou":0.55,"mute":0.59,"loop":0.51}	主裙低装饰支持MUTE部分；花纱鞋及软包带MELT点缀，不能称主裙本身强浪漫	unknown	灰粉圆领短袖直裙搭粉奶软包、花纱长靴和小胸针。与o0143同主裙但配件更场合化，应同家族抑制，不能仅换鞋包新增人格配方。
o0148	suggested_exclude	dress	strapped_floral_asymmetric_short_dress	dress	1	pastel_pink_sage_ivory	pale_pink,sage,ivory	dressy	statement_not_daily	explore	unknown	creative	{"flou":0.66,"melt":0.59,"oops":0.42}	花纱短裙浪漫证据未变，素包与眼镜并未解决薄裙和厚绒靴的场景季节冲突	season_balance_unresolved,footwear_formality_unresolved	原尺寸复核与o0144相同的细吊带花纱短裙及厚粉绒靴，仅包和眼镜变化。换素包不能修复裸肩薄裙配绒靴的默认日常条件，仍建议排除该配方。
o0149	ai_candidate	pants	fitted_patch_layered_shirt_plain_wide_pants	top	1	charcoal_taupe_denim	charcoal,taupe,denim_blue	casual	everyday_with_statement	typical	spring,autumn	creative,social	{"void":0.81,"film":0.71,"wabi":0.66,"ease":0.39}	VOID：错位层片和不齐边；简单宽西裤控制下身；复古洗色支持FILM部分	unknown	原尺寸看多领片灰蓝棕上衣自身为一件层片衫，配素深灰阔裤、同层片包和灰运动鞋。主视觉主要在上半身，比全身拼片版更有主次，仍非基础易穿。
o0150	ai_candidate	pants	plain_pocket_knit_wide_trousers	top,bottom	1	blue_gray_charcoal	blue_gray,charcoal	casual	everyday	easy	spring,autumn	daily,travel	{"ease":0.78,"loop":0.76,"mute":0.72,"void":0.44}	EASE：松针织和宽裤；MUTE：低彩低装饰；技术感运动鞋不能单独高判VOID	unknown	灰蓝口袋圆领针织配炭灰阔裤、深灰素软包和灰黑复杂运动鞋。主衣清晰基础，鞋做低彩细节点，符合易穿比例但不是强人格标志。
o0151	ai_candidate	pants	print_shirt_displaced_balloon_pants	bottom	1	washed_blue_charcoal_taupe	washed_blue,charcoal,taupe	casual	statement_not_daily	explore	spring,autumn	creative	{"void":0.80,"film":0.72,"wabi":0.67,"ease":0.32}	VOID：宽裤不规则外片；FILM：洗蓝花衬衫；裤和鞋细节使表达明显偏强	unknown	蓝灰花领衫配灰棕层片气球裤、素炭灰桶包和复杂灰运动鞋。上衣基本轮廓简单、裤子主导，保留实验创意，不把低彩自动当自然易穿。
o0152	ai_candidate	pants	loose_band_blouse_tapered_pants	top,bottom	1	charcoal_taupe_olive	charcoal,taupe	casual	everyday	easy	spring,autumn	daily,travel	{"ease":0.82,"mute":0.72,"wabi":0.62,"loop":0.69}	EASE：宽衫配锥裤；WABI：自然表面及布鞋辅助；主要衣服没有破坏层片	unknown	炭灰松立领衫、灰米锥裤搭橄榄灰软拼包及灰布鞋。上松下收且色域低彩，适合轻松日常，不能将鞋包自然面料等同强WABI全套。
o0153	ai_candidate	pants	oversized_drape_top_plain_tapered_pants	top	1	charcoal_taupe_washed_blue	charcoal,taupe,washed_blue	casual	everyday_with_statement	typical	spring,autumn	creative,social	{"void":0.83,"wabi":0.69,"film":0.64,"ease":0.42}	VOID：落领破边层片与大松量；素锥裤让不规则上衣独立成主视觉	unknown	灰棕蓝宽垂领上衣搭灰棕直锥裤、棕蓝拼包和橄榄米运动鞋。主衣有明显破边，简单裤腿缓冲，比同款配层片裤更合理，场景仍偏表达。
o0154	ai_candidate	pants	ink_branch_shirt_fluid_wide_pants	top,bottom	1	ivory_taupe_red_accents	ivory,taupe	casual	everyday_with_statement	typical	spring,autumn	daily,social	{"jade":0.76,"ease":0.70,"flou":0.65,"heir":0.49}	JADE：水墨枝叶和细红垂绳；EASE：宽松裤量；黑白玛丽珍只作经典点缀	unknown	乳白水墨枝叶宽衬衫配灰棕软阔裤、鼠尾草托特及黑白玛丽珍。图案并非普通西式碎花，明确JADE证据；鼓袖和宽裤使表达高于纯素易穿。
