token	status	structure	silhouette	main_visual_slots	layering	color_relation	main_colors	formality	wearability	expression	seasons	scenes	persona_scores	persona_evidence	conflicts	evidence
o0049	ai_candidate	pants	fitted_zip_outer_sleeveless_shirt_straight_pants	outer,top,bottom	2	tonal_ice_blue	ice_blue	smart_casual	everyday_with_statement	typical	spring,autumn	commute,social	{"iced":0.88,"loop":0.77,"mute":0.63}	ICED：透明拼袖立领外层与收腰领衫纤长；LOOP：清楚薄外层模块；并非两件衬衫重复槽位	unknown	原尺寸复核：左侧是带拉链和侧袋的立领轻外套，内层为不透明无袖领衫，配直蓝裤、蓝乐福及白包。内搭明确，区别于透视衬衫裸配。
o0050	ai_candidate	pants	long_outer_plain_shirt_wide_dark_pants	outer,bottom	2	blue_black_contrast	ice_blue,black	smart_casual	everyday	typical	spring,autumn	commute,daily	{"mute":0.81,"loop":0.80,"iced":0.75}	MUTE：整洁长直外层与宽裤；LOOP：有序叠穿；ICED：冷轻色域与竖线共同支持	unknown	浅蓝长翻领外套叠简单蓝衬衫、黑宽裤，黑托特和灰褐低靴。主结构有长外层，不应和单衬衫宽裤版本算同一层次。
o0051	ai_candidate	pants	short_jacket_fitted_crew_top_straight_pants	outer,bottom	2	muted_blue_taupe	ice_blue,taupe	smart_casual	everyday	typical	spring,autumn	daily,commute	{"loop":0.83,"iced":0.80,"mute":0.76}	LOOP：短箱形夹克加收净内层；ICED：窄长内层和蓝直裤；材质和比例胜过人格同名	unknown	冰蓝短夹克叠灰褐合体长袖、浅蓝直裤，蓝玛丽珍和黑灰束口包，内层袖量克制，有明确短长变化。
o0052	needs_review	pants	fitted_long_trench_loose_shirt_straight_pants	outer,top	2	ice_blue_black_contrast	ice_blue,charcoal	social_statement	requires_layer_fit_check	typical	spring,autumn	social,creative	{"iced":0.78,"loop":0.62,"mute":0.46}	ICED：长透明摆和收腰外层；MUTE：内层简洁但外套已较华丽；窄外套与落肩宽衬衫需验袖量	outer_inner_volume_unverified	原尺寸复核：蓝风衣长摆含薄透层、腰线收窄，黑内衬衫却明显宽落肩。颜色有锚点，不能据此承诺外层袖腋容得下内层；先换收净内搭或确认版型。
o0053	ai_candidate	pants	soft_cardigan_floral_shirt_straight_jeans	top,bottom	2	neutral_dark_floral_denim	light_gray,charcoal,steel_blue	casual	everyday_with_statement	typical	spring,autumn	daily,social	{"film":0.80,"ease":0.76,"loop":0.68,"iced":0.43}	FILM：低彩花衬衫与丹宁的复古生活感；EASE：柔开衫；ICED：主服装花纹和松量不收净	unknown	浅灰开衫叠黑灰植物花衬衫、蓝灰直牛仔，蓝软包和低跟鞋收配件。风格更像复古松弛，不因蓝色鞋包沿用 ICED 高分。
o0054	needs_review	pants	blazer_sheer_shirt_straight_jeans	outer,top	2	neutral_blue	gray_taupe,ice_blue,denim_blue	smart_casual	requires_inner_layer_check	typical	spring,autumn	commute,social	{"iced":0.80,"loop":0.76,"mute":0.65}	ICED：轻透领衫与窄直裤；LOOP：西装丹宁组合；敞穿时胸身遮蔽仍未明确	missing_opaque_inner_layer_spec	米灰西装叠冰蓝透视衬衫、浅直牛仔，蓝托特与灰褐长靴。外套本身不能替代衬衫敞露部分的不透明内搭规格，仍需补明。
o0055	ai_candidate	dress	strappy_layered_a_maxi	dress	1	tonal_pale_blue_light_bag	ice_blue	smart_casual	everyday_with_statement	typical	summer	social,travel	{"flou":0.84,"iced":0.79,"melt":0.63,"mute":0.37}	FLOU：轻吊带与多层流摆；ICED：纤长冷光；同裙换胸针和鞋不等于新主轮廓	unknown	冰蓝细带多层长裙配白包、蓝玛丽珍和蓝色小胸花，母题统一。与此前蓝层裙方案高度相似，必须跨人格共同计入主裙重复。
o0056	ai_candidate	dress	waisted_short_sleeve_straight_midi	dress	1	muted_taupe_pale_accessories	taupe	casual	everyday	easy	summer	daily	{"mute":0.77,"ease":0.74,"loop":0.70,"iced":0.56}	MUTE：朴素直身与短袖；EASE：生活化；蓝纱包不能独立证明 ICED	unknown	灰褐短袖长裙配淡蓝纱包、细框眼镜和黑乐福；相较同裙换包的方案变化有限，不因标题和人格入口不同忽略近似。
o0057	ai_candidate	dress	sleeveless_side_drape_straight_midi	dress	1	muted_taupe_dark_accessories	taupe	smart_casual	everyday	easy	summer	daily,commute	{"mute":0.80,"iced":0.73,"loop":0.74}	ICED：收净腰侧小褶和纤长裙；MUTE：低装饰；暖灰褐也能由结构表达冷静	unknown	灰褐无袖侧褶直裙配黑月牙包、黑乐福与黑细框眼镜，单一腰褶带来小变化，符合克制日常，不要求人格固定穿蓝白。
o0058	ai_candidate	dress	ruched_strappy_gown	dress	1	tonal_ice_blue	ice_blue	formal	formal_only	typical	summer	formal,social	{"flou":0.89,"iced":0.80,"bolt":0.61,"mute":0.22}	FLOU：薄纱层摆与长礼服体量；ICED：纤长冷光；不是日常低饰裙	unknown	蓝色细带抽褶长礼服配白软包、蓝低跟和深蓝椭圆坠耳饰，裙为强主视觉。只作正式社交内容，不挤占默认日常配额。
o0059	ai_candidate	dress	sleeveless_wrap_straight_midi	dress	1	tonal_dark_small_red_accent	black	smart_casual	everyday_with_statement	typical	spring,autumn	social	{"mute":0.72,"noir":0.67,"loop":0.69,"iced":0.58}	MUTE：黑色斜裹窄长；NOIR：锐角裹摆有支持但无强肩；配饰花眼镜带来额外表达	unknown	黑无袖斜裹长裙配黑灰束口包、灰褐低跟长靴和酒红装饰眼镜，主裙低饰而配饰较醒目。季节限过渡社交，不标严冬无外套。
o0060	ai_candidate	pants	loose_band_shirt_wide_cropped_bottom	top,bottom	1	cream_navy_contrast	cream,navy	casual	everyday	easy	spring,autumn	daily,travel	{"ease":0.80,"loop":0.74,"heir":0.65,"jade":0.43}	EASE：松领衫和宽裤；HEIR：藏蓝裤与经典中性色但鞋更运动；立领不足以证明 JADE	unknown	米白立领宽衬衫接藏蓝宽短裤，棕束口包和奶油酒红蓝拼运动鞋。主服装干净，鞋是小范围活泼，不属于正装晚宴。
o0061	ai_candidate	pants	relaxed_rolled_shirt_wide_jeans	top,bottom	1	cream_denim_warm_accessories	cream,denim_blue	casual	everyday	easy	spring,summer	daily,travel	{"ease":0.86,"film":0.71,"loop":0.73,"heir":0.57}	EASE：卷袖自然落肩与宽牛仔；FILM：丹宁和暖包生活感；非硬挺老钱西装轮廓	unknown	米白松衬衫卷袖、宽牛仔、暖棕白软包和浅色后空低跟，舒适轻装，生活化完成度由轮廓和鞋型支撑。
o0062	ai_candidate	pants	fitted_tank_fluid_wide_pants	top,bottom	1	navy_oatmeal_contrast	navy,oatmeal	casual	everyday	easy	summer	daily,travel	{"ease":0.81,"heir":0.71,"loop":0.73,"iced":0.62}	EASE：自然垂裤；HEIR：深浅经典配色与乐福但无典型领型；收紧上身维持比例	unknown	藏蓝 U 领背心接燕麦柔垂宽裤，米白链带翻盖包和浅棕乐福，窄上宽下明确，不靠奢华配件定义老钱。
o0063	ai_candidate	pants	fitted_polo_straight_pants	top,bottom	1	navy_taupe_contrast	navy,taupe	smart_casual	everyday_with_statement	typical	spring,summer	commute,social	{"heir":0.83,"loop":0.72,"mute":0.62,"bolt":0.47}	HEIR：合体 Polo、直裤和乐福；BOLT：只有华丽小包，不足形成整套戏剧人格	unknown	藏蓝 Polo 配灰褐直裤、棕乐福和奶油酒红花饰小包，包可是一处焦点，但主衣裤仍是经典低饰结构。
o0064	ai_candidate	pants	fitted_tank_straight_pants	top,bottom	1	tonal_cream_burgundy_accents	oatmeal,ivory	smart_casual	everyday	easy	summer	daily,social	{"heir":0.75,"ease":0.74,"loop":0.70,"melt":0.60}	HEIR：直裤配精巧酒红鞋包；EASE：轻背心自然腰；暖色不等于圆润奶油人格	unknown	燕麦背心配米白直裤，酒红硬挺手提包与酒红玛丽珍形成小面积重复色，轻装且主服装装饰低。
