token	status	structure	silhouette	main_visual_slots	layering	color_relation	main_colors	formality	wearability	expression	seasons	scenes	persona_scores	persona_evidence	conflicts	evidence
o0913	ai_candidate	pants	charcoal_gathered_blouse_plain_wide_pants	top,bottom	1	tonal_charcoal	charcoal	casual	everyday	easy	spring,autumn	daily	{"ease":0.74,"mute":0.62,"wabi":0.42,"film":0.22}	简单聚褶衫与规整宽裤是放松基础结构，拼布包鞋不能构成主衣时代感	unknown	炭灰小立领长袖衬衫、炭灰素宽裤、灰棕拼布包及做旧运动鞋；整体无主衣破边或多门襟，不能沿用解构上衣版本的强人格判断。
o0914	ai_candidate	pants	patchwork_float_blouse_layer_panel_wide_pants	top,bottom	1	muted_earth_blue	brown,taupe,gray_blue	statement	statement_not_daily	experimental	spring,autumn	creative	{"wabi":0.76,"void":0.71,"oops":0.69,"film":0.35}	两件松散拼片主衣以低彩粗粝面料联系，偏解构实验而非规整复古剪裁	unknown	原图上衣圆领内层实体可见；下装为两腿层片宽裤，不是半裙。棕蓝马鞍包和普通拼色跑鞋提供相对明确轮廓，整体只作创意实验，不计易穿。
o0915	ai_candidate	pants	taupe_fitted_knit_layer_panel_wide_pants	bottom	1	tonal_earth	brown,taupe,charcoal	casual	everyday_with_statement	typical	spring,autumn	daily,creative	{"void":0.69,"wabi":0.65,"oops":0.61,"film":0.31}	素贴身针织减少上身碎片，层片裤成为唯一主结构变化	unknown	灰褐素圆领针织、灰棕层片宽裤、棕蓝马鞍包和棕蓝跑鞋；相较同裤散片上衣版本焦点更清楚，裤装仍共享家族，不能算全新主轮廓。
o0916	ai_candidate	pants	ivory_gathered_blouse_large_patch_denim_wide_pants	bottom	1	ivory_earth_blue	ivory,brown,gray_blue	casual	everyday_with_statement	explore	spring,autumn	daily,creative	{"wabi":0.63,"film":0.49,"oops":0.52,"ease":0.52}	素浅衫承托大块灯芯绒观感与牛仔拼裤，旧色和面料拼接有依据但时代剪裁证据有限	unknown	奶白小立领软衬衫、棕蓝大块拼接阔腿牛仔、素炭灰弯月包及做旧鞋；裤面是大平片，没有另一个层层飘散裙状轮廓。
o0917	ai_candidate	pants	blue_botanical_shirt_large_patch_denim_wide_pants	bottom	1	muted_blue_brown	blue,brown	casual	everyday_with_statement	typical	spring,autumn	daily,creative	{"wabi":0.67,"film":0.57,"oops":0.53}	旧蓝植物纹衬衫和棕蓝拼裤有材质复古线索，普通翻领仍不等于精确年代款	unknown	蓝色细植物纹普通衬衫、棕蓝大块拼接宽牛仔、素炭灰包及做旧跑鞋；低彩纹理不等同高彩NEON，记录朴旧拼接而不虚构年代。
o0918	ai_candidate	pants	navy_crew_knit_taupe_plain_wide_pants	top,bottom	1	navy_taupe	navy,taupe	casual	everyday	easy	spring,autumn	daily,commute	{"ease":0.78,"mute":0.62,"wabi":0.37,"film":0.21}	胸袋圆领针织与素宽裤是通用休闲基本款，没有足够复古结构特征	unknown	藏蓝长袖圆领小胸袋针织、灰褐素宽裤、炭灰抽绳包及灰色基础跑鞋；不因灰褐配色和所属配方名就判为高FILM适配。
o0919	ai_candidate	pants	deconstructed_drape_top_taupe_plain_wide_pants	top	1	muted_charcoal_taupe	charcoal,taupe,gray_blue	statement	everyday_with_statement	typical	spring,autumn	daily,creative	{"void":0.8,"oops":0.67,"wabi":0.62,"film":0.23}	错落领部、斜垂前片和破边袖口是上装解构事实，普通裤包鞋集中主焦点	unknown	原图蓝灰实体圆领底层可见，缺口在外片而非胸腹无遮挡；灰褐素宽裤、素灰抽绳包和基础跑鞋，不能把做旧上衣直接等同复古人格。
o0920	ai_candidate	pants	ivory_small_botanical_shirt_navy_plain_wide_pants	top,bottom	1	ivory_navy	ivory,navy	polished	everyday	easy	spring,autumn	daily,commute	{"ease":0.68,"film":0.52,"heir":0.5,"wabi":0.43}	细植物纹与普通翻领带来温和旧式感，素长裤和素包保持日常	unknown	奶白细花长袖衬衫、藏蓝素宽裤、棕色软肩包及棕色普通长靴；不承诺长裤塞靴，裤脚可在靴外，平铺没有足够理由判为结构冲突。
o0921	ai_candidate	pants	botanical_patch_collar_shirt_navy_wide_pants	top	1	muted_brown_blue	brown,blue,navy	polished	everyday_with_statement	typical	spring,autumn	daily,social	{"film":0.71,"wabi":0.62,"oops":0.42}	褪色植物图样、棕色领袋和传统普通翻领提供旧式材质线索，主裤简洁	unknown	原图普通衬衫主体无多重解构门襟，棕色拼袖与单胸袋清楚；素藏蓝宽裤、棕软包及棕长靴，复古证据比灰棕破片衫更明确但不指认具体年代。
o0922	needs_review	pants	multi_placket_top_torn_layer_panel_jeans	top,bottom	1	muted_charcoal_brown	charcoal,brown,gray_blue	statement	statement_not_daily	experimental	spring,autumn	creative	{"void":0.75,"oops":0.71,"wabi":0.49,"film":0.2}	多门襟多袖口和破口垂片牛仔上下同时争夺轮廓，统一灰棕色不能自动化解	multiple_focal_competition	原图上衣多层领片、下装两侧大破边翻片及堆叠裤脚，包也有错层与绳；普通跑鞋只能简化脚部，建议先替换一件主衣后再审，不直接排除所有解构风格。
