token	status	structure	silhouette	main_visual_slots	layering	color_relation	main_colors	formality	wearability	expression	seasons	scenes	persona_scores	persona_evidence	conflicts	evidence
o0601	ai_candidate	dress	blue_plain_belted_long_shirtdress	dress	1	blue	blue	polished	everyday_with_statement	explore	spring,autumn	social,creative	{"heir":0.72,"melt":0.56,"iced":0.40}	规则翻领衬衫长裙是经典主衣，装饰鞋包眼镜构成局部复古探索	unknown	蓝素长袖系带长裙、酒红绣花包、珠饰眼镜与酒红饰花玛丽珍。主裙比配件克制，不把小物的繁复度当成BOLT主衣强命中。
o0602	ai_candidate	pants	plain_taupe_tee_gray_tapered_pants	top,bottom	1	taupe_gray	taupe,gray	casual	everyday	easy	spring,summer	daily,travel	{"loop":0.73,"mute":0.67,"ease":0.65,"wabi":0.39}	素T和普通锥裤属于通用低彩休闲，不能仅靠棕灰色与户外鞋判侘寂	unknown	灰褐短袖素T、灰直锥裤、灰褐软托特与褐色休闲运动鞋。主衣没有明显毛边、非对称或自然层次证据。
o0603	ai_candidate	pants	plain_gray_shirt_gray_tapered_pants	top,bottom	1	gray	gray	casual	everyday	easy	spring,autumn	daily,commute	{"loop":0.72,"mute":0.70,"wabi":0.39}	普通翻领衬衫与锥裤整齐克制，非模板色自动代表自然做旧人格	unknown	灰素长袖翻领衬衫、灰锥裤、灰褐软托特、褐休闲鞋。与o0602同裤鞋包，袖长与领型有变化但仍高度基础近似。
o0604	ai_candidate	pants	gray_asymmetric_patch_shirt_taupe_tapered_pants	top	1	gray_taupe_sage	gray,taupe,sage	casual	everyday_with_statement	typical	spring,autumn	daily,creative	{"wabi":0.78,"void":0.60,"film":0.55}	自然皱感的宽非对称拼衬衫是主衣证据，素锥裤收束，包的小块混料承接而不取代主线	unknown	原图是灰绿褐柔软拼片长短摆宽衬衫、灰褐素锥裤、丹宁花纱混料邮差包与灰褐乐福。上身宽摆但无外套容纳问题，裤鞋留白避免多件同时抢眼。
o0605	ai_candidate	pants	ivory_fitted_mockneck_taupe_tapered_pants	top,bottom	1	ivory_taupe	ivory,taupe	polished	everyday	easy	spring,autumn	daily,commute	{"mute":0.74,"loop":0.65,"wabi":0.30}	素合体小高领和锥裤主要是简洁比例，混料包不能替代主衣自然不规则结构	unknown	乳白合体小高领长袖、灰褐锥裤、丹宁花纱拼邮差包与灰褐乐福。o0604换素上衣后主衣表达显著变弱，不继续继承高WABI分。
o0606	ai_candidate	pants	pale_fine_pattern_shirt_ivory_cropped_jeans	top,bottom	1	ivory_light_gray	ivory,light_gray	polished	everyday	easy	spring,autumn	daily,commute	{"ease":0.71,"loop":0.64,"wabi":0.37}	浅色低对比细纹衬衫配奶白短直牛仔为轻柔基础，细纹内容在联系表不强行命名	unknown	浅白低对比细纹翻领衬衫、奶白九分直筒牛仔、白桶包和灰褐后空鞋。纹样精确题材未知，未当作中式或侘寂的确定证据。
o0607	ai_candidate	pants	ivory_taupe_botanical_shirt_ivory_cropped_jeans	top,bottom	1	ivory_taupe	ivory,taupe	polished	everyday	easy	spring,autumn	daily,social	{"ease":0.73,"film":0.56,"heir":0.54,"jade":0.28}	灰褐淡植物纹为柔雅复古证据，普通翻领无中式结构	unknown	原图是象牙底灰褐植物纹常规衬衫、奶白九分直筒牛仔、白桶包及灰褐后空鞋。主衣为浅暖色，不能把印花微差算新裤型。
o0608	ai_candidate	pants	ivory_relaxed_split_neck_blouse_taupe_wide_pants	top,bottom	1	ivory_taupe	ivory,taupe	casual	everyday	easy	spring,autumn	daily,travel	{"ease":0.76,"wabi":0.57,"mute":0.62}	宽松缺口圆领柔衬衣与软宽裤保持自然低装饰，鞋的包裹布带只作小面积延伸	unknown	奶白宽松缺口领长袖、灰褐素宽裤、灰褐软肩包、交叉布带休闲鞋。松松搭配不等于结构冲突，具体面料纤维未知。
o0609	ai_candidate	pants	ivory_blush_layered_knit_taupe_wide_pants	top	1	ivory_blush_taupe	ivory,blush,taupe	casual	everyday_with_statement	typical	spring,autumn	daily,social	{"ease":0.70,"flou":0.62,"wabi":0.57,"melt":0.59}	柔暖粉白拼层宽针织与素宽裤靠材质观感和松量表达，不因粉色自动归甜装饰人格	unknown	原图确认奶白宽圆领针织带浅粉粗细材质横层和衬摆，灰褐素宽裤、软肩包、交叉布带鞋。裤与鞋包素净，上装层次集中可成立。
o0610	ai_candidate	pants	gray_raw_patch_shirt_ivory_soft_wide_pants	top	1	gray_sage_ivory	gray,sage,ivory	casual	everyday_with_statement	explore	spring,autumn	daily,creative	{"wabi":0.73,"void":0.61,"ease":0.53,"melt":0.27}	自然皱感非对称衬衫与素宽裤保留主衣不规则证据，粉带鞋仅是轻探索并非甜美主线	unknown	原图灰绿褐拼片短卷袖衬衫、奶白素宽裤、白侧袋肩包和淡粉小结玛丽珍运动底鞋。上衣是唯一大复杂件；不将甜鞋直接视为不兼容或主人格依据。
o0611	ai_candidate	pants	gray_sleeveless_collared_shirt_ivory_wide_pants	top,bottom	1	gray_ivory	gray,ivory	casual	everyday	easy	spring,summer	daily,travel	{"loop":0.72,"ease":0.68,"mute":0.62,"wabi":0.31}	无袖素翻领衬衫与奶白宽裤为规整轻量基础，缺少强自然毛边层次	unknown	灰素无袖扣式翻领衫、奶白宽裤、白侧袋肩包和淡粉带鞋。替换o0610后主衣不规则性消失，不能沿用原高WABI证据。
o0612	ai_candidate	pants	taupe_fitted_knit_blush_drawstring_balloon_pants	bottom,top	1	taupe_blush	taupe,blush	casual	everyday_with_statement	typical	spring,autumn	daily,social	{"flou":0.74,"ease":0.67,"melt":0.57}	合体素针织与软粉抽绳灯笼裤形成真实上紧下蓬，不以普通灰棕色统称侘寂	unknown	灰褐圆领合体长袖、浅粉抽绳大裤量收脚裤、米棕肩包及灰褐骑士靴。裤量主导，靴需在真实试穿确认裤脚落位，不据此承诺显瘦。
o0613	ai_candidate	pants	gray_plain_shirt_blush_drawstring_balloon_pants	bottom,top	1	gray_blush	gray,blush	casual	everyday_with_statement	typical	spring,autumn	daily,social	{"flou":0.68,"ease":0.70,"loop":0.55}	宽素衬衫与软灯笼裤松量增大，仍是温和圆量而非强结构戏剧	unknown	灰素翻领衬衫、浅粉抽绳灯笼裤、米棕肩包和灰褐骑士靴。与o0612共裤鞋包，上衣松紧变化不新增整体主品类。
